Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Nick Collison,OKC,OKC vs. MEM,04/11/2018,2017-18,W,2,1,0,0,-,0,0,-,1,5,20.0,1,0,1,0,0,0,0,0,-5
Mario Chalmers,MEM,MEM @ OKC,04/11/2018,2017-18,L,20,13,4,8,50.0,2,6,33.3,3,3,100,0,0,0,1,1,1,2,2,-4
Ben McLemore,MEM,MEM @ OKC,04/11/2018,2017-18,L,32,14,4,8,50.0,2,5,40.0,4,4,100,1,3,4,3,0,0,1,3,-22
Dillon Brooks,MEM,MEM @ OKC,04/11/2018,2017-18,L,33,36,14,22,63.6,3,7,42.9,5,5,100,1,6,7,1,2,0,2,2,0
Josh Huestis,OKC,OKC vs. MEM,04/11/2018,2017-18,W,2,3,1,2,50.0,1,2,50.0,0,0,-,0,0,0,0,0,0,0,0,-3
Kobi Simmons,MEM,MEM @ OKC,04/11/2018,2017-18,L,33,15,4,12,33.3,1,4,25.0,6,6,100,0,1,1,5,0,0,2,3,-9
Patrick Patterson,OKC,OKC vs. MEM,04/11/2018,2017-18,W,12,3,1,2,50.0,1,2,50.0,0,0,-,0,2,2,2,0,0,1,2,1
Corey Brewer,OKC,OKC vs. MEM,04/11/2018,2017-18,W,31,17,7,13,53.8,2,5,40.0,1,2,50.0,2,1,3,1,1,0,1,3,10
Russell Westbrook,OKC,OKC vs. MEM,04/11/2018,2017-18,W,37,6,2,9,22.2,0,2,0.0,2,3,66.7,3,17,20,19,2,0,5,0,17
Steven Adams,OKC,OKC vs. MEM,04/11/2018,2017-18,W,36,24,9,12,75.0,0,0,-,6,7,85.7,1,6,7,0,1,0,2,2,17
Omari Johnson,MEM,MEM @ OKC,04/11/2018,2017-18,L,25,13,5,8,62.5,3,5,60.0,0,0,-,0,4,4,4,1,0,1,3,-5
Dakari Johnson,OKC,OKC vs. MEM,04/11/2018,2017-18,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3
MarShon Brooks,MEM,MEM @ OKC,04/11/2018,2017-18,L,23,9,3,10,30.0,1,2,50.0,2,3,66.7,1,2,3,2,2,0,3,0,-4
Raymond Felton,OKC,OKC vs. MEM,04/11/2018,2017-18,W,12,9,3,5,60.0,3,4,75.0,0,0,-,0,1,1,1,0,0,2,0,-1
Terrance Ferguson,OKC,OKC vs. MEM,04/11/2018,2017-18,W,26,12,4,8,50.0,4,8,50.0,0,0,-,0,2,2,2,1,0,0,3,9
Paul George,OKC,OKC vs. MEM,04/11/2018,2017-18,W,34,40,13,20,65.0,8,14,57.1,6,8,75.0,1,3,4,2,2,1,2,3,15
Daniel Hamilton,OKC,OKC vs. MEM,04/11/2018,2017-18,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,2,-3
Deyonta Davis,MEM,MEM @ OKC,04/11/2018,2017-18,L,29,6,3,8,37.5,0,0,-,0,1,0.0,1,7,8,2,1,1,2,2,-5
Torrey Craig,DEN,DEN @ MIN,04/11/2018,2017-18,L,5,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Karl-Anthony Towns,MIN,MIN vs. DEN,04/11/2018,2017-18,W,47,26,12,19,63.2,0,0,-,2,2,100,4,10,14,2,1,0,0,4,1
Gorgui Dieng,MIN,MIN vs. DEN,04/11/2018,2017-18,W,6,5,2,5,40.0,1,3,33.3,0,0,-,1,2,3,0,0,0,0,0,5
Mason Plumlee,DEN,DEN @ MIN,04/11/2018,2017-18,L,12,3,1,1,100,0,0,-,1,2,50.0,1,3,4,0,0,2,1,2,-13
Nemanja Bjelica,MIN,MIN vs. DEN,04/11/2018,2017-18,W,11,0,0,4,0.0,0,2,0.0,0,0,-,1,1,2,0,3,0,1,1,7
Devin Harris,DEN,DEN @ MIN,04/11/2018,2017-18,L,10,4,2,3,66.7,0,1,0.0,0,0,-,0,2,2,1,0,0,0,0,1
Derrick Rose,MIN,MIN vs. DEN,04/11/2018,2017-18,W,11,2,1,2,50.0,0,1,0.0,0,0,-,0,1,1,0,1,0,0,1,7
Will Barton,DEN,DEN @ MIN,04/11/2018,2017-18,L,42,24,9,22,40.9,5,10,50.0,1,3,33.3,2,6,8,5,1,1,2,4,-2
Jimmy Butler,MIN,MIN vs. DEN,04/11/2018,2017-18,W,42,31,10,21,47.6,1,4,25.0,10,13,76.9,2,3,5,5,1,1,3,3,-1
Andrew Wiggins,MIN,MIN vs. DEN,04/11/2018,2017-18,W,42,18,5,9,55.6,3,5,60.0,5,8,62.5,0,5,5,3,0,0,1,1,-3
Tyus Jones,MIN,MIN vs. DEN,04/11/2018,2017-18,W,10,3,1,1,100,1,1,100,0,0,-,0,1,1,3,0,0,1,1,7
Jamal Murray,DEN,DEN @ MIN,04/11/2018,2017-18,L,43,20,8,18,44.4,2,7,28.6,2,4,50.0,3,3,6,6,1,0,1,3,-5
Nikola Jokic,DEN,DEN @ MIN,04/11/2018,2017-18,L,46,35,14,25,56.0,4,7,57.1,3,4,75.0,2,8,10,3,1,0,3,4,6
Jamal Crawford,MIN,MIN vs. DEN,04/11/2018,2017-18,W,18,2,1,7,14.3,0,2,0.0,0,0,-,0,2,2,4,1,0,0,0,12
Gary Harris,DEN,DEN @ MIN,04/11/2018,2017-18,L,21,10,4,10,40.0,1,3,33.3,1,2,50.0,0,1,1,1,0,0,1,0,-18
Jeff Teague,MIN,MIN vs. DEN,04/11/2018,2017-18,W,43,17,6,13,46.2,3,5,60.0,2,2,100,0,1,1,7,1,0,1,3,-1
Wilson Chandler,DEN,DEN @ MIN,04/11/2018,2017-18,L,48,0,0,3,0.0,0,2,0.0,0,0,-,1,8,9,2,1,0,3,5,1
Paul Millsap,DEN,DEN @ MIN,04/11/2018,2017-18,L,36,10,3,8,37.5,1,2,50.0,3,3,100,1,6,7,1,0,1,1,4,0
Taj Gibson,MIN,MIN vs. DEN,04/11/2018,2017-18,W,35,8,4,8,50.0,0,0,-,0,0,-,0,6,6,0,2,1,1,5,-4
Bogdan Bogdanovic,SAC,SAC vs. HOU,04/11/2018,2017-18,W,31,12,5,12,41.7,2,7,28.6,0,0,-,0,5,5,5,2,0,2,1,18
Chinanu Onuaku,HOU,HOU @ SAC,04/11/2018,2017-18,L,22,4,2,5,40.0,0,0,-,0,0,-,1,3,4,1,0,0,3,4,-8
Tarik Black,HOU,HOU @ SAC,04/11/2018,2017-18,L,38,12,4,8,50.0,1,2,50.0,3,6,50.0,2,9,11,1,0,2,0,5,-8
Nigel Hayes,SAC,SAC vs. HOU,04/11/2018,2017-18,W,27,4,2,5,40.0,0,2,0.0,0,0,-,1,3,4,0,1,1,0,2,13
Jack Cooley,SAC,SAC vs. HOU,04/11/2018,2017-18,W,18,10,1,4,25.0,0,0,-,8,10,80.0,1,3,4,1,0,0,2,3,12
P.J. Tucker,HOU,HOU @ SAC,04/11/2018,2017-18,L,29,3,1,7,14.3,1,7,14.3,0,0,-,3,7,10,1,0,0,2,1,-8
RJ Hunter,HOU,HOU @ SAC,04/11/2018,2017-18,L,30,19,7,16,43.8,3,11,27.3,2,2,100,0,4,4,1,2,0,2,5,0
Zhou Qi,HOU,HOU @ SAC,04/11/2018,2017-18,L,32,2,1,5,20.0,0,3,0.0,0,0,-,0,3,3,1,0,4,1,0,-9
Aaron Jackson,HOU,HOU @ SAC,04/11/2018,2017-18,L,35,8,3,9,33.3,1,4,25.0,1,2,50.0,2,1,3,1,0,0,1,4,-10
Vince Carter,SAC,SAC vs. HOU,04/11/2018,2017-18,W,25,12,5,8,62.5,2,3,66.7,0,0,-,0,3,3,1,0,0,1,0,14
Joe Johnson,HOU,HOU @ SAC,04/11/2018,2017-18,L,29,4,2,10,20.0,0,2,0.0,0,0,-,0,3,3,5,0,0,2,4,-17
Justin Jackson,SAC,SAC vs. HOU,04/11/2018,2017-18,W,31,0,0,8,0.0,0,6,0.0,0,0,-,0,4,4,2,0,1,1,2,-7
JaKarr Sampson,SAC,SAC vs. HOU,04/11/2018,2017-18,W,23,11,5,8,62.5,0,0,-,1,1,100,0,4,4,0,0,1,0,1,0
Willie Cauley-Stein,SAC,SAC vs. HOU,04/11/2018,2017-18,W,30,22,9,12,75.0,0,0,-,4,6,66.7,1,10,11,4,1,0,1,1,3
De'Aaron Fox,SAC,SAC vs. HOU,04/11/2018,2017-18,W,27,11,5,10,50.0,1,4,25.0,0,2,0.0,1,7,8,4,0,0,4,2,6
Buddy Hield,SAC,SAC vs. HOU,04/11/2018,2017-18,W,28,14,6,13,46.2,2,4,50.0,0,1,0.0,2,3,5,5,2,0,0,2,6
Gerald Green,HOU,HOU @ SAC,04/11/2018,2017-18,L,26,31,11,22,50.0,7,17,41.2,2,2,100,0,2,2,0,0,0,3,1,-5
Zach Collins,POR,POR vs. UTA,04/11/2018,2017-18,W,18,2,1,3,33.3,0,1,0.0,0,0,-,0,4,4,1,1,1,1,2,6
Joe Ingles,UTA,UTA @ POR,04/11/2018,2017-18,L,28,5,2,7,28.6,1,2,50.0,0,0,-,1,3,4,1,0,0,3,1,-3
Ed Davis,POR,POR vs. UTA,04/11/2018,2017-18,W,17,4,2,4,50.0,0,0,-,0,0,-,2,6,8,0,0,1,2,2,7
Rudy Gobert,UTA,UTA @ POR,04/11/2018,2017-18,L,32,13,5,11,45.5,0,0,-,3,4,75.0,6,7,13,1,0,1,2,3,-6
Jake Layman,POR,POR vs. UTA,04/11/2018,2017-18,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-1
Jae Crowder,UTA,UTA @ POR,04/11/2018,2017-18,L,27,12,4,11,36.4,2,5,40.0,2,2,100,1,5,6,0,1,1,2,2,-6
Wade Baldwin IV,POR,POR vs. UTA,04/11/2018,2017-18,W,13,5,2,3,66.7,0,0,-,1,1,100,1,1,2,0,0,1,0,3,5
CJ McCollum,POR,POR vs. UTA,04/11/2018,2017-18,W,35,19,8,18,44.4,2,4,50.0,1,2,50.0,1,3,4,3,1,0,1,3,4
Caleb Swanigan,POR,POR vs. UTA,04/11/2018,2017-18,W,1,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-1
Pat Connaughton,POR,POR vs. UTA,04/11/2018,2017-18,W,16,5,2,3,66.7,1,2,50.0,0,0,-,0,1,1,1,0,0,0,3,3
Jonas Jerebko,UTA,UTA @ POR,04/11/2018,2017-18,L,10,5,2,3,66.7,1,1,100,0,0,-,1,1,2,0,0,1,0,0,0
Al-Farouq Aminu,POR,POR vs. UTA,04/11/2018,2017-18,W,30,5,2,4,50.0,1,2,50.0,0,0,-,1,8,9,0,1,1,1,1,3
Royce O'Neale,UTA,UTA @ POR,04/11/2018,2017-18,L,25,6,2,6,33.3,2,3,66.7,0,0,-,0,8,8,1,0,0,0,3,-4
Dante Exum,UTA,UTA @ POR,04/11/2018,2017-18,L,20,6,2,6,33.3,0,1,0.0,2,2,100,0,1,1,3,0,0,1,1,-10
Donovan Mitchell,UTA,UTA @ POR,04/11/2018,2017-18,L,34,17,6,23,26.1,1,8,12.5,4,6,66.7,1,5,6,5,2,0,2,2,-2
Ekpe Udoh,UTA,UTA @ POR,04/11/2018,2017-18,L,3,2,1,1,100,0,0,-,0,0,-,1,0,1,0,0,0,0,2,3
Raul Neto,UTA,UTA @ POR,04/11/2018,2017-18,L,11,0,0,1,0.0,0,1,0.0,0,2,0.0,0,1,1,2,1,0,0,0,8
Derrick Favors,UTA,UTA @ POR,04/11/2018,2017-18,L,27,10,4,8,50.0,0,1,0.0,2,2,100,3,3,6,0,0,4,0,0,-15
Ricky Rubio,UTA,UTA @ POR,04/11/2018,2017-18,L,24,17,5,12,41.7,1,1,100,6,6,100,0,5,5,5,1,0,4,5,-10
Shabazz Napier,POR,POR vs. UTA,04/11/2018,2017-18,W,14,9,3,7,42.9,1,3,33.3,2,2,100,1,2,3,0,0,0,0,1,3
Jusuf Nurkic,POR,POR vs. UTA,04/11/2018,2017-18,W,30,13,6,16,37.5,0,0,-,1,5,20.0,1,8,9,3,1,4,3,3,3
Evan Turner,POR,POR vs. UTA,04/11/2018,2017-18,W,28,4,2,6,33.3,0,2,0.0,0,0,-,0,4,4,1,4,1,2,4,3
Damian Lillard,POR,POR vs. UTA,04/11/2018,2017-18,W,37,36,13,25,52.0,4,10,40.0,6,6,100,0,1,1,10,1,0,0,0,10
Delon Wright,TOR,TOR @ MIA,04/11/2018,2017-18,L,23,9,3,8,37.5,1,4,25.0,2,2,100,0,2,2,1,0,0,1,3,-14
CJ Miles,TOR,TOR @ MIA,04/11/2018,2017-18,L,25,7,3,11,27.3,1,7,14.3,0,0,-,0,2,2,1,0,1,0,3,-6
Kyle Lowry,TOR,TOR @ MIA,04/11/2018,2017-18,L,38,28,10,20,50.0,5,10,50.0,3,4,75.0,1,9,10,9,0,0,1,1,-1
Jakob Poeltl,TOR,TOR @ MIA,04/11/2018,2017-18,L,29,16,8,10,80.0,0,0,-,0,1,0.0,6,6,12,0,3,2,2,2,-7
Norman Powell,TOR,TOR @ MIA,04/11/2018,2017-18,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-1
Fred VanVleet,TOR,TOR @ MIA,04/11/2018,2017-18,L,19,7,2,6,33.3,1,2,50.0,2,3,66.7,0,1,1,3,0,0,2,1,-7
Wayne Ellington,MIA,MIA vs. TOR,04/11/2018,2017-18,W,35,32,12,16,75.0,8,12,66.7,0,0,-,1,2,3,0,1,1,0,3,18
Josh Richardson,MIA,MIA vs. TOR,04/11/2018,2017-18,W,35,6,2,11,18.2,0,1,0.0,2,2,100,2,4,6,5,2,0,0,1,-3
James Johnson,MIA,MIA vs. TOR,04/11/2018,2017-18,W,26,11,4,11,36.4,0,2,0.0,3,4,75.0,2,4,6,4,1,1,2,2,-4
Rodney McGruder,MIA,MIA vs. TOR,04/11/2018,2017-18,W,18,3,1,2,50.0,1,2,50.0,0,0,-,2,0,2,1,0,0,0,2,-5
Dwyane Wade,MIA,MIA vs. TOR,04/11/2018,2017-18,W,17,11,5,12,41.7,0,1,0.0,1,2,50.0,0,0,0,2,2,0,1,0,-5
Justise Winslow,MIA,MIA vs. TOR,04/11/2018,2017-18,W,37,11,5,12,41.7,0,1,0.0,1,6,16.7,0,8,8,4,1,0,2,3,13
Bam Adebayo,MIA,MIA vs. TOR,04/11/2018,2017-18,W,18,10,4,4,100,0,0,-,2,2,100,2,2,4,1,0,1,0,1,16
Serge Ibaka,TOR,TOR @ MIA,04/11/2018,2017-18,L,25,2,1,4,25.0,0,0,-,0,0,-,0,1,1,1,0,2,1,5,5
Tyler Johnson,MIA,MIA vs. TOR,04/11/2018,2017-18,W,29,11,4,12,33.3,1,4,25.0,2,2,100,1,6,7,2,0,1,1,1,0
Kelly Olynyk,MIA,MIA vs. TOR,04/11/2018,2017-18,W,28,11,4,10,40.0,1,3,33.3,2,2,100,2,6,8,5,1,1,3,3,10
Hassan Whiteside,MIA,MIA vs. TOR,04/11/2018,2017-18,W,22,10,5,16,31.3,0,0,-,0,0,-,7,5,12,2,0,2,0,2,-5
DeMar DeRozan,TOR,TOR @ MIA,04/11/2018,2017-18,L,38,19,6,17,35.3,0,2,0.0,7,9,77.8,1,5,6,3,0,1,3,2,1
Pascal Siakam,TOR,TOR @ MIA,04/11/2018,2017-18,L,23,4,2,4,50.0,0,1,0.0,0,0,-,0,2,2,3,1,1,1,4,-10
Jonas Valanciunas,TOR,TOR @ MIA,04/11/2018,2017-18,L,24,12,5,9,55.6,0,2,0.0,2,2,100,0,7,7,2,0,3,2,1,0
OG Anunoby,TOR,TOR @ MIA,04/11/2018,2017-18,L,19,5,2,3,66.7,1,2,50.0,0,0,-,1,3,4,1,1,0,0,2,5
Kendrick Perkins,CLE,CLE vs. NYK,04/11/2018,2017-18,L,15,3,1,2,50.0,0,0,-,1,2,50.0,0,1,1,2,1,0,1,1,3
Jeff Green,CLE,CLE vs. NYK,04/11/2018,2017-18,L,11,2,1,3,33.3,0,1,0.0,0,0,-,1,1,2,1,0,1,0,0,5
Luke Kornet,NYK,NYK @ CLE,04/11/2018,2017-18,W,28,23,9,14,64.3,4,7,57.1,1,1,100,0,3,3,2,1,1,3,4,11
London Perrantes,CLE,CLE vs. NYK,04/11/2018,2017-18,L,33,4,1,7,14.3,0,1,0.0,2,2,100,1,1,2,0,2,1,0,2,-7
John Holland,CLE,CLE vs. NYK,04/11/2018,2017-18,L,37,21,6,19,31.6,4,10,40.0,5,7,71.4,2,3,5,1,1,0,3,1,-17
LeBron James,CLE,CLE vs. NYK,04/11/2018,2017-18,L,11,10,4,9,44.4,0,2,0.0,2,3,66.7,1,4,5,2,1,0,3,0,5
Ante Zizic,CLE,CLE vs. NYK,04/11/2018,2017-18,L,27,20,7,9,77.8,0,0,-,6,9,66.7,2,5,7,0,1,0,1,3,-5
Cedi Osman,CLE,CLE vs. NYK,04/11/2018,2017-18,L,39,18,7,18,38.9,2,8,25.0,2,5,40.0,2,5,7,6,0,0,3,4,1
Larry Nance Jr.,CLE,CLE vs. NYK,04/11/2018,2017-18,L,11,4,2,5,40.0,0,0,-,0,0,-,3,3,6,1,1,0,0,0,5
Frank Ntilikina,NYK,NYK @ CLE,04/11/2018,2017-18,W,37,16,7,16,43.8,2,5,40.0,0,0,-,3,1,4,4,3,1,1,2,1
Trey Burke,NYK,NYK @ CLE,04/11/2018,2017-18,W,42,19,7,16,43.8,3,7,42.9,2,2,100,0,5,5,9,3,0,2,2,14
Kyle O'Quinn,NYK,NYK @ CLE,04/11/2018,2017-18,W,18,6,2,3,66.7,1,1,100,1,1,100,1,4,5,3,1,0,0,5,-2
Jarrett Jack,NYK,NYK @ CLE,04/11/2018,2017-18,W,19,6,2,4,50.0,0,1,0.0,2,2,100,1,2,3,4,0,0,0,0,17
Jose Calderon,CLE,CLE vs. NYK,04/11/2018,2017-18,L,6,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-10
Tristan Thompson,CLE,CLE vs. NYK,04/11/2018,2017-18,L,30,10,5,10,50.0,0,0,-,0,0,-,5,4,9,1,0,0,1,3,-24
Jordan Clarkson,CLE,CLE vs. NYK,04/11/2018,2017-18,L,6,2,1,5,20.0,0,0,-,0,0,-,0,1,1,1,0,0,0,0,-11
Isaiah Hicks,NYK,NYK @ CLE,04/11/2018,2017-18,W,30,15,6,10,60.0,1,1,100,2,2,100,0,3,3,4,0,0,3,3,23
Michael Beasley,NYK,NYK @ CLE,04/11/2018,2017-18,W,21,12,5,10,50.0,0,1,0.0,2,2,100,3,3,6,2,1,1,2,1,-3
George Hill,CLE,CLE vs. NYK,04/11/2018,2017-18,L,9,4,2,3,66.7,0,0,-,0,0,-,0,1,1,0,2,1,1,1,5
JR Smith,CLE,CLE vs. NYK,04/11/2018,2017-18,L,6,0,0,3,0.0,0,2,0.0,0,0,-,0,1,1,0,0,0,1,0,-10
Damyean Dotson,NYK,NYK @ CLE,04/11/2018,2017-18,W,33,11,4,8,50.0,1,2,50.0,2,3,66.7,0,10,10,2,1,0,3,4,4
Lance Thomas,NYK,NYK @ CLE,04/11/2018,2017-18,W,11,2,1,4,25.0,0,2,0.0,0,0,-,0,0,0,0,0,0,1,1,-5
Tim Frazier,WAS,WAS @ ORL,04/11/2018,2017-18,L,11,0,0,3,0.0,0,0,-,0,0,-,0,1,1,2,2,0,1,1,-3
Bradley Beal,WAS,WAS @ ORL,04/11/2018,2017-18,L,36,13,4,15,26.7,1,7,14.3,4,7,57.1,0,5,5,4,0,0,3,4,-16
Devin Robinson,WAS,WAS @ ORL,04/11/2018,2017-18,L,13,2,1,3,33.3,0,0,-,0,0,-,2,3,5,0,1,0,0,2,10
Marreese Speights,ORL,ORL vs. WAS,04/11/2018,2017-18,W,3,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,1,0,2,2,-2
Ian Mahinmi,WAS,WAS @ ORL,04/11/2018,2017-18,L,17,3,1,5,20.0,0,0,-,1,2,50.0,2,3,5,0,0,0,1,3,5
Mike Scott,WAS,WAS @ ORL,04/11/2018,2017-18,L,21,10,4,11,36.4,0,2,0.0,2,6,33.3,1,4,5,2,0,0,0,2,5
Nikola Vucevic,ORL,ORL vs. WAS,04/11/2018,2017-18,W,12,2,1,5,20.0,0,1,0.0,0,0,-,1,3,4,3,1,0,0,0,3
Rodney Purvis,ORL,ORL vs. WAS,04/11/2018,2017-18,W,25,16,5,13,38.5,2,6,33.3,4,4,100,0,5,5,1,0,0,2,3,11
Marcin Gortat,WAS,WAS @ ORL,04/11/2018,2017-18,L,23,9,3,6,50.0,0,0,-,3,4,75.0,5,5,10,1,0,1,2,2,-10
D.J. Augustin,ORL,ORL vs. WAS,04/11/2018,2017-18,W,12,7,3,3,100,1,1,100,0,0,-,0,0,0,1,0,0,0,0,3
Terrence Ross,ORL,ORL vs. WAS,04/11/2018,2017-18,W,14,8,3,9,33.3,1,5,20.0,1,1,100,0,3,3,1,0,2,2,1,-11
Kelly Oubre Jr.,WAS,WAS @ ORL,04/11/2018,2017-18,L,27,9,3,10,30.0,2,7,28.6,1,1,100,0,0,0,1,0,0,2,5,-15
Shelvin Mack,ORL,ORL vs. WAS,04/11/2018,2017-18,W,20,3,1,7,14.3,0,2,0.0,1,1,100,0,1,1,2,1,0,1,1,2
Khem Birch,ORL,ORL vs. WAS,04/11/2018,2017-18,W,33,13,3,3,100,0,0,-,7,10,70.0,3,6,9,1,0,2,2,2,2
Aaron Gordon,ORL,ORL vs. WAS,04/11/2018,2017-18,W,12,11,4,9,44.4,3,5,60.0,0,0,-,0,3,3,0,0,1,1,1,3
Wes Iwundu,ORL,ORL vs. WAS,04/11/2018,2017-18,W,25,5,1,2,50.0,1,2,50.0,2,2,100,0,0,0,2,0,1,0,6,16
Bismack Biyombo,ORL,ORL vs. WAS,04/11/2018,2017-18,W,12,6,3,4,75.0,0,0,-,0,0,-,1,2,3,1,1,1,0,3,4
Tomas Satoransky,WAS,WAS @ ORL,04/11/2018,2017-18,L,42,13,6,13,46.2,1,4,25.0,0,0,-,5,4,9,4,1,0,2,0,-4
Markieff Morris,WAS,WAS @ ORL,04/11/2018,2017-18,L,31,15,5,15,33.3,1,4,25.0,4,5,80.0,3,5,8,2,1,0,1,3,-11
Mario Hezonja,ORL,ORL vs. WAS,04/11/2018,2017-18,W,32,15,3,9,33.3,3,5,60.0,6,7,85.7,1,7,8,6,2,0,5,3,15
Jamel Artis,ORL,ORL vs. WAS,04/11/2018,2017-18,W,22,3,1,5,20.0,0,0,-,1,2,50.0,0,5,5,1,0,0,1,3,-5
Jodie Meeks,WAS,WAS @ ORL,04/11/2018,2017-18,L,19,18,6,14,42.9,5,10,50.0,1,2,50.0,0,2,2,1,0,0,0,3,-6
Arron Afflalo,ORL,ORL vs. WAS,04/11/2018,2017-18,W,17,12,5,7,71.4,2,4,50.0,0,0,-,0,0,0,1,0,0,0,2,4
