Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Gordon Hayward,UTA,UTA @ WAS,03/05/2014,2013-14,L,37,12,5,12,41.7,0,2,0.0,2,5,40.0,1,5,6,6,3,0,4,3,-11
Al Harrington,WAS,WAS vs. UTA,03/05/2014,2013-14,W,21,8,4,8,50.0,0,1,0.0,0,0,-,0,4,4,3,0,0,1,2,9
Richard Jefferson,UTA,UTA @ WAS,03/05/2014,2013-14,L,22,8,3,7,42.9,2,4,50.0,0,0,-,0,1,1,3,0,0,0,0,-8
Marvin Williams,UTA,UTA @ WAS,03/05/2014,2013-14,L,21,7,3,9,33.3,1,5,20.0,0,0,-,3,6,9,3,0,0,1,1,-6
Kevin Love,MIN,MIN vs. NYK,03/05/2014,2013-14,L,36,19,6,17,35.3,3,10,30.0,4,6,66.7,3,5,8,2,0,0,2,2,-6
Gorgui Dieng,MIN,MIN vs. NYK,03/05/2014,2013-14,L,1,2,1,2,50.0,0,0,-,0,0,-,1,1,2,0,0,0,0,0,-2
Amar'e Stoudemire,NYK,NYK @ MIN,03/05/2014,2013-14,W,31,18,8,18,44.4,0,0,-,2,3,66.7,4,4,8,1,1,2,3,3,17
Nikola Pekovic,MIN,MIN vs. NYK,03/05/2014,2013-14,L,26,17,8,12,66.7,0,0,-,1,1,100,2,4,6,0,0,0,0,2,-5
Kevin Martin,MIN,MIN vs. NYK,03/05/2014,2013-14,L,28,12,3,10,30.0,2,5,40.0,4,4,100,0,3,3,1,0,0,0,2,0
Alexey Shved,MIN,MIN vs. NYK,03/05/2014,2013-14,L,1,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-2
Jeremy Tyler,NYK,NYK @ MIN,03/05/2014,2013-14,W,1,4,2,2,100,0,0,-,0,1,0.0,0,0,0,0,0,0,0,0,2
J.J. Barea,MIN,MIN vs. NYK,03/05/2014,2013-14,L,15,5,1,9,11.1,1,2,50.0,2,2,100,1,1,2,5,0,0,1,1,-10
Tyson Chandler,NYK,NYK @ MIN,03/05/2014,2013-14,W,35,15,6,8,75.0,0,0,-,3,3,100,5,9,14,0,0,0,1,4,2
Raymond Felton,NYK,NYK @ MIN,03/05/2014,2013-14,W,31,18,5,8,62.5,2,4,50.0,6,8,75.0,1,2,3,8,4,1,2,4,21
Earl Clark,NYK,NYK @ MIN,03/05/2014,2013-14,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Carmelo Anthony,NYK,NYK @ MIN,03/05/2014,2013-14,W,43,33,14,27,51.9,3,10,30.0,2,4,50.0,0,5,5,5,3,0,5,2,14
Tim Hardaway Jr.,NYK,NYK @ MIN,03/05/2014,2013-14,W,27,11,4,10,40.0,3,6,50.0,0,0,-,0,1,1,0,0,0,0,4,3
Corey Brewer,MIN,MIN vs. NYK,03/05/2014,2013-14,L,30,16,5,11,45.5,0,3,0.0,6,6,100,0,6,6,2,0,1,0,3,-2
Chase Budinger,MIN,MIN vs. NYK,03/05/2014,2013-14,L,23,7,3,10,30.0,1,5,20.0,0,0,-,1,3,4,0,0,0,0,0,-9
Ricky Rubio,MIN,MIN vs. NYK,03/05/2014,2013-14,L,32,11,4,6,66.7,0,0,-,3,3,100,3,3,6,8,2,0,6,4,0
JR Smith,NYK,NYK @ MIN,03/05/2014,2013-14,W,27,14,6,11,54.5,2,4,50.0,0,0,-,0,5,5,5,0,0,0,2,2
Luc Mbah a Moute,MIN,MIN vs. NYK,03/05/2014,2013-14,L,3,0,0,0,-,0,0,-,0,0,-,0,1,1,0,1,0,0,0,1
Shabazz Muhammad,MIN,MIN vs. NYK,03/05/2014,2013-14,L,14,10,5,5,100,0,0,-,0,0,-,2,1,3,0,1,0,4,3,-11
Toure' Murry,NYK,NYK @ MIN,03/05/2014,2013-14,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Dante Cunningham,MIN,MIN vs. NYK,03/05/2014,2013-14,L,29,7,3,6,50.0,0,0,-,1,2,50.0,4,2,6,1,0,0,1,2,-12
Iman Shumpert,NYK,NYK @ MIN,03/05/2014,2013-14,W,21,2,1,4,25.0,0,2,0.0,0,0,-,1,0,1,1,2,0,0,2,9
AJ Price,MIN,MIN vs. NYK,03/05/2014,2013-14,L,1,0,0,1,0.0,0,0,-,0,0,-,0,0,0,1,0,0,0,0,-2
Cole Aldrich,NYK,NYK @ MIN,03/05/2014,2013-14,W,6,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,1,0,1,-3
Pablo Prigioni,NYK,NYK @ MIN,03/05/2014,2013-14,W,16,3,1,2,50.0,1,1,100,0,0,-,1,1,2,4,1,0,1,2,-11
Samuel Dalembert,DAL,DAL @ DEN,03/05/2014,2013-14,L,10,0,0,3,0.0,0,0,-,0,0,-,0,1,1,1,0,0,0,0,-18
DeJuan Blair,DAL,DAL @ DEN,03/05/2014,2013-14,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-6
Bernard James,DAL,DAL @ DEN,03/05/2014,2013-14,L,10,0,0,1,0.0,0,0,-,0,0,-,0,4,4,0,1,0,1,5,7
Shane Larkin,DAL,DAL @ DEN,03/05/2014,2013-14,L,5,2,1,1,100,0,0,-,0,0,-,0,0,0,1,0,0,0,1,8
Timofey Mozgov,DEN,DEN vs. DAL,03/05/2014,2013-14,W,21,3,0,5,0.0,0,0,-,3,4,75.0,6,4,10,1,0,1,1,1,3
Anthony Randolph,DEN,DEN vs. DAL,03/05/2014,2013-14,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-4
Brandan Wright,DAL,DAL @ DEN,03/05/2014,2013-14,L,25,18,9,13,69.2,0,0,-,0,0,-,2,1,3,0,1,2,1,2,12
Vince Carter,DAL,DAL @ DEN,03/05/2014,2013-14,L,21,17,5,12,41.7,3,7,42.9,4,4,100,0,1,1,0,1,0,1,4,5
Jae Crowder,DAL,DAL @ DEN,03/05/2014,2013-14,L,16,8,2,2,100,2,2,100,2,2,100,1,3,4,1,0,1,2,1,1
Evan Fournier,DEN,DEN vs. DAL,03/05/2014,2013-14,W,15,9,3,5,60.0,2,2,100,1,2,50.0,0,0,0,2,1,0,1,3,4
JJ Hickson,DEN,DEN vs. DAL,03/05/2014,2013-14,W,26,16,8,10,80.0,0,0,-,0,1,0.0,1,4,5,3,0,5,0,1,9
Quincy Miller,DEN,DEN vs. DAL,03/05/2014,2013-14,W,8,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,1,1,-11
Kenneth Faried,DEN,DEN vs. DAL,03/05/2014,2013-14,W,32,16,5,10,50.0,0,0,-,6,6,100,3,5,8,4,0,0,2,1,4
Wilson Chandler,DEN,DEN vs. DAL,03/05/2014,2013-14,W,32,21,6,17,35.3,3,7,42.9,6,8,75.0,2,3,5,1,2,0,2,3,14
Shawn Marion,DAL,DAL @ DEN,03/05/2014,2013-14,L,29,15,7,12,58.3,1,2,50.0,0,0,-,3,3,6,0,0,0,1,1,-15
Dirk Nowitzki,DAL,DAL @ DEN,03/05/2014,2013-14,L,34,27,13,20,65.0,1,2,50.0,0,0,-,0,7,7,0,0,0,1,4,-7
Monta Ellis,DAL,DAL @ DEN,03/05/2014,2013-14,L,39,16,7,13,53.8,1,1,100,1,1,100,0,1,1,4,1,1,3,5,-6
Ty Lawson,DEN,DEN vs. DAL,03/05/2014,2013-14,W,35,20,5,12,41.7,2,5,40.0,8,9,88.9,2,4,6,7,2,0,2,1,-8
Devin Harris,DAL,DAL @ DEN,03/05/2014,2013-14,L,18,2,0,5,0.0,0,2,0.0,2,2,100,1,3,4,11,1,0,1,2,5
Aaron Brooks,DEN,DEN vs. DAL,03/05/2014,2013-14,W,17,4,2,6,33.3,0,2,0.0,0,0,-,0,2,2,4,4,0,0,1,7
Jose Calderon,DAL,DAL @ DEN,03/05/2014,2013-14,L,31,5,2,5,40.0,1,4,25.0,0,0,-,1,1,2,6,1,0,4,1,-11
Randy Foye,DEN,DEN vs. DAL,03/05/2014,2013-14,W,38,16,5,9,55.6,4,8,50.0,2,2,100,1,2,3,4,2,0,4,3,-5
Darrell Arthur,DEN,DEN vs. DAL,03/05/2014,2013-14,W,14,10,3,5,60.0,0,0,-,4,4,100,1,3,4,1,1,0,1,1,12
Brandon Knight,MIL,MIL vs. SAC,03/05/2014,2013-14,L,33,25,7,13,53.8,2,4,50.0,9,10,90.0,1,4,5,6,0,0,1,0,-11
O.J. Mayo,MIL,MIL vs. SAC,03/05/2014,2013-14,L,20,8,3,9,33.3,0,2,0.0,2,2,100,0,3,3,1,0,0,1,1,2
Khris Middleton,MIL,MIL vs. SAC,03/05/2014,2013-14,L,29,11,4,14,28.6,2,4,50.0,1,2,50.0,0,4,4,1,2,1,0,3,-22
Miroslav Raduljica,MIL,MIL vs. SAC,03/05/2014,2013-14,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,2,0,0,0,0,6
Ben McLemore,SAC,SAC @ MIL,03/05/2014,2013-14,W,26,4,2,5,40.0,0,0,-,0,0,-,0,2,2,1,0,1,0,1,-3
Jeff Adrien,MIL,MIL vs. SAC,03/05/2014,2013-14,L,22,15,6,9,66.7,0,0,-,3,3,100,1,4,5,1,1,0,0,4,2
Ray McCallum,SAC,SAC @ MIL,03/05/2014,2013-14,W,31,15,7,10,70.0,1,2,50.0,0,0,-,1,3,4,1,0,0,0,1,4
Derrick Williams,SAC,SAC @ MIL,03/05/2014,2013-14,W,13,2,1,3,33.3,0,0,-,0,1,0.0,0,1,1,1,0,0,0,0,9
John Henson,MIL,MIL vs. SAC,03/05/2014,2013-14,L,24,6,2,6,33.3,0,0,-,2,4,50.0,5,2,7,1,0,0,0,3,-6
Isaiah Thomas,SAC,SAC @ MIL,03/05/2014,2013-14,W,33,25,9,16,56.3,3,6,50.0,4,4,100,0,3,3,6,4,0,2,3,20
Orlando Johnson,SAC,SAC @ MIL,03/05/2014,2013-14,W,7,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,1,0,1,-1
Jason Thompson,SAC,SAC @ MIL,03/05/2014,2013-14,W,24,8,4,9,44.4,0,0,-,0,0,-,6,7,13,0,0,1,0,2,2
Giannis Antetokounmpo,MIL,MIL vs. SAC,03/05/2014,2013-14,L,18,5,2,5,40.0,1,3,33.3,0,0,-,0,1,1,3,0,1,0,4,-2
Zaza Pachulia,MIL,MIL vs. SAC,03/05/2014,2013-14,L,16,4,2,5,40.0,0,0,-,0,0,-,0,1,1,3,0,0,3,4,-15
Tony Mitchell,MIL,MIL vs. SAC,03/05/2014,2013-14,L,3,2,1,2,50.0,0,0,-,0,0,-,1,0,1,0,0,0,0,0,6
Quincy Acy,SAC,SAC @ MIL,03/05/2014,2013-14,W,13,6,2,5,40.0,0,1,0.0,2,2,100,1,0,1,0,0,0,0,2,-3
Rudy Gay,SAC,SAC @ MIL,03/05/2014,2013-14,W,35,22,8,16,50.0,0,5,0.0,6,6,100,1,6,7,6,2,0,5,3,13
Nate Wolters,MIL,MIL vs. SAC,03/05/2014,2013-14,L,24,8,4,6,66.7,0,0,-,0,0,-,0,2,2,2,0,0,1,0,-4
Reggie Evans,SAC,SAC @ MIL,03/05/2014,2013-14,W,27,13,3,4,75.0,0,0,-,7,10,70.0,1,4,5,1,0,0,0,5,12
Ramon Sessions,MIL,MIL vs. SAC,03/05/2014,2013-14,L,17,9,2,5,40.0,1,2,50.0,4,4,100,1,2,3,3,0,0,2,1,-11
Ersan Ilyasova,MIL,MIL vs. SAC,03/05/2014,2013-14,L,30,9,3,8,37.5,0,2,0.0,3,4,75.0,2,3,5,2,0,0,0,4,-15
DeMarcus Cousins,SAC,SAC @ MIL,03/05/2014,2013-14,W,31,21,7,14,50.0,0,0,-,7,9,77.8,2,8,10,5,1,0,2,5,17
Wesley Matthews,POR,POR vs. ATL,03/05/2014,2013-14,W,29,10,3,8,37.5,2,4,50.0,2,2,100,1,0,1,1,1,0,0,2,24
Mike Scott,ATL,ATL @ POR,03/05/2014,2013-14,L,29,4,2,6,33.3,0,1,0.0,0,0,-,1,2,3,2,0,0,3,3,0
Cartier Martin,ATL,ATL @ POR,03/05/2014,2013-14,L,24,16,7,14,50.0,1,5,20.0,1,2,50.0,3,3,6,0,3,0,0,1,-9
Shelvin Mack,ATL,ATL @ POR,03/05/2014,2013-14,L,30,5,2,11,18.2,0,3,0.0,1,1,100,1,4,5,7,0,0,0,0,-7
Mike Muscala,ATL,ATL @ POR,03/05/2014,2013-14,L,15,4,2,6,33.3,0,0,-,0,0,-,2,2,4,0,1,1,0,4,-10
Jeff Teague,ATL,ATL @ POR,03/05/2014,2013-14,L,25,10,4,12,33.3,0,1,0.0,2,2,100,0,2,2,3,0,0,1,0,-18
LaMarcus Aldridge,POR,POR vs. ATL,03/05/2014,2013-14,W,29,10,1,13,7.7,0,0,-,8,8,100,2,4,6,1,0,2,2,2,21
Lou Williams,ATL,ATL @ POR,03/05/2014,2013-14,L,5,4,0,1,0.0,0,1,0.0,4,4,100,0,0,0,0,0,0,0,1,-10
Kyle Korver,ATL,ATL @ POR,03/05/2014,2013-14,L,28,5,1,9,11.1,0,5,0.0,3,3,100,0,2,2,3,0,1,0,1,-18
Robin Lopez,POR,POR vs. ATL,03/05/2014,2013-14,W,24,12,4,5,80.0,0,0,-,4,4,100,2,3,5,0,1,0,2,2,13
Dorell Wright,POR,POR vs. ATL,03/05/2014,2013-14,W,16,5,1,4,25.0,1,3,33.3,2,3,66.7,0,4,4,1,0,0,0,0,8
DeMarre Carroll,ATL,ATL @ POR,03/05/2014,2013-14,L,26,9,3,11,27.3,1,5,20.0,2,2,100,1,5,6,2,0,0,0,1,-21
Nicolas Batum,POR,POR vs. ATL,03/05/2014,2013-14,W,29,14,5,9,55.6,3,5,60.0,1,2,50.0,1,17,18,1,0,0,4,1,22
Damian Lillard,POR,POR vs. ATL,03/05/2014,2013-14,W,25,12,4,9,44.4,2,5,40.0,2,2,100,0,4,4,7,1,0,1,2,18
Elton Brand,ATL,ATL @ POR,03/05/2014,2013-14,L,20,6,3,6,50.0,0,0,-,0,0,-,0,3,3,0,0,0,0,3,-13
CJ McCollum,POR,POR vs. ATL,03/05/2014,2013-14,W,21,9,4,9,44.4,1,5,20.0,0,0,-,0,3,3,3,0,0,1,2,3
Meyers Leonard,POR,POR vs. ATL,03/05/2014,2013-14,W,17,4,2,3,66.7,0,0,-,0,0,-,1,6,7,4,1,0,2,2,3
Dennis Schroder,ATL,ATL @ POR,03/05/2014,2013-14,L,23,5,2,7,28.6,0,2,0.0,1,3,33.3,0,2,2,3,0,0,1,1,-11
Will Barton,POR,POR vs. ATL,03/05/2014,2013-14,W,12,9,4,7,57.1,1,2,50.0,0,0,-,0,0,0,0,0,0,1,3,0
Allen Crabbe,POR,POR vs. ATL,03/05/2014,2013-14,W,6,2,1,2,50.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,-3
Mo Williams,POR,POR vs. ATL,03/05/2014,2013-14,W,25,15,6,9,66.7,3,3,100,0,0,-,0,4,4,5,0,0,2,4,14
Victor Claver,POR,POR vs. ATL,03/05/2014,2013-14,W,6,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,1,0,-3
Pero Antic,ATL,ATL @ POR,03/05/2014,2013-14,L,16,10,3,5,60.0,2,4,50.0,2,2,100,0,4,4,0,0,0,3,2,-3
Joakim Noah,CHI,CHI @ DET,03/05/2014,2013-14,W,35,10,5,7,71.4,0,0,-,0,1,0.0,1,10,11,11,0,2,2,3,21
D.J. Augustin,CHI,CHI @ DET,03/05/2014,2013-14,W,31,26,7,14,50.0,2,5,40.0,10,10,100,0,1,1,6,0,0,1,3,12
Josh Smith,DET,DET vs. CHI,03/05/2014,2013-14,L,41,15,6,21,28.6,1,3,33.3,2,2,100,1,8,9,5,2,6,1,3,-1
Brandon Jennings,DET,DET vs. CHI,03/05/2014,2013-14,L,32,9,4,7,57.1,1,1,100,0,1,0.0,0,2,2,9,1,0,1,3,8
Will Bynum,DET,DET vs. CHI,03/05/2014,2013-14,L,16,4,1,11,9.1,0,1,0.0,2,2,100,0,0,0,2,0,0,1,1,-19
Kirk Hinrich,CHI,CHI @ DET,03/05/2014,2013-14,W,22,10,4,8,50.0,2,5,40.0,0,0,-,0,3,3,2,1,0,0,0,8
Nazr Mohammed,CHI,CHI @ DET,03/05/2014,2013-14,W,6,2,1,2,50.0,0,0,-,0,0,-,1,1,2,0,0,0,1,1,-1
Kentavious Caldwell-Pope,DET,DET vs. CHI,03/05/2014,2013-14,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-9
Kyle Singler,DET,DET vs. CHI,03/05/2014,2013-14,L,36,16,5,11,45.5,0,5,0.0,6,7,85.7,0,6,6,1,0,0,1,1,0
Carlos Boozer,CHI,CHI @ DET,03/05/2014,2013-14,W,24,10,5,10,50.0,0,0,-,0,0,-,1,4,5,1,0,0,1,1,-10
Jimmy Butler,CHI,CHI @ DET,03/05/2014,2013-14,W,46,18,7,15,46.7,0,3,0.0,4,6,66.7,3,9,12,4,3,0,3,2,9
Rodney Stuckey,DET,DET vs. CHI,03/05/2014,2013-14,L,29,8,4,9,44.4,0,1,0.0,0,0,-,0,1,1,2,0,0,2,0,-13
Tony Snell,CHI,CHI @ DET,03/05/2014,2013-14,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Mike Dunleavy,CHI,CHI @ DET,03/05/2014,2013-14,W,43,7,3,8,37.5,1,6,16.7,0,0,-,0,4,4,2,0,2,2,4,2
Taj Gibson,CHI,CHI @ DET,03/05/2014,2013-14,W,31,22,11,16,68.8,0,0,-,0,0,-,2,3,5,0,1,0,3,2,12
Greg Monroe,DET,DET vs. CHI,03/05/2014,2013-14,L,44,27,12,20,60.0,0,0,-,3,4,75.0,2,5,7,5,2,0,1,1,-5
Andre Drummond,DET,DET vs. CHI,03/05/2014,2013-14,L,38,15,7,8,87.5,0,0,-,1,1,100,5,2,7,1,0,0,0,2,-16
Jordan Hamilton,HOU,HOU @ ORL,03/05/2014,2013-14,W,18,3,1,4,25.0,1,3,33.3,0,0,-,1,3,4,0,1,1,1,1,0
Doron Lamb,ORL,ORL vs. HOU,03/05/2014,2013-14,L,15,0,0,4,0.0,0,0,-,0,0,-,0,2,2,3,0,0,0,1,-7
Omri Casspi,HOU,HOU @ ORL,03/05/2014,2013-14,W,2,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-2
Andrew Nicholson,ORL,ORL vs. HOU,03/05/2014,2013-14,L,15,2,1,5,20.0,0,2,0.0,0,0,-,0,1,1,0,2,0,1,2,-7
Tobias Harris,ORL,ORL vs. HOU,03/05/2014,2013-14,L,31,10,3,12,25.0,0,0,-,4,4,100,2,3,5,2,1,2,1,2,-7
E'Twaun Moore,ORL,ORL vs. HOU,03/05/2014,2013-14,L,26,9,3,6,50.0,1,2,50.0,2,2,100,0,2,2,2,1,0,0,2,-16
Omer Asik,HOU,HOU @ ORL,03/05/2014,2013-14,W,16,2,0,1,0.0,0,0,-,2,2,100,0,8,8,0,0,1,0,1,7
Jeremy Lin,HOU,HOU @ ORL,03/05/2014,2013-14,W,15,2,1,4,25.0,0,0,-,0,2,0.0,1,1,2,3,0,0,2,1,5
Chandler Parsons,HOU,HOU @ ORL,03/05/2014,2013-14,W,41,19,8,20,40.0,2,6,33.3,1,3,33.3,2,4,6,7,1,0,2,2,9
Nikola Vucevic,ORL,ORL vs. HOU,03/05/2014,2013-14,L,32,15,7,9,77.8,0,0,-,1,2,50.0,3,7,10,4,1,0,2,5,-7
Dwight Howard,HOU,HOU @ ORL,03/05/2014,2013-14,W,31,19,8,12,66.7,0,0,-,3,6,50.0,6,7,13,1,2,0,6,2,7
Adonis Thomas,ORL,ORL vs. HOU,03/05/2014,2013-14,L,9,2,1,2,50.0,0,1,0.0,0,0,-,0,1,1,1,0,0,0,1,9
Isaiah Canaan,HOU,HOU @ ORL,03/05/2014,2013-14,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,-2
Donatas Motiejunas,HOU,HOU @ ORL,03/05/2014,2013-14,W,10,4,2,3,66.7,0,0,-,0,0,-,0,2,2,1,1,0,3,1,-4
Arron Afflalo,ORL,ORL vs. HOU,03/05/2014,2013-14,L,31,18,8,16,50.0,0,4,0.0,2,2,100,0,2,2,4,1,0,4,4,-5
Patrick Beverley,HOU,HOU @ ORL,03/05/2014,2013-14,W,32,4,1,8,12.5,0,4,0.0,2,2,100,0,0,0,1,2,0,0,5,9
Terrence Jones,HOU,HOU @ ORL,03/05/2014,2013-14,W,38,17,8,10,80.0,1,1,100,0,2,0.0,3,8,11,1,1,2,4,0,16
Troy Daniels,HOU,HOU @ ORL,03/05/2014,2013-14,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2
James Harden,HOU,HOU @ ORL,03/05/2014,2013-14,W,36,31,11,19,57.9,2,7,28.6,7,7,100,1,2,3,6,0,0,3,2,17
Dewayne Dedmon,ORL,ORL vs. HOU,03/05/2014,2013-14,L,2,2,1,1,100,0,0,-,0,0,-,1,0,1,0,0,0,1,1,2
Ronnie Price,ORL,ORL vs. HOU,03/05/2014,2013-14,L,25,8,4,6,66.7,0,2,0.0,0,0,-,0,0,0,5,2,0,6,3,4
Kyle O'Quinn,ORL,ORL vs. HOU,03/05/2014,2013-14,L,16,8,4,13,30.8,0,0,-,0,0,-,2,6,8,1,1,3,1,4,-5
Maurice Harkless,ORL,ORL vs. HOU,03/05/2014,2013-14,L,37,15,6,10,60.0,2,3,66.7,1,2,50.0,1,1,2,1,5,1,1,1,-21
Andrew Bogut,GSW,GSW @ BOS,03/05/2014,2013-14,W,24,4,2,4,50.0,0,0,-,0,0,-,4,4,8,4,1,4,1,4,26
Jermaine O'Neal,GSW,GSW @ BOS,03/05/2014,2013-14,W,12,7,3,6,50.0,0,0,-,1,1,100,0,4,4,0,1,1,0,1,6
Marreese Speights,GSW,GSW @ BOS,03/05/2014,2013-14,W,12,7,1,4,25.0,0,1,0.0,5,5,100,2,3,5,1,0,0,3,1,-10
Jared Sullinger,BOS,BOS vs. GSW,03/05/2014,2013-14,L,26,11,1,7,14.3,0,3,0.0,9,10,90.0,1,3,4,0,1,0,3,4,-13
Brandon Bass,BOS,BOS vs. GSW,03/05/2014,2013-14,L,24,11,4,5,80.0,0,0,-,3,3,100,3,5,8,1,0,0,1,0,-23
Draymond Green,GSW,GSW @ BOS,03/05/2014,2013-14,W,23,7,3,7,42.9,0,2,0.0,1,2,50.0,1,4,5,4,2,1,3,4,-7
Chris Johnson,BOS,BOS vs. GSW,03/05/2014,2013-14,L,26,5,2,8,25.0,1,4,25.0,0,0,-,1,1,2,1,1,0,1,0,6
Andre Iguodala,GSW,GSW @ BOS,03/05/2014,2013-14,W,23,11,5,9,55.6,1,1,100,0,0,-,1,3,4,1,1,0,1,2,26
Stephen Curry,GSW,GSW @ BOS,03/05/2014,2013-14,W,22,14,6,10,60.0,1,4,25.0,1,1,100,0,3,3,4,1,0,0,3,28
Phil Pressey,BOS,BOS vs. GSW,03/05/2014,2013-14,L,11,7,3,4,75.0,1,2,50.0,0,0,-,0,1,1,5,1,0,2,0,2
Jeff Green,BOS,BOS vs. GSW,03/05/2014,2013-14,L,24,4,2,7,28.6,0,1,0.0,0,0,-,1,2,3,2,0,2,2,1,-24
Steve Blake,GSW,GSW @ BOS,03/05/2014,2013-14,W,27,4,2,6,33.3,0,4,0.0,0,0,-,0,2,2,6,0,0,0,1,-6
Rajon Rondo,BOS,BOS vs. GSW,03/05/2014,2013-14,L,37,14,6,14,42.9,1,5,20.0,1,4,25.0,0,5,5,7,1,1,7,3,-22
Jordan Crawford,GSW,GSW @ BOS,03/05/2014,2013-14,W,19,15,7,12,58.3,1,5,20.0,0,0,-,1,0,1,1,0,0,2,2,-10
David Lee,GSW,GSW @ BOS,03/05/2014,2013-14,W,25,18,9,17,52.9,0,0,-,0,0,-,5,5,10,3,2,0,1,3,27
Jerryd Bayless,BOS,BOS vs. GSW,03/05/2014,2013-14,L,22,10,3,8,37.5,0,1,0.0,4,5,80.0,1,2,3,0,0,0,1,2,-26
Chris Babb,BOS,BOS vs. GSW,03/05/2014,2013-14,L,24,5,2,5,40.0,1,4,25.0,0,0,-,1,4,5,0,0,0,0,0,4
Joel Anthony,BOS,BOS vs. GSW,03/05/2014,2013-14,L,4,0,0,1,0.0,0,0,-,0,0,-,1,0,1,0,0,0,0,2,6
Harrison Barnes,GSW,GSW @ BOS,03/05/2014,2013-14,W,25,3,1,8,12.5,1,3,33.3,0,0,-,1,1,2,0,2,0,0,2,-6
Klay Thompson,GSW,GSW @ BOS,03/05/2014,2013-14,W,28,18,7,15,46.7,1,8,12.5,3,3,100,0,1,1,4,3,0,0,1,26
Kelly Olynyk,BOS,BOS vs. GSW,03/05/2014,2013-14,L,27,19,6,12,50.0,3,6,50.0,4,4,100,2,3,5,3,0,1,2,4,2
Kris Humphries,BOS,BOS vs. GSW,03/05/2014,2013-14,L,16,2,1,5,20.0,0,0,-,0,0,-,0,3,3,0,0,1,3,0,-12
Jason Collins,BKN,BKN vs. MEM,03/05/2014,2013-14,W,17,0,0,0,-,0,0,-,0,0,-,1,0,1,1,1,0,1,2,-7
Joe Johnson,BKN,BKN vs. MEM,03/05/2014,2013-14,W,34,21,8,13,61.5,5,7,71.4,0,0,-,0,2,2,4,1,0,1,4,30
Marc Gasol,MEM,MEM @ BKN,03/05/2014,2013-14,L,28,18,7,14,50.0,0,0,-,4,5,80.0,3,4,7,1,2,1,2,2,-25
Mason Plumlee,BKN,BKN vs. MEM,03/05/2014,2013-14,W,15,4,2,5,40.0,0,0,-,0,0,-,1,5,6,1,1,0,2,4,14
James Johnson,MEM,MEM @ BKN,03/05/2014,2013-14,L,14,12,3,7,42.9,2,3,66.7,4,4,100,1,0,1,1,0,0,1,0,4
Marquis Teague,BKN,BKN vs. MEM,03/05/2014,2013-14,W,7,2,1,2,50.0,0,0,-,0,0,-,0,0,0,1,0,0,1,2,-12
Mike Miller,MEM,MEM @ BKN,03/05/2014,2013-14,L,15,0,0,4,0.0,0,1,0.0,0,0,-,0,3,3,3,0,0,1,0,9
Kosta Koufos,MEM,MEM @ BKN,03/05/2014,2013-14,L,19,12,6,9,66.7,0,0,-,0,2,0.0,4,4,8,0,2,1,1,4,20
Nick Calathes,MEM,MEM @ BKN,03/05/2014,2013-14,L,30,10,4,8,50.0,0,1,0.0,2,2,100,2,3,5,5,4,0,1,1,18
Shaun Livingston,BKN,BKN vs. MEM,03/05/2014,2013-14,W,23,2,1,2,50.0,0,0,-,0,0,-,0,5,5,3,1,1,2,2,19
Tony Allen,MEM,MEM @ BKN,03/05/2014,2013-14,L,21,15,5,9,55.6,1,2,50.0,4,6,66.7,4,2,6,2,0,0,4,3,1
Beno Udrih,MEM,MEM @ BKN,03/05/2014,2013-14,L,10,2,1,1,100,0,0,-,0,0,-,0,1,1,2,1,0,2,1,14
Tayshaun Prince,MEM,MEM @ BKN,03/05/2014,2013-14,L,17,0,0,0,-,0,0,-,0,0,-,0,1,1,1,0,0,0,0,-31
Jon Leuer,MEM,MEM @ BKN,03/05/2014,2013-14,L,26,19,6,10,60.0,3,4,75.0,4,4,100,1,4,5,0,1,0,2,1,13
Ed Davis,MEM,MEM @ BKN,03/05/2014,2013-14,L,13,0,0,2,0.0,0,0,-,0,0,-,0,1,1,0,0,1,1,1,-7
