Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Shabazz Muhammad,MIN,MIN vs. NOP,04/13/2016,2015-16,W,23,28,12,16,75.0,1,3,33.3,3,3,100,0,0,0,3,1,0,1,1,20
Adreian Payne,MIN,MIN vs. NOP,04/13/2016,2015-16,W,6,2,1,2,50.0,0,0,-,0,0,-,0,1,1,1,0,0,1,1,-4
Karl-Anthony Towns,MIN,MIN vs. NOP,04/13/2016,2015-16,W,32,28,12,17,70.6,2,5,40.0,2,2,100,0,14,14,3,1,2,3,3,24
Kendrick Perkins,NOP,NOP @ MIN,04/13/2016,2015-16,L,20,6,2,7,28.6,0,0,-,2,2,100,1,4,5,3,0,0,6,1,-31
Jordan Hamilton,NOP,NOP @ MIN,04/13/2016,2015-16,L,35,6,2,10,20.0,1,6,16.7,1,2,50.0,1,6,7,5,0,0,1,1,-44
Shayne Whittington,IND,IND @ MIL,04/13/2016,2015-16,W,24,7,3,7,42.9,0,1,0.0,1,2,50.0,4,4,8,0,0,0,3,2,0
Jordan Hill,IND,IND @ MIL,04/13/2016,2015-16,W,30,2,1,9,11.1,0,0,-,0,0,-,3,8,11,3,0,1,1,1,1
Rakeem Christmas,IND,IND @ MIL,04/13/2016,2015-16,W,6,4,2,2,100,0,0,-,0,0,-,1,0,1,0,0,0,0,1,-10
Joe Young,IND,IND @ MIL,04/13/2016,2015-16,W,23,7,3,13,23.1,1,5,20.0,0,0,-,0,4,4,7,1,0,3,0,3
Lavoy Allen,IND,IND @ MIL,04/13/2016,2015-16,W,25,14,7,12,58.3,0,0,-,0,0,-,3,3,6,0,0,0,0,4,18
Johnny O'Bryant III,MIL,MIL vs. IND,04/13/2016,2015-16,L,16,8,4,7,57.1,0,0,-,0,0,-,0,6,6,0,0,0,0,0,2
John Henson,MIL,MIL vs. IND,04/13/2016,2015-16,L,22,7,3,9,33.3,0,1,0.0,1,2,50.0,1,3,4,1,0,1,3,2,-5
Greg Monroe,MIL,MIL vs. IND,04/13/2016,2015-16,L,13,7,2,3,66.7,0,0,-,3,3,100,0,2,2,1,1,0,1,0,-8
Solomon Hill,IND,IND @ MIL,04/13/2016,2015-16,W,33,25,8,15,53.3,7,11,63.6,2,2,100,0,6,6,3,4,0,2,2,7
Ty Lawson,IND,IND @ MIL,04/13/2016,2015-16,W,26,8,3,7,42.9,1,2,50.0,1,2,50.0,0,1,1,6,0,0,3,0,3
Khris Middleton,MIL,MIL vs. IND,04/13/2016,2015-16,L,8,0,0,3,0.0,0,1,0.0,0,0,-,0,0,0,2,0,0,0,1,-10
Tyler Ennis,MIL,MIL vs. IND,04/13/2016,2015-16,L,29,5,2,3,66.7,1,1,100,0,0,-,0,2,2,5,3,0,3,2,13
Myles Turner,IND,IND @ MIL,04/13/2016,2015-16,W,22,4,2,5,40.0,0,0,-,0,0,-,1,4,5,1,2,2,2,4,-1
Rodney Stuckey,IND,IND @ MIL,04/13/2016,2015-16,W,23,12,4,8,50.0,0,2,0.0,4,4,100,0,4,4,6,0,0,2,0,1
Rashad Vaughn,MIL,MIL vs. IND,04/13/2016,2015-16,L,36,10,4,14,28.6,2,8,25.0,0,0,-,1,3,4,2,1,1,1,3,7
Miles Plumlee,MIL,MIL vs. IND,04/13/2016,2015-16,L,20,6,3,7,42.9,0,0,-,0,0,-,1,3,4,1,0,0,0,1,-4
Glenn Robinson III,IND,IND @ MIL,04/13/2016,2015-16,W,28,14,6,12,50.0,2,3,66.7,0,0,-,0,2,2,2,1,0,1,0,3
Jabari Parker,MIL,MIL vs. IND,04/13/2016,2015-16,L,25,17,7,17,41.2,0,1,0.0,3,4,75.0,2,5,7,1,1,0,0,1,-9
Greivis Vasquez,MIL,MIL vs. IND,04/13/2016,2015-16,L,22,3,1,5,20.0,1,4,25.0,0,0,-,0,1,1,4,1,0,1,2,-8
Giannis Antetokounmpo,MIL,MIL vs. IND,04/13/2016,2015-16,L,29,19,7,14,50.0,1,5,20.0,4,4,100,2,7,9,5,0,1,4,2,-1
Damien Inglis,MIL,MIL vs. IND,04/13/2016,2015-16,L,20,10,4,5,80.0,2,2,100,0,0,-,0,4,4,1,1,0,2,1,-2
Dwight Powell,DAL,DAL vs. SAS,04/13/2016,2015-16,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,1,0,0,0,-3
Patty Mills,SAS,SAS @ DAL,04/13/2016,2015-16,W,20,3,1,4,25.0,1,3,33.3,0,0,-,0,0,0,1,0,0,3,2,-12
Andre Miller,SAS,SAS @ DAL,04/13/2016,2015-16,W,28,8,3,7,42.9,0,1,0.0,2,2,100,1,5,6,5,0,0,2,1,18
Deron Williams,DAL,DAL vs. SAS,04/13/2016,2015-16,L,37,13,4,13,30.8,2,7,28.6,3,3,100,0,2,2,7,0,0,3,3,-15
Jonathon Simmons,SAS,SAS @ DAL,04/13/2016,2015-16,W,31,19,7,14,50.0,0,3,0.0,5,9,55.6,1,6,7,2,2,0,2,2,-9
Wesley Matthews,DAL,DAL vs. SAS,04/13/2016,2015-16,L,40,11,4,14,28.6,3,11,27.3,0,0,-,1,3,4,3,3,1,1,2,9
Kyle Anderson,SAS,SAS @ DAL,04/13/2016,2015-16,W,30,15,6,10,60.0,1,1,100,2,3,66.7,1,9,10,4,5,0,0,2,17
David Lee,DAL,DAL vs. SAS,04/13/2016,2015-16,L,7,2,1,2,50.0,0,0,-,0,0,-,0,4,4,0,0,0,0,0,10
Boban Marjanovic,SAS,SAS @ DAL,04/13/2016,2015-16,W,37,22,7,9,77.8,0,0,-,8,8,100,3,9,12,1,0,2,1,3,2
Kevin Martin,SAS,SAS @ DAL,04/13/2016,2015-16,W,24,7,2,9,22.2,0,5,0.0,3,3,100,1,1,2,0,0,0,1,2,-19
Zaza Pachulia,DAL,DAL vs. SAS,04/13/2016,2015-16,L,30,8,3,4,75.0,0,0,-,2,2,100,5,7,12,2,0,0,3,5,-14
Dirk Nowitzki,DAL,DAL vs. SAS,04/13/2016,2015-16,L,34,19,5,17,29.4,1,7,14.3,8,10,80.0,3,4,7,1,1,0,1,2,-3
Boris Diaw,SAS,SAS @ DAL,04/13/2016,2015-16,W,20,4,2,4,50.0,0,1,0.0,0,0,-,1,1,2,7,0,0,5,3,-3
Justin Anderson,DAL,DAL vs. SAS,04/13/2016,2015-16,L,30,7,2,5,40.0,1,3,33.3,2,2,100,0,5,5,4,1,1,0,4,-12
Danny Green,SAS,SAS @ DAL,04/13/2016,2015-16,W,27,12,5,11,45.5,2,5,40.0,0,1,0.0,0,2,2,3,1,0,0,2,21
Matt Bonner,SAS,SAS @ DAL,04/13/2016,2015-16,W,23,6,2,6,33.3,2,4,50.0,0,0,-,0,1,1,1,0,1,0,2,10
Charlie Villanueva,DAL,DAL vs. SAS,04/13/2016,2015-16,L,15,9,3,5,60.0,3,5,60.0,0,0,-,0,2,2,0,1,0,1,2,-4
Raymond Felton,DAL,DAL vs. SAS,04/13/2016,2015-16,L,33,22,9,16,56.3,2,6,33.3,2,2,100,1,3,4,2,1,0,3,2,4
Salah Mejri,DAL,DAL vs. SAS,04/13/2016,2015-16,L,11,0,0,1,0.0,0,0,-,0,2,0.0,1,0,1,1,0,0,0,3,3
Will Barton,DEN,DEN @ POR,04/13/2016,2015-16,L,25,8,3,8,37.5,1,5,20.0,1,1,100,1,2,3,2,0,0,0,0,3
Ed Davis,POR,POR vs. DEN,04/13/2016,2015-16,W,24,9,4,7,57.1,0,0,-,1,4,25.0,4,5,9,2,1,0,3,3,1
Gary Harris,DEN,DEN @ POR,04/13/2016,2015-16,L,37,16,6,15,40.0,2,5,40.0,2,2,100,1,3,4,1,0,0,3,1,3
CJ McCollum,POR,POR vs. DEN,04/13/2016,2015-16,W,27,17,8,17,47.1,1,6,16.7,0,0,-,0,3,3,5,1,1,1,0,9
Emmanuel Mudiay,DEN,DEN @ POR,04/13/2016,2015-16,L,37,25,11,23,47.8,1,4,25.0,2,2,100,0,4,4,6,0,0,4,1,-1
Pat Connaughton,POR,POR vs. DEN,04/13/2016,2015-16,W,29,3,1,6,16.7,1,4,25.0,0,0,-,3,5,8,1,0,0,1,2,7
Allen Crabbe,POR,POR vs. DEN,04/13/2016,2015-16,W,25,16,4,7,57.1,2,3,66.7,6,7,85.7,1,2,3,2,1,0,0,0,15
Mike Miller,DEN,DEN @ POR,04/13/2016,2015-16,L,18,5,2,6,33.3,1,4,25.0,0,0,-,0,4,4,3,2,0,0,2,-9
Kenneth Faried,DEN,DEN @ POR,04/13/2016,2015-16,L,19,12,4,9,44.4,1,1,100,3,5,60.0,5,3,8,0,1,2,2,3,-1
Axel Toupane,DEN,DEN @ POR,04/13/2016,2015-16,L,6,0,0,2,0.0,0,2,0.0,0,0,-,0,1,1,0,0,0,0,1,-13
Damian Lillard,POR,POR vs. DEN,04/13/2016,2015-16,W,24,21,8,17,47.1,3,8,37.5,2,2,100,0,3,3,5,2,0,2,1,0
Jusuf Nurkic,DEN,DEN @ POR,04/13/2016,2015-16,L,39,11,5,13,38.5,0,0,-,1,4,25.0,6,8,14,4,5,3,8,5,-18
Nikola Jokic,DEN,DEN @ POR,04/13/2016,2015-16,L,35,18,7,10,70.0,1,2,50.0,3,3,100,6,7,13,5,0,0,2,3,4
JaKarr Sampson,DEN,DEN @ POR,04/13/2016,2015-16,L,9,0,0,2,0.0,0,0,-,0,0,-,1,0,1,0,1,0,0,1,1
Maurice Harkless,POR,POR vs. DEN,04/13/2016,2015-16,W,18,3,1,5,20.0,1,2,50.0,0,0,-,1,0,1,1,1,2,0,3,2
Luis Montero,POR,POR vs. DEN,04/13/2016,2015-16,W,9,0,0,3,0.0,0,2,0.0,0,0,-,0,1,1,0,0,0,1,0,-10
Mason Plumlee,POR,POR vs. DEN,04/13/2016,2015-16,W,24,8,2,4,50.0,0,0,-,4,4,100,2,6,8,1,2,2,4,0,7
D.J. Augustin,DEN,DEN @ POR,04/13/2016,2015-16,L,15,4,2,6,33.3,0,2,0.0,0,1,0.0,0,1,1,3,1,1,1,2,-9
Brian Roberts,POR,POR vs. DEN,04/13/2016,2015-16,W,17,14,6,9,66.7,1,3,33.3,1,1,100,0,1,1,1,1,0,0,3,1
Noah Vonleh,POR,POR vs. DEN,04/13/2016,2015-16,W,25,6,2,8,25.0,0,3,0.0,2,2,100,1,4,5,1,1,3,2,4,10
Al-Farouq Aminu,POR,POR vs. DEN,04/13/2016,2015-16,W,19,10,3,6,50.0,2,5,40.0,2,2,100,1,2,3,0,1,0,1,3,-2
Joel Anthony,DET,DET @ CLE,04/13/2016,2015-16,W,25,7,3,3,100,0,0,-,1,2,50.0,1,3,4,0,0,8,0,2,3
Jodie Meeks,DET,DET @ CLE,04/13/2016,2015-16,W,27,20,6,15,40.0,4,9,44.4,4,4,100,0,3,3,3,0,0,0,0,9
Spencer Dinwiddie,DET,DET @ CLE,04/13/2016,2015-16,W,29,12,3,12,25.0,0,2,0.0,6,10,60.0,2,3,5,5,0,0,0,0,1
Channing Frye,CLE,CLE vs. DET,04/13/2016,2015-16,L,41,14,6,10,60.0,1,3,33.3,1,1,100,1,5,6,4,1,0,0,1,-5
Darrun Hilliard,DET,DET @ CLE,04/13/2016,2015-16,W,24,4,1,7,14.3,0,1,0.0,2,2,100,0,4,4,2,1,1,3,2,3
Reggie Bullock,DET,DET @ CLE,04/13/2016,2015-16,W,38,15,5,8,62.5,3,5,60.0,2,2,100,0,8,8,4,0,0,1,1,12
Sasha Kaun,CLE,CLE vs. DET,04/13/2016,2015-16,L,23,2,1,6,16.7,0,0,-,0,0,-,2,3,5,0,1,2,0,0,5
Anthony Tolliver,DET,DET @ CLE,04/13/2016,2015-16,W,39,15,5,10,50.0,5,9,55.6,0,0,-,1,7,8,1,0,0,2,1,4
Richard Jefferson,CLE,CLE vs. DET,04/13/2016,2015-16,L,33,16,5,11,45.5,1,2,50.0,5,6,83.3,0,2,2,2,0,0,1,3,-12
Steve Blake,DET,DET @ CLE,04/13/2016,2015-16,W,24,13,5,7,71.4,3,4,75.0,0,0,-,0,2,2,6,1,1,2,1,1
Jordan McRae,CLE,CLE vs. DET,04/13/2016,2015-16,L,47,36,14,29,48.3,3,5,60.0,5,8,62.5,1,3,4,7,0,0,5,5,3
Matthew Dellavedova,CLE,CLE vs. DET,04/13/2016,2015-16,L,6,6,3,5,60.0,0,1,0.0,0,0,-,1,3,4,2,0,0,0,0,3
Timofey Mozgov,CLE,CLE vs. DET,04/13/2016,2015-16,L,37,14,7,12,58.3,0,0,-,0,0,-,1,11,12,3,0,2,1,2,1
Aron Baynes,DET,DET @ CLE,04/13/2016,2015-16,W,28,14,5,9,55.6,0,0,-,4,4,100,3,2,5,1,0,0,3,3,-1
James Jones,CLE,CLE vs. DET,04/13/2016,2015-16,L,36,9,4,10,40.0,1,5,20.0,0,0,-,1,4,5,1,1,1,3,5,-4
Tristan Thompson,CLE,CLE vs. DET,04/13/2016,2015-16,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,0
Stanley Johnson,DET,DET @ CLE,04/13/2016,2015-16,W,32,12,4,14,28.6,1,3,33.3,3,4,75.0,2,6,8,2,3,1,1,5,-22
Dahntay Jones,CLE,CLE vs. DET,04/13/2016,2015-16,L,42,13,6,14,42.9,1,2,50.0,0,0,-,1,4,5,2,1,2,0,6,-1
Jason Terry,HOU,HOU vs. SAC,04/13/2016,2015-16,W,14,9,3,8,37.5,3,7,42.9,0,0,-,0,2,2,3,0,0,0,0,17
James Harden,HOU,HOU vs. SAC,04/13/2016,2015-16,W,30,38,13,27,48.1,5,10,50.0,7,8,87.5,2,2,4,4,0,0,1,3,21
Eric Moreland,SAC,SAC @ HOU,04/13/2016,2015-16,L,4,0,0,1,0.0,0,0,-,0,0,-,2,1,3,1,0,0,0,1,-8
Willie Cauley-Stein,SAC,SAC @ HOU,04/13/2016,2015-16,L,31,6,3,10,30.0,0,0,-,0,0,-,3,5,8,3,2,1,2,5,-37
Michael Beasley,HOU,HOU vs. SAC,04/13/2016,2015-16,W,17,10,4,8,50.0,0,0,-,2,2,100,0,5,5,2,1,1,1,0,13
Clint Capela,HOU,HOU vs. SAC,04/13/2016,2015-16,W,23,6,3,5,60.0,0,0,-,0,3,0.0,5,12,17,1,0,3,1,2,25
Josh Smith,HOU,HOU vs. SAC,04/13/2016,2015-16,W,16,4,2,4,50.0,0,2,0.0,0,0,-,0,0,0,5,3,0,1,3,13
James Anderson,SAC,SAC @ HOU,04/13/2016,2015-16,L,37,13,5,12,41.7,1,5,20.0,2,6,33.3,1,3,4,5,3,0,6,3,-18
Dwight Howard,HOU,HOU vs. SAC,04/13/2016,2015-16,W,25,14,7,9,77.8,0,1,0.0,0,0,-,2,8,10,0,0,1,0,1,10
Trevor Ariza,HOU,HOU vs. SAC,04/13/2016,2015-16,W,22,4,2,9,22.2,0,5,0.0,0,0,-,2,2,4,2,0,0,3,0,8
Duje Dukan,SAC,SAC @ HOU,04/13/2016,2015-16,L,24,6,2,10,20.0,2,5,40.0,0,0,-,2,2,4,1,1,0,0,2,-8
KJ McDaniels,HOU,HOU vs. SAC,04/13/2016,2015-16,W,12,11,4,4,100,1,1,100,2,4,50.0,1,3,4,0,0,0,0,0,7
Ben McLemore,SAC,SAC @ HOU,04/13/2016,2015-16,L,40,24,10,20,50.0,4,9,44.4,0,0,-,2,3,5,3,2,0,3,2,-35
Seth Curry,SAC,SAC @ HOU,04/13/2016,2015-16,L,40,10,3,18,16.7,3,12,25.0,1,1,100,1,5,6,5,0,0,5,1,-37
Montrezl Harrell,HOU,HOU vs. SAC,04/13/2016,2015-16,W,7,4,2,5,40.0,0,0,-,0,0,-,0,1,1,0,0,1,0,1,3
Quincy Acy,SAC,SAC @ HOU,04/13/2016,2015-16,L,29,10,3,12,25.0,1,6,16.7,3,6,50.0,0,8,8,2,2,1,1,0,-16
Kosta Koufos,SAC,SAC @ HOU,04/13/2016,2015-16,L,33,12,6,13,46.2,0,0,-,0,0,-,4,7,11,1,1,2,0,3,-16
Corey Brewer,HOU,HOU vs. SAC,04/13/2016,2015-16,W,18,2,1,3,33.3,0,2,0.0,0,0,-,0,0,0,1,0,0,2,2,21
Andrew Goudelock,HOU,HOU vs. SAC,04/13/2016,2015-16,W,7,2,1,4,25.0,0,2,0.0,0,0,-,0,0,0,1,1,0,2,0,3
Patrick Beverley,HOU,HOU vs. SAC,04/13/2016,2015-16,W,33,9,4,7,57.1,1,4,25.0,0,0,-,1,3,4,12,6,0,1,3,25
Donatas Motiejunas,HOU,HOU vs. SAC,04/13/2016,2015-16,W,15,3,1,4,25.0,0,1,0.0,1,2,50.0,1,3,4,2,0,1,2,0,9
Josh McRoberts,MIA,MIA @ BOS,04/13/2016,2015-16,L,16,2,1,6,16.7,0,1,0.0,0,0,-,1,3,4,1,1,0,0,0,2
Hassan Whiteside,MIA,MIA @ BOS,04/13/2016,2015-16,L,28,19,6,10,60.0,0,0,-,7,9,77.8,2,7,9,0,1,4,1,2,-10
Avery Bradley,BOS,BOS vs. MIA,04/13/2016,2015-16,W,31,17,8,12,66.7,1,2,50.0,0,0,-,1,6,7,0,1,0,1,2,2
Goran Dragic,MIA,MIA @ BOS,04/13/2016,2015-16,L,33,18,9,16,56.3,0,1,0.0,0,0,-,2,0,2,3,1,2,0,5,-6
Gerald Green,MIA,MIA @ BOS,04/13/2016,2015-16,L,5,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,3,-1
Kelly Olynyk,BOS,BOS vs. MIA,04/13/2016,2015-16,W,18,11,4,9,44.4,0,2,0.0,3,3,100,0,1,1,3,3,0,0,1,14
