Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Robin Lopez,PHX,PHX @ IND,03/23/2012,2011-12,W,15,5,2,7,28.6,0,0,-,1,2,50.0,4,0,4,0,0,1,1,2,5
Steve Nash,PHX,PHX @ IND,03/23/2012,2011-12,W,34,12,3,8,37.5,0,3,0.0,6,6,100,1,2,3,17,2,0,4,0,2
Markieff Morris,PHX,PHX @ IND,03/23/2012,2011-12,W,6,0,0,0,-,0,0,-,0,0,-,0,1,1,1,0,0,1,3,-3
Paul George,IND,IND vs. PHX,03/23/2012,2011-12,L,27,15,5,8,62.5,0,1,0.0,5,6,83.3,1,3,4,3,1,1,3,3,3
Michael Redd,PHX,PHX @ IND,03/23/2012,2011-12,W,14,10,3,7,42.9,0,3,0.0,4,5,80.0,1,0,1,0,0,0,0,2,1
Sebastian Telfair,PHX,PHX @ IND,03/23/2012,2011-12,W,14,5,2,5,40.0,1,2,50.0,0,0,-,0,2,2,1,0,0,0,1,-6
Grant Hill,PHX,PHX @ IND,03/23/2012,2011-12,W,35,22,9,16,56.3,1,1,100,3,4,75.0,0,0,0,1,1,0,1,2,-3
David West,IND,IND vs. PHX,03/23/2012,2011-12,L,31,8,4,8,50.0,0,0,-,0,0,-,1,7,8,1,1,0,2,2,-1
Danny Granger,IND,IND vs. PHX,03/23/2012,2011-12,L,34,28,9,13,69.2,4,4,100,6,6,100,1,3,4,3,1,1,2,5,10
Jared Dudley,PHX,PHX @ IND,03/23/2012,2011-12,W,32,10,4,9,44.4,1,3,33.3,1,2,50.0,2,2,4,0,0,0,1,4,1
George Hill,IND,IND vs. PHX,03/23/2012,2011-12,L,22,8,3,7,42.9,2,4,50.0,0,0,-,0,3,3,2,0,0,2,6,-3
Tyler Hansbrough,IND,IND vs. PHX,03/23/2012,2011-12,L,19,13,5,9,55.6,0,0,-,3,3,100,4,3,7,1,0,0,1,2,-1
Marcin Gortat,PHX,PHX @ IND,03/23/2012,2011-12,W,33,23,8,13,61.5,0,0,-,7,11,63.6,3,5,8,2,1,0,0,4,3
Darren Collison,IND,IND vs. PHX,03/23/2012,2011-12,L,32,9,4,7,57.1,0,0,-,1,1,100,0,3,3,7,1,0,2,2,-1
Leandro Barbosa,IND,IND vs. PHX,03/23/2012,2011-12,L,17,5,2,10,20.0,1,2,50.0,0,0,-,0,1,1,1,0,0,1,2,-4
AJ Price,IND,IND vs. PHX,03/23/2012,2011-12,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1
Hakim Warrick,PHX,PHX @ IND,03/23/2012,2011-12,W,14,9,3,6,50.0,0,1,0.0,3,4,75.0,1,4,5,0,1,0,1,1,-7
Dahntay Jones,IND,IND vs. PHX,03/23/2012,2011-12,L,13,2,1,2,50.0,0,0,-,0,0,-,0,0,0,0,0,1,0,2,-7
Channing Frye,PHX,PHX @ IND,03/23/2012,2011-12,W,27,11,5,7,71.4,1,2,50.0,0,2,0.0,1,4,5,0,1,0,0,1,15
Roy Hibbert,IND,IND vs. PHX,03/23/2012,2011-12,L,32,19,7,12,58.3,0,0,-,5,6,83.3,3,4,7,2,0,3,3,3,-7
Shannon Brown,PHX,PHX @ IND,03/23/2012,2011-12,W,15,6,2,6,33.3,1,2,50.0,1,1,100,1,3,4,0,0,1,1,0,2
Jeremy Evans,UTA,UTA vs. DEN,03/23/2012,2011-12,W,3,4,2,2,100,0,0,-,0,0,-,0,0,0,0,0,1,0,2,3
Wilson Chandler,DEN,DEN @ UTA,03/23/2012,2011-12,L,27,13,5,11,45.5,0,1,0.0,3,4,75.0,1,2,3,2,0,0,1,3,-23
Al Jefferson,UTA,UTA vs. DEN,03/23/2012,2011-12,W,32,23,11,16,68.8,0,0,-,1,3,33.3,1,7,8,3,0,1,1,4,22
DeMarre Carroll,UTA,UTA vs. DEN,03/23/2012,2011-12,W,14,6,3,5,60.0,0,0,-,0,0,-,2,1,3,0,0,0,0,1,-5
Alec Burks,UTA,UTA vs. DEN,03/23/2012,2011-12,W,19,15,6,10,60.0,1,2,50.0,2,5,40.0,0,1,1,1,2,0,0,3,-3
Timofey Mozgov,DEN,DEN @ UTA,03/23/2012,2011-12,L,18,2,1,3,33.3,0,0,-,0,0,-,4,2,6,0,0,0,1,2,-15
Kenneth Faried,DEN,DEN @ UTA,03/23/2012,2011-12,L,22,16,5,7,71.4,0,0,-,6,8,75.0,4,4,8,1,2,1,3,1,-15
Derrick Favors,UTA,UTA vs. DEN,03/23/2012,2011-12,W,25,12,5,8,62.5,0,0,-,2,2,100,3,4,7,1,1,0,2,0,2
Gordon Hayward,UTA,UTA vs. DEN,03/23/2012,2011-12,W,37,15,4,7,57.1,2,3,66.7,5,7,71.4,3,4,7,7,2,3,3,2,20
Ty Lawson,DEN,DEN @ UTA,03/23/2012,2011-12,L,31,5,2,8,25.0,0,3,0.0,1,2,50.0,0,1,1,6,1,0,6,2,-17
Earl Watson,UTA,UTA vs. DEN,03/23/2012,2011-12,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,3,1,0,0,0,3
Corey Brewer,DEN,DEN @ UTA,03/23/2012,2011-12,L,22,4,2,8,25.0,0,1,0.0,0,0,-,1,2,3,5,3,1,1,4,2
Devin Harris,UTA,UTA vs. DEN,03/23/2012,2011-12,W,28,13,4,8,50.0,2,4,50.0,3,4,75.0,0,1,1,9,2,0,2,2,20
Enes Kanter,UTA,UTA vs. DEN,03/23/2012,2011-12,W,8,2,1,1,100,0,0,-,0,0,-,1,0,1,0,0,0,2,2,-1
JaVale McGee,DEN,DEN @ UTA,03/23/2012,2011-12,L,28,11,5,7,71.4,0,0,-,1,4,25.0,1,5,6,1,0,2,0,4,-7
Arron Afflalo,DEN,DEN @ UTA,03/23/2012,2011-12,L,22,14,3,9,33.3,1,2,50.0,7,7,100,1,0,1,1,1,0,2,3,-22
Julyan Stone,DEN,DEN @ UTA,03/23/2012,2011-12,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3
Jordan Hamilton,DEN,DEN @ UTA,03/23/2012,2011-12,L,12,3,1,2,50.0,1,1,100,0,0,-,0,1,1,0,0,1,1,1,2
Paul Millsap,UTA,UTA vs. DEN,03/23/2012,2011-12,W,28,14,6,10,60.0,0,0,-,2,4,50.0,1,5,6,1,2,1,1,3,12
CJ Miles,UTA,UTA vs. DEN,03/23/2012,2011-12,W,27,12,4,8,50.0,1,3,33.3,3,4,75.0,0,3,3,2,0,2,1,1,26
Al Harrington,DEN,DEN @ UTA,03/23/2012,2011-12,L,28,20,8,15,53.3,3,8,37.5,1,2,50.0,3,7,10,0,0,0,0,3,-1
Jamaal Tinsley,UTA,UTA vs. DEN,03/23/2012,2011-12,W,17,5,2,6,33.3,1,3,33.3,0,0,-,0,1,1,5,0,0,2,2,-4
Andre Miller,DEN,DEN @ UTA,03/23/2012,2011-12,L,27,14,4,8,50.0,1,2,50.0,5,5,100,1,1,2,6,1,0,4,2,4
Joel Anthony,MIA,MIA @ DET,03/23/2012,2011-12,W,18,6,3,4,75.0,0,0,-,0,0,-,2,3,5,0,1,2,2,3,6
Chris Bosh,MIA,MIA @ DET,03/23/2012,2011-12,W,37,15,4,10,40.0,0,0,-,7,7,100,1,8,9,2,0,1,1,2,15
Austin Daye,DET,DET vs. MIA,03/23/2012,2011-12,L,8,6,3,4,75.0,0,0,-,0,0,-,1,0,1,0,0,0,0,2,0
LeBron James,MIA,MIA @ DET,03/23/2012,2011-12,W,37,17,6,15,40.0,0,3,0.0,5,5,100,0,6,6,10,4,1,5,0,8
Jason Maxiell,DET,DET vs. MIA,03/23/2012,2011-12,L,27,0,0,6,0.0,0,0,-,0,2,0.0,2,5,7,0,1,0,0,1,-6
Brandon Knight,DET,DET vs. MIA,03/23/2012,2011-12,L,26,18,6,12,50.0,4,4,100,2,4,50.0,0,1,1,2,0,0,3,4,-16
Greg Monroe,DET,DET vs. MIA,03/23/2012,2011-12,L,23,5,2,5,40.0,0,0,-,1,1,100,3,3,6,3,0,0,3,1,-18
Will Bynum,DET,DET vs. MIA,03/23/2012,2011-12,L,24,6,1,5,20.0,0,1,0.0,4,4,100,0,0,0,6,2,0,1,4,-1
Tayshaun Prince,DET,DET vs. MIA,03/23/2012,2011-12,L,33,11,5,12,41.7,1,3,33.3,0,0,-,1,5,6,1,0,1,4,1,-8
Ben Gordon,DET,DET vs. MIA,03/23/2012,2011-12,L,31,10,4,10,40.0,0,4,0.0,2,3,66.7,0,4,4,1,2,0,7,3,-23
Mario Chalmers,MIA,MIA @ DET,03/23/2012,2011-12,W,31,3,1,7,14.3,1,7,14.3,0,0,-,0,1,1,4,3,0,1,2,6
Damien Wilkins,DET,DET vs. MIA,03/23/2012,2011-12,L,22,9,4,9,44.4,1,1,100,0,0,-,1,3,4,1,0,0,0,2,3
Udonis Haslem,MIA,MIA @ DET,03/23/2012,2011-12,W,24,8,3,6,50.0,0,0,-,2,2,100,2,3,5,1,0,0,2,1,2
James Jones,MIA,MIA @ DET,03/23/2012,2011-12,W,8,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3
Ben Wallace,DET,DET vs. MIA,03/23/2012,2011-12,L,25,2,1,4,25.0,0,0,-,0,2,0.0,3,3,6,2,4,1,3,1,3
Jonas Jerebko,DET,DET vs. MIA,03/23/2012,2011-12,L,21,6,3,8,37.5,0,2,0.0,0,1,0.0,0,3,3,0,1,0,0,1,-9
Ronny Turiaf,MIA,MIA @ DET,03/23/2012,2011-12,W,11,4,2,2,100,0,0,-,0,2,0.0,1,3,4,1,1,0,0,2,0
Shane Battier,MIA,MIA @ DET,03/23/2012,2011-12,W,20,9,4,8,50.0,1,3,33.3,0,0,-,2,2,4,0,1,0,0,3,12
Dwyane Wade,MIA,MIA @ DET,03/23/2012,2011-12,W,36,24,10,19,52.6,0,1,0.0,4,4,100,1,8,9,5,3,0,3,0,20
Norris Cole,MIA,MIA @ DET,03/23/2012,2011-12,W,17,2,1,6,16.7,0,2,0.0,0,0,-,0,2,2,1,2,0,2,2,9
Hedo Turkoglu,ORL,ORL vs. CLE,03/23/2012,2011-12,W,35,15,6,10,60.0,3,5,60.0,0,0,-,1,5,6,7,0,1,4,4,21
Jameer Nelson,ORL,ORL vs. CLE,03/23/2012,2011-12,W,28,10,4,10,40.0,2,5,40.0,0,0,-,0,3,3,7,0,0,1,1,13
Antawn Jamison,CLE,CLE @ ORL,03/23/2012,2011-12,L,36,16,8,18,44.4,0,1,0.0,0,2,0.0,5,4,9,1,0,0,2,1,-16
Donald Sloan,CLE,CLE @ ORL,03/23/2012,2011-12,L,16,3,1,3,33.3,0,1,0.0,1,2,50.0,1,2,3,2,1,0,3,1,-1
Earl Clark,ORL,ORL vs. CLE,03/23/2012,2011-12,W,3,2,1,2,50.0,0,0,-,0,0,-,0,0,0,0,0,0,1,0,-3
Manny Harris,CLE,CLE @ ORL,03/23/2012,2011-12,L,25,7,2,9,22.2,0,2,0.0,3,4,75.0,2,1,3,0,1,0,1,2,-12
Samardo Samuels,CLE,CLE @ ORL,03/23/2012,2011-12,L,12,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,1,0,0,0,-2
JJ Redick,ORL,ORL vs. CLE,03/23/2012,2011-12,W,26,8,3,7,42.9,2,3,66.7,0,0,-,0,2,2,4,0,0,0,2,12
Kyrie Irving,CLE,CLE @ ORL,03/23/2012,2011-12,L,32,13,6,15,40.0,1,4,25.0,0,0,-,0,4,4,6,2,0,1,1,-12
Glen Davis,ORL,ORL vs. CLE,03/23/2012,2011-12,W,24,9,4,12,33.3,0,0,-,1,2,50.0,2,4,6,3,1,1,1,1,6
Chris Duhon,ORL,ORL vs. CLE,03/23/2012,2011-12,W,18,3,1,2,50.0,1,2,50.0,0,0,-,0,3,3,2,2,0,2,2,4
Luke Walton,CLE,CLE @ ORL,03/23/2012,2011-12,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,1,0,0,0,3
Tristan Thompson,CLE,CLE @ ORL,03/23/2012,2011-12,L,37,15,5,13,38.5,0,0,-,5,5,100,6,5,11,0,1,2,3,3,-9
Ryan Anderson,ORL,ORL vs. CLE,03/23/2012,2011-12,W,36,17,5,14,35.7,3,11,27.3,4,4,100,5,3,8,0,3,2,1,2,15
Anthony Parker,CLE,CLE @ ORL,03/23/2012,2011-12,L,23,5,2,3,66.7,1,2,50.0,0,0,-,0,5,5,0,0,0,1,3,-1
Alonzo Gee,CLE,CLE @ ORL,03/23/2012,2011-12,L,32,10,3,12,25.0,0,4,0.0,4,6,66.7,2,2,4,1,2,0,1,0,-12
Daniel Orton,ORL,ORL vs. CLE,03/23/2012,2011-12,W,2,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,1,0,-4
Quentin Richardson,ORL,ORL vs. CLE,03/23/2012,2011-12,W,9,2,1,5,20.0,0,4,0.0,0,0,-,0,1,1,0,1,0,1,0,-8
Dwight Howard,ORL,ORL vs. CLE,03/23/2012,2011-12,W,31,16,7,8,87.5,0,0,-,2,6,33.3,3,10,13,1,2,2,3,4,12
Omri Casspi,CLE,CLE @ ORL,03/23/2012,2011-12,L,16,11,4,7,57.1,2,4,50.0,1,2,50.0,0,3,3,0,1,0,2,3,-1
Ish Smith,ORL,ORL vs. CLE,03/23/2012,2011-12,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-4
Jason Richardson,ORL,ORL vs. CLE,03/23/2012,2011-12,W,24,11,5,8,62.5,1,4,25.0,0,0,-,0,3,3,0,1,1,2,3,5
Semih Erden,CLE,CLE @ ORL,03/23/2012,2011-12,L,9,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2
DeAndre Liggins,ORL,ORL vs. CLE,03/23/2012,2011-12,W,2,0,0,0,-,0,0,-,0,0,-,1,0,1,0,0,0,1,0,-4
LaMarcus Aldridge,POR,POR @ LAL,03/23/2012,2011-12,L,41,29,12,18,66.7,0,0,-,5,5,100,2,7,9,2,2,0,3,4,-3
Nicolas Batum,POR,POR @ LAL,03/23/2012,2011-12,L,33,9,3,9,33.3,1,5,20.0,2,2,100,1,2,3,1,2,0,0,0,-12
Ramon Sessions,LAL,LAL vs. POR,03/23/2012,2011-12,W,36,20,6,10,60.0,2,3,66.7,6,8,75.0,2,4,6,11,1,0,3,3,6
Raymond Felton,POR,POR @ LAL,03/23/2012,2011-12,L,31,6,2,11,18.2,1,2,50.0,1,1,100,0,2,2,6,0,0,2,3,-15
Joel Przybilla,POR,POR @ LAL,03/23/2012,2011-12,L,17,2,1,2,50.0,0,0,-,0,0,-,0,2,2,0,0,0,0,2,-2
Metta World Peace,LAL,LAL vs. POR,03/23/2012,2011-12,W,30,14,6,8,75.0,2,3,66.7,0,0,-,2,2,4,1,1,0,0,1,13
Nolan Smith,POR,POR @ LAL,03/23/2012,2011-12,L,17,6,3,3,100,0,0,-,0,0,-,0,1,1,3,1,0,2,3,8
Steve Blake,LAL,LAL vs. POR,03/23/2012,2011-12,W,18,2,1,4,25.0,0,2,0.0,0,0,-,0,2,2,1,1,0,2,0,3
Troy Murphy,LAL,LAL vs. POR,03/23/2012,2011-12,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-9
Wesley Matthews,POR,POR @ LAL,03/23/2012,2011-12,L,36,16,5,14,35.7,4,8,50.0,2,2,100,1,4,5,2,1,0,0,1,-11
Andrew Bynum,LAL,LAL vs. POR,03/23/2012,2011-12,W,38,28,12,20,60.0,0,0,-,4,6,66.7,3,6,9,3,0,0,1,1,12
JJ Hickson,POR,POR @ LAL,03/23/2012,2011-12,L,22,14,6,9,66.7,0,0,-,2,5,40.0,1,1,2,2,1,0,1,2,-4
Jamal Crawford,POR,POR @ LAL,03/23/2012,2011-12,L,27,10,3,14,21.4,2,5,40.0,2,2,100,0,0,0,2,2,0,2,0,-3
Kobe Bryant,LAL,LAL vs. POR,03/23/2012,2011-12,W,36,18,5,17,29.4,1,7,14.3,7,8,87.5,2,3,5,4,1,0,4,1,2
Luke Babbitt,POR,POR @ LAL,03/23/2012,2011-12,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,1,0,1,7
Kurt Thomas,POR,POR @ LAL,03/23/2012,2011-12,L,13,4,1,2,50.0,0,0,-,2,2,100,1,4,5,0,0,0,0,2,0
Josh McRoberts,LAL,LAL vs. POR,03/23/2012,2011-12,W,22,2,1,3,33.3,0,0,-,0,0,-,3,3,6,2,1,0,1,2,6
Matt Barnes,LAL,LAL vs. POR,03/23/2012,2011-12,W,25,9,4,9,44.4,1,4,25.0,0,2,0.0,3,2,5,5,1,3,1,3,-2
Pau Gasol,LAL,LAL vs. POR,03/23/2012,2011-12,W,32,10,5,14,35.7,0,0,-,0,2,0.0,2,14,16,6,0,2,2,2,4
Gary Neal,SAS,SAS vs. DAL,03/23/2012,2011-12,W,29,8,3,8,37.5,2,4,50.0,0,0,-,0,3,3,2,0,0,2,1,4
Boris Diaw,SAS,SAS vs. DAL,03/23/2012,2011-12,W,16,2,1,1,100,0,0,-,0,0,-,0,3,3,1,0,1,2,4,20
Brandan Wright,DAL,DAL @ SAS,03/23/2012,2011-12,L,14,2,0,1,0.0,0,0,-,2,4,50.0,1,0,1,0,0,3,1,1,-18
Stephen Jackson,SAS,SAS vs. DAL,03/23/2012,2011-12,W,22,10,4,7,57.1,1,4,25.0,1,2,50.0,1,7,8,1,1,0,0,1,17
Dominique Jones,DAL,DAL @ SAS,03/23/2012,2011-12,L,2,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-5
Brian Cardinal,DAL,DAL @ SAS,03/23/2012,2011-12,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-10
Tim Duncan,SAS,SAS vs. DAL,03/23/2012,2011-12,W,33,15,6,18,33.3,0,0,-,3,4,75.0,4,8,12,3,0,0,3,1,-8
Jason Kidd,DAL,DAL @ SAS,03/23/2012,2011-12,L,32,14,5,11,45.5,4,8,50.0,0,0,-,0,7,7,1,1,0,0,2,2
Manu Ginobili,SAS,SAS vs. DAL,03/23/2012,2011-12,W,28,11,4,11,36.4,2,5,40.0,1,1,100,0,7,7,7,2,1,3,4,19
Ian Mahinmi,DAL,DAL @ SAS,03/23/2012,2011-12,L,34,11,5,6,83.3,0,0,-,1,2,50.0,1,8,9,0,2,2,0,2,1
Danny Green,SAS,SAS vs. DAL,03/23/2012,2011-12,W,36,18,7,19,36.8,0,5,0.0,4,4,100,2,4,6,6,1,1,1,2,6
James Anderson,SAS,SAS vs. DAL,03/23/2012,2011-12,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,5
Kawhi Leonard,SAS,SAS vs. DAL,03/23/2012,2011-12,W,27,12,6,8,75.0,0,2,0.0,0,0,-,2,6,8,0,1,1,0,0,0
Jason Terry,DAL,DAL @ SAS,03/23/2012,2011-12,L,32,18,7,18,38.9,4,10,40.0,0,0,-,1,1,2,4,1,1,0,0,-15
Dirk Nowitzki,DAL,DAL @ SAS,03/23/2012,2011-12,L,37,16,5,21,23.8,0,2,0.0,6,6,100,0,2,2,2,0,0,2,1,-6
Vince Carter,DAL,DAL @ SAS,03/23/2012,2011-12,L,24,3,1,5,20.0,1,3,33.3,0,0,-,1,3,4,1,0,0,1,1,-17
Eric Dawson,SAS,SAS vs. DAL,03/23/2012,2011-12,W,1,6,3,3,100,0,0,-,0,0,-,0,0,0,0,0,1,0,1,5
Rodrigue Beaubois,DAL,DAL @ SAS,03/23/2012,2011-12,L,28,10,3,6,50.0,1,1,100,3,3,100,0,4,4,5,1,0,3,1,-14
Shawn Marion,DAL,DAL @ SAS,03/23/2012,2011-12,L,31,13,5,11,45.5,1,2,50.0,2,2,100,0,4,4,0,2,1,3,1,2
DeJuan Blair,SAS,SAS vs. DAL,03/23/2012,2011-12,W,19,8,4,6,66.7,0,0,-,0,0,-,2,1,3,3,1,0,2,3,0
Matt Bonner,SAS,SAS vs. DAL,03/23/2012,2011-12,W,26,14,5,7,71.4,4,5,80.0,0,0,-,1,2,3,5,0,2,0,0,17
Yi Jianlian,DAL,DAL @ SAS,03/23/2012,2011-12,L,2,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-5
Evan Turner,PHI,PHI vs. BOS,03/23/2012,2011-12,W,34,6,3,9,33.3,0,0,-,0,0,-,0,5,5,4,0,0,2,5,-5
Thaddeus Young,PHI,PHI vs. BOS,03/23/2012,2011-12,W,30,12,6,13,46.2,0,0,-,0,0,-,2,7,9,2,0,1,1,2,9
Kevin Garnett,BOS,BOS @ PHI,03/23/2012,2011-12,L,30,20,10,19,52.6,0,0,-,0,0,-,1,7,8,4,0,1,1,2,9
Mickael Pietrus,BOS,BOS @ PHI,03/23/2012,2011-12,L,12,4,1,5,20.0,0,2,0.0,2,2,100,0,2,2,0,1,0,0,2,12
Marquis Daniels,BOS,BOS @ PHI,03/23/2012,2011-12,L,20,6,2,4,50.0,0,0,-,2,2,100,0,3,3,0,0,0,2,1,-16
Sam Young,PHI,PHI vs. BOS,03/23/2012,2011-12,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2
Paul Pierce,BOS,BOS @ PHI,03/23/2012,2011-12,L,36,20,7,11,63.6,3,4,75.0,3,3,100,0,9,9,5,0,0,1,3,-15
Brandon Bass,BOS,BOS @ PHI,03/23/2012,2011-12,L,31,18,8,18,44.4,0,0,-,2,2,100,1,3,4,1,1,0,2,2,-16
Ryan Hollins,BOS,BOS @ PHI,03/23/2012,2011-12,L,3,1,0,0,-,0,0,-,1,4,25.0,0,0,0,0,0,0,0,1,-1
Keyon Dooling,BOS,BOS @ PHI,03/23/2012,2011-12,L,20,2,1,3,33.3,0,2,0.0,0,0,-,0,2,2,1,0,1,1,1,-7
Spencer Hawes,PHI,PHI vs. BOS,03/23/2012,2011-12,W,28,12,6,13,46.2,0,1,0.0,0,0,-,4,6,10,3,0,1,1,0,2
Tony Battie,PHI,PHI vs. BOS,03/23/2012,2011-12,W,4,0,0,1,0.0,0,0,-,0,0,-,1,1,2,0,0,1,0,0,2
Avery Bradley,BOS,BOS @ PHI,03/23/2012,2011-12,L,14,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,1,1,-2
Andre Iguodala,PHI,PHI vs. BOS,03/23/2012,2011-12,W,39,14,5,10,50.0,1,3,33.3,3,4,75.0,3,3,6,8,1,0,2,0,15
E'Twaun Moore,BOS,BOS @ PHI,03/23/2012,2011-12,L,4,4,2,2,100,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Elton Brand,PHI,PHI vs. BOS,03/23/2012,2011-12,W,26,20,10,15,66.7,0,0,-,0,0,-,1,4,5,0,4,0,0,1,17
Jodie Meeks,PHI,PHI vs. BOS,03/23/2012,2011-12,W,16,1,0,6,0.0,0,1,0.0,1,1,100,0,1,1,0,0,0,1,0,1
Lou Williams,PHI,PHI vs. BOS,03/23/2012,2011-12,W,30,19,6,13,46.2,1,4,25.0,6,8,75.0,2,3,5,3,0,1,1,1,5
Sasha Pavlovic,BOS,BOS @ PHI,03/23/2012,2011-12,L,4,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,2
Rajon Rondo,BOS,BOS @ PHI,03/23/2012,2011-12,L,39,6,3,5,60.0,0,0,-,0,0,-,1,4,5,17,0,0,3,1,-13
JaJuan Johnson,BOS,BOS @ PHI,03/23/2012,2011-12,L,8,0,0,3,0.0,0,0,-,0,0,-,0,1,1,0,0,2,0,0,0
Greg Stiemsma,BOS,BOS @ PHI,03/23/2012,2011-12,L,18,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,2,0,1,-20
Jrue Holiday,PHI,PHI vs. BOS,03/23/2012,2011-12,W,30,15,5,12,41.7,1,1,100,4,5,80.0,1,2,3,4,2,0,0,4,21
Jordan Crawford,WAS,WAS vs. IND,03/22/2012,2011-12,L,33,21,7,15,46.7,2,9,22.2,5,6,83.3,0,3,3,5,3,0,2,2,4
Lou Amundson,IND,IND @ WAS,03/22/2012,2011-12,W,12,6,3,5,60.0,0,0,-,0,1,0.0,3,2,5,0,1,0,0,2,-4
John Wall,WAS,WAS vs. IND,03/22/2012,2011-12,L,41,16,4,11,36.4,0,2,0.0,8,10,80.0,0,4,4,9,1,0,3,1,-4
Chris Singleton,WAS,WAS vs. IND,03/22/2012,2011-12,L,36,16,6,10,60.0,3,4,75.0,1,1,100,0,1,1,0,2,1,1,4,5
Jan Vesely,WAS,WAS vs. IND,03/22/2012,2011-12,L,13,4,1,1,100,0,0,-,2,2,100,0,5,5,0,0,0,1,2,6
Trevor Booker,WAS,WAS vs. IND,03/22/2012,2011-12,L,32,8,4,8,50.0,0,0,-,0,0,-,1,6,7,2,1,1,2,4,-4
Nene,WAS,WAS vs. IND,03/22/2012,2011-12,L,31,6,3,9,33.3,0,0,-,0,2,0.0,1,4,5,2,2,0,3,4,-10
Danny Granger,IND,IND @ WAS,03/22/2012,2011-12,W,34,16,5,12,41.7,1,3,33.3,5,5,100,0,4,4,3,2,0,2,2,-1
Roger Mason Jr.,WAS,WAS vs. IND,03/22/2012,2011-12,L,15,0,0,5,0.0,0,2,0.0,0,0,-,0,1,1,0,0,0,1,1,-6
Tyler Hansbrough,IND,IND @ WAS,03/22/2012,2011-12,W,22,5,0,2,0.0,0,0,-,5,6,83.3,2,3,5,0,0,0,1,2,1
Dahntay Jones,IND,IND @ WAS,03/22/2012,2011-12,W,14,5,2,6,33.3,1,3,33.3,0,0,-,0,2,2,1,0,0,0,2,3
Leandro Barbosa,IND,IND @ WAS,03/22/2012,2011-12,W,15,2,1,4,25.0,0,1,0.0,0,2,0.0,0,1,1,1,0,0,3,0,-2
George Hill,IND,IND @ WAS,03/22/2012,2011-12,W,18,0,0,5,0.0,0,2,0.0,0,0,-,1,0,1,0,0,2,1,2,-3
Paul George,IND,IND @ WAS,03/22/2012,2011-12,W,30,13,4,9,44.4,1,5,20.0,4,4,100,0,5,5,3,4,0,4,3,5
Roy Hibbert,IND,IND @ WAS,03/22/2012,2011-12,W,33,19,8,14,57.1,0,0,-,3,6,50.0,5,4,9,0,2,1,1,2,7
David West,IND,IND @ WAS,03/22/2012,2011-12,W,29,13,6,10,60.0,0,0,-,1,2,50.0,3,1,4,4,3,0,1,3,0
Shelvin Mack,WAS,WAS vs. IND,03/22/2012,2011-12,L,7,4,2,3,66.7,0,0,-,0,0,-,0,2,2,0,1,0,0,1,2
Edwin Ubiles,WAS,WAS vs. IND,03/22/2012,2011-12,L,12,0,0,4,0.0,0,1,0.0,0,0,-,2,2,4,1,0,0,0,0,-7
Kevin Seraphin,WAS,WAS vs. IND,03/22/2012,2011-12,L,19,8,3,5,60.0,0,0,-,2,2,100,1,2,3,0,0,1,1,2,4
Darren Collison,IND,IND @ WAS,03/22/2012,2011-12,W,33,6,2,7,28.6,1,4,25.0,1,2,50.0,0,4,4,5,1,0,3,3,4
Eric Bledsoe,LAC,LAC @ NOH,03/22/2012,2011-12,L,10,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,1,2,-4
Randy Foye,LAC,LAC @ NOH,03/22/2012,2011-12,L,23,3,1,14,7.1,1,8,12.5,0,0,-,0,1,1,3,1,0,0,2,-7
Jarrett Jack,NOH,NOH vs. LAC,03/22/2012,2011-12,W,45,17,5,12,41.7,0,3,0.0,7,7,100,0,4,4,9,2,0,4,3,14
Blake Griffin,LAC,LAC @ NOH,03/22/2012,2011-12,L,36,21,7,19,36.8,0,0,-,7,13,53.8,6,5,11,2,2,0,2,4,-3
