Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Tyrus Thomas,CHA,CHA vs. CLE,04/17/2013,2012-13,W,7,2,1,2,50.0,0,0,-,0,0,-,0,1,1,2,1,0,1,1,13
Tyler Zeller,CLE,CLE @ CHA,04/17/2013,2012-13,L,30,6,3,6,50.0,0,0,-,0,0,-,0,2,2,3,2,0,1,1,9
Gerald Henderson,CHA,CHA vs. CLE,04/17/2013,2012-13,W,35,15,6,13,46.2,0,0,-,3,4,75.0,1,2,3,6,1,0,5,2,2
Jannero Pargo,CHA,CHA vs. CLE,04/17/2013,2012-13,W,12,5,2,5,40.0,1,3,33.3,0,0,-,0,1,1,1,1,0,1,0,-7
Michael Kidd-Gilchrist,CHA,CHA vs. CLE,04/17/2013,2012-13,W,25,11,5,7,71.4,0,0,-,1,2,50.0,1,7,8,4,1,0,0,0,12
Jeff Adrien,CHA,CHA vs. CLE,04/17/2013,2012-13,W,12,7,2,4,50.0,0,0,-,3,4,75.0,2,3,5,2,0,0,0,1,10
Tristan Thompson,CLE,CLE @ CHA,04/17/2013,2012-13,L,37,8,3,9,33.3,0,0,-,2,6,33.3,2,8,10,1,0,0,2,4,-9
Josh McRoberts,CHA,CHA vs. CLE,04/17/2013,2012-13,W,41,20,6,6,100,3,3,100,5,6,83.3,1,7,8,2,1,0,3,2,-6
Kyrie Irving,CLE,CLE @ CHA,04/17/2013,2012-13,L,36,24,9,20,45.0,2,9,22.2,4,4,100,0,4,4,10,0,0,4,5,1
Brandon Jennings,MIL,MIL @ OKC,04/17/2013,2012-13,W,23,17,6,14,42.9,5,8,62.5,0,0,-,0,2,2,2,0,0,2,2,-10
Gustavo Ayon,MIL,MIL @ OKC,04/17/2013,2012-13,W,27,8,4,9,44.4,0,0,-,0,0,-,3,9,12,1,0,1,0,2,14
DeAndre Liggins,OKC,OKC vs. MIL,04/17/2013,2012-13,L,17,3,1,2,50.0,0,1,0.0,1,2,50.0,0,2,2,0,1,0,1,1,-16
Hasheem Thabeet,OKC,OKC vs. MIL,04/17/2013,2012-13,L,21,4,2,2,100,0,0,-,0,0,-,4,4,8,2,2,0,1,2,14
Derek Fisher,OKC,OKC vs. MIL,04/17/2013,2012-13,L,17,7,2,9,22.2,1,5,20.0,2,2,100,0,0,0,1,0,0,1,0,-17
Monta Ellis,MIL,MIL @ OKC,04/17/2013,2012-13,W,11,2,1,3,33.3,0,2,0.0,0,0,-,0,0,0,2,0,0,1,0,-6
Ronnie Brewer,OKC,OKC vs. MIL,04/17/2013,2012-13,L,25,2,1,5,20.0,0,1,0.0,0,0,-,4,3,7,1,1,0,0,0,-2
Thabo Sefolosha,OKC,OKC vs. MIL,04/17/2013,2012-13,L,7,6,2,3,66.7,2,2,100,0,0,-,0,1,1,2,1,0,0,0,9
Russell Westbrook,OKC,OKC vs. MIL,04/17/2013,2012-13,L,7,4,2,5,40.0,0,0,-,0,0,-,0,0,0,3,0,0,0,0,10
Perry Jones III,OKC,OKC vs. MIL,04/17/2013,2012-13,L,39,14,7,15,46.7,0,0,-,0,1,0.0,2,7,9,0,1,0,1,2,1
Luc Mbah a Moute,MIL,MIL @ OKC,04/17/2013,2012-13,W,6,0,0,3,0.0,0,1,0.0,0,0,-,0,1,1,1,0,0,0,1,-9
Jeremy Lamb,OKC,OKC vs. MIL,04/17/2013,2012-13,L,41,13,6,21,28.6,0,6,0.0,1,1,100,2,5,7,2,0,1,2,2,-15
Reggie Jackson,OKC,OKC vs. MIL,04/17/2013,2012-13,L,36,23,8,18,44.4,0,6,0.0,7,7,100,1,5,6,5,1,0,1,2,-6
Serge Ibaka,OKC,OKC vs. MIL,04/17/2013,2012-13,L,8,8,4,6,66.7,0,0,-,0,0,-,0,1,1,0,0,1,1,0,9
John Henson,MIL,MIL @ OKC,04/17/2013,2012-13,W,44,28,11,19,57.9,0,0,-,6,8,75.0,8,8,16,1,0,0,2,0,6
Ekpe Udoh,MIL,MIL @ OKC,04/17/2013,2012-13,W,24,4,1,3,33.3,0,0,-,2,4,50.0,2,4,6,1,1,1,3,1,-8
Marquis Daniels,MIL,MIL @ OKC,04/17/2013,2012-13,W,17,3,1,5,20.0,1,2,50.0,0,0,-,1,2,3,2,1,0,2,1,16
Mike Dunleavy,MIL,MIL @ OKC,04/17/2013,2012-13,W,28,14,5,11,45.5,2,6,33.3,2,3,66.7,0,3,3,0,1,1,0,1,4
Daniel Orton,OKC,OKC vs. MIL,04/17/2013,2012-13,L,21,5,2,3,66.7,0,0,-,1,1,100,0,3,3,0,1,0,0,5,-17
JJ Redick,MIL,MIL @ OKC,04/17/2013,2012-13,W,35,12,4,10,40.0,1,5,20.0,3,3,100,2,1,3,3,1,0,2,2,7
Ish Smith,MIL,MIL @ OKC,04/17/2013,2012-13,W,25,7,3,8,37.5,1,3,33.3,0,0,-,1,6,7,5,1,0,0,1,16
Alec Burks,UTA,UTA @ MEM,04/17/2013,2012-13,L,13,8,3,6,50.0,0,0,-,2,2,100,0,0,0,0,0,0,1,0,-6
Tayshaun Prince,MEM,MEM vs. UTA,04/17/2013,2012-13,W,32,2,1,6,16.7,0,1,0.0,0,0,-,0,4,4,2,1,0,2,1,17
Austin Daye,MEM,MEM vs. UTA,04/17/2013,2012-13,W,8,4,1,3,33.3,1,3,33.3,1,2,50.0,0,2,2,2,1,1,0,1,-3
Mike Conley,MEM,MEM vs. UTA,04/17/2013,2012-13,W,32,14,5,11,45.5,1,2,50.0,3,4,75.0,1,2,3,5,0,1,2,1,18
Marc Gasol,MEM,MEM vs. UTA,04/17/2013,2012-13,W,27,4,2,7,28.6,0,0,-,0,1,0.0,4,3,7,2,2,2,1,5,5
Mo Williams,UTA,UTA @ MEM,04/17/2013,2012-13,L,33,8,3,13,23.1,0,3,0.0,2,5,40.0,0,1,1,3,1,0,3,1,-13
Keyon Dooling,MEM,MEM vs. UTA,04/17/2013,2012-13,W,16,6,2,3,66.7,0,1,0.0,2,2,100,0,0,0,2,0,0,1,1,-2
Randy Foye,UTA,UTA @ MEM,04/17/2013,2012-13,L,35,7,1,9,11.1,1,5,20.0,4,6,66.7,1,2,3,2,0,1,0,2,-10
Quincy Pondexter,MEM,MEM vs. UTA,04/17/2013,2012-13,W,9,5,2,3,66.7,1,2,50.0,0,0,-,0,1,1,0,1,0,1,2,3
Jerryd Bayless,MEM,MEM vs. UTA,04/17/2013,2012-13,W,27,3,1,6,16.7,1,4,25.0,0,0,-,0,2,2,3,2,0,0,3,10
Tony Allen,MEM,MEM vs. UTA,04/17/2013,2012-13,W,20,8,3,9,33.3,0,0,-,2,2,100,3,4,7,4,0,0,1,2,5
Marvin Williams,UTA,UTA @ MEM,04/17/2013,2012-13,L,17,6,2,7,28.6,1,2,50.0,1,2,50.0,2,2,4,1,0,0,0,2,-8
Paul Millsap,UTA,UTA @ MEM,04/17/2013,2012-13,L,28,6,2,7,28.6,0,0,-,2,4,50.0,5,3,8,0,1,2,0,4,-3
Jamaal Tinsley,UTA,UTA @ MEM,04/17/2013,2012-13,L,15,0,0,0,-,0,0,-,0,0,-,0,0,0,2,0,0,2,3,-3
Zach Randolph,MEM,MEM vs. UTA,04/17/2013,2012-13,W,31,25,10,20,50.0,0,0,-,5,7,71.4,6,13,19,2,0,0,1,2,16
Jeremy Evans,UTA,UTA @ MEM,04/17/2013,2012-13,L,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-1
Darrell Arthur,MEM,MEM vs. UTA,04/17/2013,2012-13,W,16,11,5,9,55.6,0,0,-,1,2,50.0,2,1,3,0,0,0,0,1,-2
Gordon Hayward,UTA,UTA @ MEM,04/17/2013,2012-13,L,31,9,4,8,50.0,1,1,100,0,1,0.0,3,0,3,2,1,0,3,1,-8
Derrick Favors,UTA,UTA @ MEM,04/17/2013,2012-13,L,27,4,2,9,22.2,0,0,-,0,0,-,4,7,11,3,3,2,2,0,-13
Al Jefferson,UTA,UTA @ MEM,04/17/2013,2012-13,L,40,22,8,19,42.1,0,0,-,6,6,100,2,14,16,2,0,1,1,5,-15
Ed Davis,MEM,MEM vs. UTA,04/17/2013,2012-13,W,22,4,2,7,28.6,0,0,-,0,0,-,3,6,9,0,0,4,2,5,13
Jonas Valanciunas,TOR,TOR vs. BOS,04/17/2013,2012-13,W,29,18,6,10,60.0,0,0,-,6,8,75.0,3,4,7,0,0,3,4,2,20
Avery Bradley,BOS,BOS @ TOR,04/17/2013,2012-13,L,24,11,4,10,40.0,1,1,100,2,2,100,0,3,3,3,1,0,3,1,-16
DJ White,BOS,BOS @ TOR,04/17/2013,2012-13,L,28,8,2,7,28.6,0,0,-,4,4,100,2,1,3,1,1,0,0,2,-11
Quincy Acy,TOR,TOR vs. BOS,04/17/2013,2012-13,W,25,4,2,4,50.0,0,0,-,0,2,0.0,0,6,6,1,0,0,1,2,9
DeMar DeRozan,TOR,TOR vs. BOS,04/17/2013,2012-13,W,29,24,8,13,61.5,3,3,100,5,5,100,1,2,3,2,0,0,0,1,23
Jeff Green,BOS,BOS @ TOR,04/17/2013,2012-13,L,17,9,4,7,57.1,1,1,100,0,0,-,1,5,6,2,0,0,3,2,-14
Jordan Crawford,BOS,BOS @ TOR,04/17/2013,2012-13,L,36,16,6,14,42.9,2,6,33.3,2,2,100,2,4,6,5,1,0,2,2,-11
Amir Johnson,TOR,TOR vs. BOS,04/17/2013,2012-13,W,23,6,2,4,50.0,1,1,100,1,2,50.0,0,2,2,2,1,2,0,1,18
Rudy Gay,TOR,TOR vs. BOS,04/17/2013,2012-13,W,26,19,6,14,42.9,4,6,66.7,3,3,100,1,8,9,2,1,0,0,2,15
Landry Fields,TOR,TOR vs. BOS,04/17/2013,2012-13,W,28,8,4,8,50.0,0,0,-,0,0,-,3,8,11,3,0,0,1,2,10
Alan Anderson,TOR,TOR vs. BOS,04/17/2013,2012-13,W,19,16,5,10,50.0,2,5,40.0,4,4,100,1,3,4,2,0,0,0,1,1
Shavlik Randolph,BOS,BOS @ TOR,04/17/2013,2012-13,L,13,5,2,4,50.0,0,0,-,1,2,50.0,2,2,4,0,0,0,1,1,-5
Kyle Lowry,TOR,TOR vs. BOS,04/17/2013,2012-13,W,22,9,3,9,33.3,1,3,33.3,2,2,100,0,2,2,8,3,0,2,1,17
Brandon Bass,BOS,BOS @ TOR,04/17/2013,2012-13,L,18,6,3,8,37.5,0,0,-,0,0,-,1,2,3,1,0,0,1,3,-12
Courtney Lee,BOS,BOS @ TOR,04/17/2013,2012-13,L,30,8,3,10,30.0,2,5,40.0,0,0,-,1,4,5,1,1,1,1,4,-16
Chris Wilcox,BOS,BOS @ TOR,04/17/2013,2012-13,L,13,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,0,0,1,-13
John Lucas III,TOR,TOR vs. BOS,04/17/2013,2012-13,W,26,7,3,7,42.9,1,3,33.3,0,0,-,0,1,1,4,0,0,0,0,7
Aaron Gray,TOR,TOR vs. BOS,04/17/2013,2012-13,W,14,3,1,1,100,0,0,-,1,2,50.0,0,1,1,2,0,0,1,2,0
Fab Melo,BOS,BOS @ TOR,04/17/2013,2012-13,L,17,2,1,2,50.0,0,0,-,0,0,-,0,2,2,0,1,0,1,4,-5
Terrence Williams,BOS,BOS @ TOR,04/17/2013,2012-13,L,28,12,6,14,42.9,0,2,0.0,0,2,0.0,0,4,4,5,1,1,1,1,-10
Paul Pierce,BOS,BOS @ TOR,04/17/2013,2012-13,L,14,11,5,7,71.4,1,2,50.0,0,1,0.0,0,1,1,1,1,0,0,1,-7
Evan Fournier,DEN,DEN vs. PHX,04/17/2013,2012-13,W,30,10,4,11,36.4,0,2,0.0,2,2,100,0,2,2,2,2,0,1,2,19
Ty Lawson,DEN,DEN vs. PHX,04/17/2013,2012-13,W,23,14,6,9,66.7,2,4,50.0,0,0,-,0,1,1,7,0,0,0,0,15
P.J. Tucker,PHX,PHX @ DEN,04/17/2013,2012-13,L,26,14,4,9,44.4,2,4,50.0,4,4,100,3,4,7,0,3,1,2,0,-18
Diante Garrett,PHX,PHX @ DEN,04/17/2013,2012-13,L,15,0,0,7,0.0,0,3,0.0,0,0,-,1,0,1,3,0,0,2,2,-6
Corey Brewer,DEN,DEN vs. PHX,04/17/2013,2012-13,W,23,4,2,4,50.0,0,2,0.0,0,2,0.0,0,3,3,1,1,0,3,1,7
JaVale McGee,DEN,DEN vs. PHX,04/17/2013,2012-13,W,11,2,1,3,33.3,0,0,-,0,0,-,0,3,3,0,0,1,2,2,8
Marcus Morris Sr.,PHX,PHX @ DEN,04/17/2013,2012-13,L,15,4,2,4,50.0,0,1,0.0,0,2,0.0,1,3,4,2,1,0,0,1,-13
Markieff Morris,PHX,PHX @ DEN,04/17/2013,2012-13,L,13,4,2,7,28.6,0,1,0.0,0,0,-,1,2,3,0,0,0,1,4,-14
Wesley Johnson,PHX,PHX @ DEN,04/17/2013,2012-13,L,20,12,5,11,45.5,2,6,33.3,0,0,-,0,3,3,1,0,0,1,2,-11
Quincy Miller,DEN,DEN vs. PHX,04/17/2013,2012-13,W,4,4,2,3,66.7,0,0,-,0,0,-,1,0,1,0,0,0,0,0,-1
Hamed Haddadi,PHX,PHX @ DEN,04/17/2013,2012-13,L,20,14,7,11,63.6,0,0,-,0,0,-,2,5,7,1,0,2,1,1,-3
Wilson Chandler,DEN,DEN vs. PHX,04/17/2013,2012-13,W,25,21,8,14,57.1,2,5,40.0,3,3,100,3,3,6,4,2,0,2,2,15
Anthony Randolph,DEN,DEN vs. PHX,04/17/2013,2012-13,W,22,11,4,5,80.0,0,0,-,3,3,100,3,11,14,2,1,3,3,0,3
Jared Dudley,PHX,PHX @ DEN,04/17/2013,2012-13,L,20,5,2,7,28.6,0,3,0.0,1,3,33.3,1,3,4,3,1,0,2,1,-7
Andre Iguodala,DEN,DEN vs. PHX,04/17/2013,2012-13,W,31,20,8,14,57.1,0,2,0.0,4,6,66.7,1,4,5,5,2,2,3,0,14
Kendall Marshall,PHX,PHX @ DEN,04/17/2013,2012-13,L,41,2,1,5,20.0,0,2,0.0,0,0,-,1,2,3,14,1,1,0,3,-16
Luis Scola,PHX,PHX @ DEN,04/17/2013,2012-13,L,28,17,6,18,33.3,0,0,-,5,6,83.3,8,3,11,4,1,0,1,1,-17
Michael Beasley,PHX,PHX @ DEN,04/17/2013,2012-13,L,24,13,5,17,29.4,2,4,50.0,1,2,50.0,1,2,3,1,0,1,2,0,-4
Shannon Brown,PHX,PHX @ DEN,04/17/2013,2012-13,L,18,13,6,8,75.0,1,1,100,0,0,-,1,0,1,0,1,0,0,3,9
Kosta Koufos,DEN,DEN vs. PHX,04/17/2013,2012-13,W,17,11,5,8,62.5,0,0,-,1,1,100,1,4,5,0,0,1,0,2,15
Timofey Mozgov,DEN,DEN vs. PHX,04/17/2013,2012-13,W,20,10,4,11,36.4,0,0,-,2,2,100,5,5,10,0,0,1,2,2,-1
Jordan Hamilton,DEN,DEN vs. PHX,04/17/2013,2012-13,W,11,8,4,8,50.0,0,1,0.0,0,0,-,1,2,3,1,0,0,0,0,0
Andre Miller,DEN,DEN vs. PHX,04/17/2013,2012-13,W,21,3,1,3,33.3,0,0,-,1,1,100,0,1,1,6,0,0,0,2,6
Caron Butler,LAC,LAC @ SAC,04/17/2013,2012-13,W,22,11,4,8,50.0,3,4,75.0,0,0,-,0,2,2,0,1,0,1,3,-1
Isaiah Thomas,SAC,SAC vs. LAC,04/17/2013,2012-13,L,43,15,5,17,29.4,3,7,42.9,2,2,100,3,1,4,10,2,0,3,4,-6
Chris Paul,LAC,LAC @ SAC,04/17/2013,2012-13,W,35,25,11,20,55.0,0,3,0.0,3,5,60.0,1,3,4,11,1,0,0,2,-1
Blake Griffin,LAC,LAC @ SAC,04/17/2013,2012-13,W,31,7,3,10,30.0,0,0,-,1,2,50.0,1,3,4,2,0,0,4,2,-1
Jason Thompson,SAC,SAC vs. LAC,04/17/2013,2012-13,L,26,8,3,7,42.9,0,0,-,2,2,100,1,5,6,0,2,0,0,4,1
John Salmons,SAC,SAC vs. LAC,04/17/2013,2012-13,L,30,2,1,4,25.0,0,2,0.0,0,0,-,1,2,3,1,0,1,2,0,6
Matt Barnes,LAC,LAC @ SAC,04/17/2013,2012-13,W,25,12,6,12,50.0,0,2,0.0,0,0,-,2,3,5,1,0,0,0,2,5
Chauncey Billups,LAC,LAC @ SAC,04/17/2013,2012-13,W,19,17,5,8,62.5,3,6,50.0,4,4,100,1,3,4,0,0,0,3,3,-8
Marcus Thornton,SAC,SAC vs. LAC,04/17/2013,2012-13,L,37,21,8,20,40.0,5,12,41.7,0,0,-,1,1,2,3,1,0,0,1,1
Ryan Hollins,LAC,LAC @ SAC,04/17/2013,2012-13,W,18,4,0,2,0.0,0,0,-,4,4,100,2,1,3,0,0,0,1,5,10
Travis Outlaw,SAC,SAC vs. LAC,04/17/2013,2012-13,L,27,17,5,10,50.0,0,3,0.0,7,9,77.8,0,2,2,4,0,0,2,2,-9
Cole Aldrich,SAC,SAC vs. LAC,04/17/2013,2012-13,L,4,2,1,2,50.0,0,0,-,0,0,-,0,2,2,0,0,0,0,0,-6
Patrick Patterson,SAC,SAC vs. LAC,04/17/2013,2012-13,L,25,5,2,3,66.7,1,1,100,0,0,-,2,1,3,2,0,0,0,4,-5
Lamar Odom,LAC,LAC @ SAC,04/17/2013,2012-13,W,17,4,2,4,50.0,0,0,-,0,0,-,1,7,8,2,1,1,0,2,5
Jimmer Fredette,SAC,SAC vs. LAC,04/17/2013,2012-13,L,7,2,1,2,50.0,0,1,0.0,0,1,0.0,0,0,0,0,0,0,1,1,-4
DeMarcus Cousins,SAC,SAC vs. LAC,04/17/2013,2012-13,L,41,36,14,24,58.3,0,0,-,8,11,72.7,4,18,22,3,0,3,3,4,2
Jamal Crawford,LAC,LAC @ SAC,04/17/2013,2012-13,W,30,24,9,16,56.3,6,8,75.0,0,0,-,0,1,1,6,2,0,1,0,12
Eric Bledsoe,LAC,LAC @ SAC,04/17/2013,2012-13,W,13,0,0,1,0.0,0,1,0.0,0,0,-,0,3,3,3,0,0,3,0,5
DeAndre Jordan,LAC,LAC @ SAC,04/17/2013,2012-13,W,29,8,4,7,57.1,0,0,-,0,3,0.0,3,7,10,0,0,2,0,1,-6
Darius Miller,NOH,NOH @ DAL,04/17/2013,2012-13,L,7,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,0,1,0,4
Al-Farouq Aminu,NOH,NOH @ DAL,04/17/2013,2012-13,L,34,16,8,15,53.3,0,0,-,0,0,-,8,12,20,1,0,1,3,2,-9
Eric Gordon,NOH,NOH @ DAL,04/17/2013,2012-13,L,34,16,4,17,23.5,0,2,0.0,8,9,88.9,0,3,3,3,4,1,4,3,-11
Brandan Wright,DAL,DAL vs. NOH,04/17/2013,2012-13,W,19,4,2,6,33.3,0,0,-,0,0,-,0,1,1,0,0,2,1,3,1
Brian Roberts,NOH,NOH @ DAL,04/17/2013,2012-13,L,42,13,5,17,29.4,2,5,40.0,1,1,100,0,3,3,6,0,0,3,4,-11
Xavier Henry,NOH,NOH @ DAL,04/17/2013,2012-13,L,20,6,1,5,20.0,0,0,-,4,5,80.0,1,3,4,0,0,0,3,3,-5
Terrel Harris,NOH,NOH @ DAL,04/17/2013,2012-13,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,2,1,-6
Elton Brand,DAL,DAL vs. NOH,04/17/2013,2012-13,W,16,2,1,4,25.0,0,0,-,0,0,-,1,3,4,2,1,0,0,1,14
Bernard James,DAL,DAL vs. NOH,04/17/2013,2012-13,W,3,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-6
Dirk Nowitzki,DAL,DAL vs. NOH,04/17/2013,2012-13,W,28,16,7,15,46.7,0,3,0.0,2,2,100,1,8,9,4,0,1,0,2,3
Chris Kaman,DAL,DAL vs. NOH,04/17/2013,2012-13,W,13,6,3,5,60.0,0,0,-,0,0,-,0,5,5,0,1,0,2,1,-3
Shawn Marion,DAL,DAL vs. NOH,04/17/2013,2012-13,W,31,15,7,12,58.3,0,1,0.0,1,1,100,1,6,7,3,3,0,2,0,14
Darren Collison,DAL,DAL vs. NOH,04/17/2013,2012-13,W,28,25,10,15,66.7,1,2,50.0,4,6,66.7,1,1,2,4,2,1,0,1,15
Josh Akognon,DAL,DAL vs. NOH,04/17/2013,2012-13,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-4
Roger Mason Jr.,NOH,NOH @ DAL,04/17/2013,2012-13,L,10,3,1,2,50.0,1,1,100,0,0,-,0,1,1,1,0,0,0,0,3
Robin Lopez,NOH,NOH @ DAL,04/17/2013,2012-13,L,33,14,6,11,54.5,0,0,-,2,2,100,7,6,13,0,0,0,2,2,-14
Lou Amundson,NOH,NOH @ DAL,04/17/2013,2012-13,L,22,6,2,3,66.7,0,0,-,2,6,33.3,3,3,6,0,1,1,1,0,1
Anthony Morrow,DAL,DAL vs. NOH,04/17/2013,2012-13,W,4,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,1,2,-8
Vince Carter,DAL,DAL vs. NOH,04/17/2013,2012-13,W,27,9,4,7,57.1,1,2,50.0,0,0,-,0,2,2,4,1,0,0,3,19
Jae Crowder,DAL,DAL vs. NOH,04/17/2013,2012-13,W,20,4,1,5,20.0,0,1,0.0,2,2,100,3,1,4,2,2,1,1,4,9
O.J. Mayo,DAL,DAL vs. NOH,04/17/2013,2012-13,W,30,5,2,6,33.3,1,3,33.3,0,0,-,0,2,2,3,0,0,3,2,5
Mike James,DAL,DAL vs. NOH,04/17/2013,2012-13,W,17,9,3,5,60.0,3,4,75.0,0,0,-,0,0,0,2,2,0,1,3,1
Ryan Anderson,NOH,NOH @ DAL,04/17/2013,2012-13,L,36,13,4,13,30.8,1,3,33.3,4,5,80.0,6,1,7,0,0,0,0,2,-12
Lavoy Allen,PHI,PHI @ IND,04/17/2013,2012-13,W,32,11,4,9,44.4,0,0,-,3,4,75.0,3,8,11,0,0,0,3,1,4
Spencer Hawes,PHI,PHI @ IND,04/17/2013,2012-13,W,4,3,1,2,50.0,1,2,50.0,0,0,-,0,0,0,0,0,1,0,2,9
Sam Young,IND,IND vs. PHI,04/17/2013,2012-13,L,20,4,1,2,50.0,0,1,0.0,2,4,50.0,0,3,3,0,1,0,0,3,3
Orlando Johnson,IND,IND vs. PHI,04/17/2013,2012-13,L,16,2,1,8,12.5,0,5,0.0,0,0,-,0,3,3,0,1,0,0,0,-5
Arnett Moultrie,PHI,PHI @ IND,04/17/2013,2012-13,W,29,14,7,11,63.6,0,0,-,0,0,-,6,6,12,1,0,0,1,3,-1
Ben Hansbrough,IND,IND vs. PHI,04/17/2013,2012-13,L,18,11,3,8,37.5,0,3,0.0,5,5,100,1,1,2,3,1,1,0,1,4
Nick Young,PHI,PHI @ IND,04/17/2013,2012-13,W,6,0,0,2,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,1,0,-6
Gerald Green,IND,IND vs. PHI,04/17/2013,2012-13,L,40,34,14,23,60.9,6,12,50.0,0,1,0.0,1,5,6,1,2,1,3,2,-6
Dorell Wright,PHI,PHI @ IND,04/17/2013,2012-13,W,36,23,8,15,53.3,4,8,50.0,3,3,100,0,2,2,5,1,2,0,2,7
Thaddeus Young,PHI,PHI @ IND,04/17/2013,2012-13,W,21,10,5,7,71.4,0,0,-,0,0,-,0,8,8,0,3,0,1,4,14
Miles Plumlee,IND,IND vs. PHI,04/17/2013,2012-13,L,6,2,1,3,33.3,0,0,-,0,0,-,1,1,2,0,0,0,0,0,-10
Tyler Hansbrough,IND,IND vs. PHI,04/17/2013,2012-13,L,28,10,3,9,33.3,0,0,-,4,6,66.7,3,6,9,0,0,0,3,2,-3
D.J. Augustin,IND,IND vs. PHI,04/17/2013,2012-13,L,24,3,1,4,25.0,0,3,0.0,1,2,50.0,1,1,2,5,0,0,2,1,-10
Ian Mahinmi,IND,IND vs. PHI,04/17/2013,2012-13,L,34,5,2,5,40.0,0,0,-,1,5,20.0,4,2,6,1,1,0,3,3,-7
Jeff Ayres,IND,IND vs. PHI,04/17/2013,2012-13,L,28,12,5,10,50.0,0,1,0.0,2,2,100,1,5,6,1,2,2,1,0,0
Evan Turner,PHI,PHI @ IND,04/17/2013,2012-13,W,40,16,7,18,38.9,1,3,33.3,1,2,50.0,1,5,6,5,2,0,2,4,11
Justin Holiday,PHI,PHI @ IND,04/17/2013,2012-13,W,27,8,3,8,37.5,1,2,50.0,1,2,50.0,0,0,0,3,2,2,3,2,-1
Lance Stephenson,IND,IND vs. PHI,04/17/2013,2012-13,L,26,12,5,8,62.5,0,1,0.0,2,2,100,1,2,3,6,0,0,4,2,-16
Jrue Holiday,PHI,PHI @ IND,04/17/2013,2012-13,W,9,5,2,2,100,1,1,100,0,0,-,0,1,1,0,0,0,1,0,10
Damien Wilkins,PHI,PHI @ IND,04/17/2013,2012-13,W,36,15,6,11,54.5,0,2,0.0,3,3,100,0,2,2,2,1,1,4,5,3
Stephen Curry,GSW,GSW @ POR,04/17/2013,2012-13,W,32,15,5,16,31.3,4,11,36.4,1,1,100,1,1,2,5,3,0,1,2,9
Harrison Barnes,GSW,GSW @ POR,04/17/2013,2012-13,W,30,8,3,10,30.0,0,1,0.0,2,2,100,2,8,10,3,0,0,1,1,17
Will Barton,POR,POR vs. GSW,04/17/2013,2012-13,L,48,15,7,19,36.8,1,2,50.0,0,0,-,1,6,7,4,0,0,3,1,-11
Victor Claver,POR,POR vs. GSW,04/17/2013,2012-13,L,34,0,0,4,0.0,0,2,0.0,0,0,-,0,3,3,3,0,0,1,1,-6
