Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Jonas Jerebko,BOS,BOS @ DAL,02/13/2017,2016-17,W,13,3,1,2,50.0,1,2,50.0,0,0,-,0,4,4,0,0,0,1,3,-1
Al Horford,BOS,BOS @ DAL,02/13/2017,2016-17,W,32,11,5,12,41.7,1,2,50.0,0,0,-,1,4,5,4,1,0,2,1,6
Salah Mejri,DAL,DAL vs. BOS,02/13/2017,2016-17,L,14,2,1,2,50.0,0,0,-,0,0,-,3,7,10,0,1,1,1,1,0
Jordan Mickey,BOS,BOS @ DAL,02/13/2017,2016-17,W,1,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,1
Isaiah Thomas,BOS,BOS @ DAL,02/13/2017,2016-17,W,34,29,9,19,47.4,4,10,40.0,7,9,77.8,0,1,1,8,0,0,1,2,12
Seth Curry,DAL,DAL vs. BOS,02/13/2017,2016-17,L,33,8,3,9,33.3,2,5,40.0,0,0,-,0,5,5,5,2,0,1,2,-11
Devin Harris,DAL,DAL vs. BOS,02/13/2017,2016-17,L,19,9,2,6,33.3,1,3,33.3,4,5,80.0,0,1,1,0,0,0,1,0,-2
Jeff Teague,IND,IND vs. SAS,02/13/2017,2016-17,L,30,15,6,8,75.0,1,1,100,2,3,66.7,1,4,5,5,0,1,2,1,-18
Glenn Robinson III,IND,IND vs. SAS,02/13/2017,2016-17,L,22,0,0,2,0.0,0,1,0.0,0,0,-,1,2,3,1,2,0,1,1,11
Kawhi Leonard,SAS,SAS @ IND,02/13/2017,2016-17,W,39,32,13,23,56.5,2,3,66.7,4,5,80.0,0,6,6,3,5,0,2,0,17
CJ Miles,IND,IND vs. SAS,02/13/2017,2016-17,L,22,5,2,7,28.6,1,5,20.0,0,0,-,1,3,4,0,1,0,2,4,2
Patty Mills,SAS,SAS @ IND,02/13/2017,2016-17,W,18,9,3,8,37.5,3,6,50.0,0,0,-,0,0,0,2,0,0,0,1,1
Myles Turner,IND,IND vs. SAS,02/13/2017,2016-17,L,36,22,6,13,46.2,1,1,100,9,12,75.0,2,4,6,1,1,0,0,4,-13
Kevin Seraphin,IND,IND vs. SAS,02/13/2017,2016-17,L,27,12,6,9,66.7,0,1,0.0,0,2,0.0,0,4,4,1,0,1,2,4,-6
Rodney Stuckey,IND,IND vs. SAS,02/13/2017,2016-17,L,21,13,5,8,62.5,1,2,50.0,2,3,66.7,1,3,4,3,1,0,0,0,11
Tony Parker,SAS,SAS @ IND,02/13/2017,2016-17,W,29,12,4,8,50.0,0,0,-,4,4,100,0,1,1,4,0,0,1,1,6
Danny Green,SAS,SAS @ IND,02/13/2017,2016-17,W,35,12,4,9,44.4,2,5,40.0,2,2,100,0,6,6,3,0,1,3,4,8
Al Jefferson,IND,IND vs. SAS,02/13/2017,2016-17,L,14,2,1,6,16.7,0,0,-,0,0,-,0,3,3,3,1,1,0,2,10
David Lee,SAS,SAS @ IND,02/13/2017,2016-17,W,22,12,4,5,80.0,0,0,-,4,5,80.0,3,8,11,1,0,1,2,3,5
Davis Bertans,SAS,SAS @ IND,02/13/2017,2016-17,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Manu Ginobili,SAS,SAS @ IND,02/13/2017,2016-17,W,11,2,0,3,0.0,0,1,0.0,2,2,100,0,0,0,0,0,0,1,2,-13
LaMarcus Aldridge,SAS,SAS @ IND,02/13/2017,2016-17,W,36,19,7,22,31.8,0,0,-,5,5,100,3,4,7,1,0,1,1,5,3
Jonathon Simmons,SAS,SAS @ IND,02/13/2017,2016-17,W,13,4,2,3,66.7,0,0,-,0,0,-,0,3,3,2,2,0,0,4,-5
Paul George,IND,IND vs. SAS,02/13/2017,2016-17,L,37,27,8,15,53.3,4,7,57.1,7,8,87.5,0,6,6,3,0,0,2,5,-12
Kyle Anderson,SAS,SAS @ IND,02/13/2017,2016-17,W,9,2,0,1,0.0,0,0,-,2,4,50.0,1,2,3,1,0,1,0,0,-6
Monta Ellis,IND,IND vs. SAS,02/13/2017,2016-17,L,30,10,4,10,40.0,1,2,50.0,1,2,50.0,0,2,2,4,2,0,2,2,-5
Dewayne Dedmon,SAS,SAS @ IND,02/13/2017,2016-17,W,28,6,3,5,60.0,0,0,-,0,0,-,5,7,12,1,0,0,1,2,4
Derrick Favors,UTA,UTA vs. LAC,02/13/2017,2016-17,L,24,13,5,11,45.5,0,0,-,3,6,50.0,1,2,3,1,2,2,0,2,-4
Wesley Johnson,LAC,LAC @ UTA,02/13/2017,2016-17,W,10,1,0,1,0.0,0,1,0.0,1,2,50.0,0,2,2,0,1,1,0,2,-4
Rudy Gobert,UTA,UTA vs. LAC,02/13/2017,2016-17,L,25,10,5,12,41.7,0,0,-,0,0,-,8,6,14,1,0,1,0,1,-19
Joe Ingles,UTA,UTA vs. LAC,02/13/2017,2016-17,L,22,7,2,4,50.0,1,2,50.0,2,2,100,0,4,4,0,0,0,3,2,-13
Gordon Hayward,UTA,UTA vs. LAC,02/13/2017,2016-17,L,29,7,2,12,16.7,1,6,16.7,2,2,100,0,5,5,0,0,0,0,0,-18
George Hill,UTA,UTA vs. LAC,02/13/2017,2016-17,L,26,6,2,11,18.2,1,6,16.7,1,2,50.0,0,1,1,1,0,0,0,2,-31
Trey Lyles,UTA,UTA vs. LAC,02/13/2017,2016-17,L,13,2,0,9,0.0,0,4,0.0,2,2,100,1,6,7,0,0,0,0,0,5
Raymond Felton,LAC,LAC @ UTA,02/13/2017,2016-17,W,21,2,1,8,12.5,0,2,0.0,0,0,-,1,3,4,2,0,0,1,4,-13
DeAndre Jordan,LAC,LAC @ UTA,02/13/2017,2016-17,W,31,10,5,7,71.4,0,0,-,0,2,0.0,2,11,13,1,1,3,0,1,27
Austin Rivers,LAC,LAC @ UTA,02/13/2017,2016-17,W,32,15,6,12,50.0,3,4,75.0,0,0,-,0,3,3,3,0,0,3,3,24
Alec Burks,UTA,UTA vs. LAC,02/13/2017,2016-17,L,22,7,3,8,37.5,1,2,50.0,0,0,-,0,2,2,1,1,0,3,1,-10
Marreese Speights,LAC,LAC @ UTA,02/13/2017,2016-17,W,15,7,2,7,28.6,1,4,25.0,2,2,100,0,7,7,0,0,1,2,2,-9
JJ Redick,LAC,LAC @ UTA,02/13/2017,2016-17,W,25,9,3,10,30.0,2,7,28.6,1,1,100,0,2,2,1,1,0,2,2,28
Boris Diaw,UTA,UTA vs. LAC,02/13/2017,2016-17,L,18,4,2,3,66.7,0,0,-,0,2,0.0,0,3,3,4,1,0,2,1,-13
Jamal Crawford,LAC,LAC @ UTA,02/13/2017,2016-17,W,22,11,5,9,55.6,1,3,33.3,0,0,-,0,2,2,1,2,0,5,1,-12
Luc Mbah a Moute,LAC,LAC @ UTA,02/13/2017,2016-17,W,38,5,2,5,40.0,1,2,50.0,0,0,-,1,4,5,2,2,0,0,3,24
Diamond Stone,LAC,LAC @ UTA,02/13/2017,2016-17,W,1,0,0,2,0.0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,0
Raul Neto,UTA,UTA vs. LAC,02/13/2017,2016-17,L,6,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,0,6
Blake Griffin,LAC,LAC @ UTA,02/13/2017,2016-17,W,34,26,11,18,61.1,1,1,100,3,4,75.0,2,8,10,6,0,2,0,1,23
Dante Exum,UTA,UTA vs. LAC,02/13/2017,2016-17,L,22,10,4,8,50.0,0,2,0.0,2,2,100,0,3,3,3,1,0,0,2,15
Alan Anderson,LAC,LAC @ UTA,02/13/2017,2016-17,W,10,2,1,2,50.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-8
Joe Johnson,UTA,UTA vs. LAC,02/13/2017,2016-17,L,28,4,2,6,33.3,0,1,0.0,0,0,-,1,5,6,3,0,0,2,0,-2
Jeff Withey,UTA,UTA vs. LAC,02/13/2017,2016-17,L,5,0,0,2,0.0,0,0,-,0,0,-,1,0,1,0,0,1,0,0,4
Dennis Schroder,ATL,ATL @ POR,02/13/2017,2016-17,W,42,22,9,22,40.9,1,4,25.0,3,4,75.0,0,4,4,4,0,0,2,3,23
DeAndre' Bembry,ATL,ATL @ POR,02/13/2017,2016-17,W,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-8
Mike Dunleavy,ATL,ATL @ POR,02/13/2017,2016-17,W,8,3,1,4,25.0,1,4,25.0,0,0,-,0,1,1,0,0,0,0,0,-6
Meyers Leonard,POR,POR vs. ATL,02/13/2017,2016-17,L,24,2,1,7,14.3,0,6,0.0,0,2,0.0,2,4,6,3,0,0,0,5,-5
Mike Muscala,ATL,ATL @ POR,02/13/2017,2016-17,W,13,4,2,3,66.7,0,0,-,0,0,-,1,3,4,0,0,0,0,2,-11
CJ McCollum,POR,POR vs. ATL,02/13/2017,2016-17,L,41,26,9,24,37.5,3,8,37.5,5,6,83.3,2,5,7,5,0,0,1,2,2
Malcolm Delaney,ATL,ATL @ POR,02/13/2017,2016-17,W,13,2,0,5,0.0,0,2,0.0,2,2,100,0,0,0,0,0,0,0,2,-17
Tim Hardaway Jr.,ATL,ATL @ POR,02/13/2017,2016-17,W,43,25,8,19,42.1,4,9,44.4,5,5,100,0,7,7,4,1,0,1,1,19
Allen Crabbe,POR,POR vs. ATL,02/13/2017,2016-17,L,31,6,2,5,40.0,1,2,50.0,1,2,50.0,0,3,3,2,1,0,1,3,-2
Noah Vonleh,POR,POR vs. ATL,02/13/2017,2016-17,L,14,1,0,1,0.0,0,0,-,1,2,50.0,0,4,4,0,0,1,1,6,-3
Ed Davis,POR,POR vs. ATL,02/13/2017,2016-17,L,27,11,5,8,62.5,0,0,-,1,6,16.7,6,7,13,3,0,1,1,6,10
Paul Millsap,ATL,ATL @ POR,02/13/2017,2016-17,W,41,21,4,12,33.3,1,3,33.3,12,12,100,1,8,9,5,2,5,1,3,5
Maurice Harkless,POR,POR vs. ATL,02/13/2017,2016-17,L,32,17,7,15,46.7,3,4,75.0,0,1,0.0,6,3,9,2,1,2,2,4,-14
Taurean Prince,ATL,ATL @ POR,02/13/2017,2016-17,W,25,5,1,4,25.0,1,3,33.3,2,2,100,0,5,5,0,3,0,0,5,8
Kent Bazemore,ATL,ATL @ POR,02/13/2017,2016-17,W,37,8,2,7,28.6,0,2,0.0,4,7,57.1,1,5,6,6,1,3,3,5,14
Shabazz Napier,POR,POR vs. ATL,02/13/2017,2016-17,L,6,3,1,2,50.0,1,1,100,0,0,-,0,0,0,0,0,0,0,0,1
Dwight Howard,ATL,ATL @ POR,02/13/2017,2016-17,W,38,19,5,7,71.4,0,1,0.0,9,16,56.3,4,12,16,1,2,3,2,2,-2
Al-Farouq Aminu,POR,POR vs. ATL,02/13/2017,2016-17,L,39,14,5,14,35.7,4,9,44.4,0,0,-,3,12,15,2,1,0,3,3,-2
Pat Connaughton,POR,POR vs. ATL,02/13/2017,2016-17,L,10,3,1,6,16.7,1,3,33.3,0,0,-,2,1,3,1,0,0,2,3,8
Damian Lillard,POR,POR vs. ATL,02/13/2017,2016-17,L,41,21,6,21,28.6,3,9,33.3,6,6,100,1,5,6,4,1,0,3,2,-20
Aaron Gordon,ORL,ORL @ MIA,02/13/2017,2016-17,W,29,8,3,6,50.0,0,1,0.0,2,4,50.0,1,5,6,3,2,1,5,3,8
Bismack Biyombo,ORL,ORL @ MIA,02/13/2017,2016-17,W,16,2,1,2,50.0,0,0,-,0,0,-,5,5,10,1,0,1,1,3,5
James Johnson,MIA,MIA vs. ORL,02/13/2017,2016-17,L,28,15,5,9,55.6,1,2,50.0,4,5,80.0,1,2,3,3,0,3,1,4,6
Tyler Johnson,MIA,MIA vs. ORL,02/13/2017,2016-17,L,31,13,4,9,44.4,0,2,0.0,5,6,83.3,0,3,3,2,2,1,0,1,4
Wayne Ellington,MIA,MIA vs. ORL,02/13/2017,2016-17,L,21,6,2,7,28.6,2,6,33.3,0,0,-,0,0,0,0,0,0,0,2,0
Luke Babbitt,MIA,MIA vs. ORL,02/13/2017,2016-17,L,12,3,1,1,100,1,1,100,0,0,-,0,1,1,0,0,0,0,1,-10
Dion Waiters,MIA,MIA vs. ORL,02/13/2017,2016-17,L,34,23,10,19,52.6,1,5,20.0,2,3,66.7,0,2,2,6,2,0,6,4,-16
Okaro White,MIA,MIA vs. ORL,02/13/2017,2016-17,L,7,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,2,-5
Serge Ibaka,ORL,ORL @ MIA,02/13/2017,2016-17,W,28,17,7,9,77.8,1,1,100,2,2,100,5,3,8,0,1,1,0,3,1
C.J. Watson,ORL,ORL @ MIA,02/13/2017,2016-17,W,17,5,2,6,33.3,1,2,50.0,0,0,-,0,0,0,1,0,0,2,0,-7
D.J. Augustin,ORL,ORL @ MIA,02/13/2017,2016-17,W,15,3,1,4,25.0,1,1,100,0,0,-,0,1,1,1,0,0,1,2,1
Willie Reed,MIA,MIA vs. ORL,02/13/2017,2016-17,L,12,2,1,4,25.0,0,0,-,0,0,-,1,0,1,0,0,0,1,2,-3
Mario Hezonja,ORL,ORL @ MIA,02/13/2017,2016-17,W,16,11,4,6,66.7,3,3,100,0,0,-,0,1,1,1,1,0,1,1,-4
Jeff Green,ORL,ORL @ MIA,02/13/2017,2016-17,W,20,13,5,11,45.5,0,2,0.0,3,3,100,0,2,2,0,1,0,0,4,10
Nikola Vucevic,ORL,ORL @ MIA,02/13/2017,2016-17,W,31,13,4,14,28.6,0,0,-,5,8,62.5,4,13,17,3,3,0,1,2,2
Evan Fournier,ORL,ORL @ MIA,02/13/2017,2016-17,W,36,24,10,17,58.8,2,4,50.0,2,5,40.0,0,2,2,4,1,0,3,2,13
Goran Dragic,MIA,MIA vs. ORL,02/13/2017,2016-17,L,36,22,6,15,40.0,0,1,0.0,10,10,100,1,2,3,1,1,1,2,3,7
Elfrid Payton,ORL,ORL @ MIA,02/13/2017,2016-17,W,31,20,7,15,46.7,0,0,-,6,7,85.7,0,5,5,4,0,0,0,2,16
Rodney McGruder,MIA,MIA vs. ORL,02/13/2017,2016-17,L,22,11,5,10,50.0,1,4,25.0,0,0,-,2,2,4,1,0,0,1,2,-22
Hassan Whiteside,MIA,MIA vs. ORL,02/13/2017,2016-17,L,36,12,5,7,71.4,0,0,-,2,3,66.7,1,18,19,1,2,2,3,4,-6
Isaiah Whitehead,BKN,BKN vs. MEM,02/13/2017,2016-17,L,17,7,3,5,60.0,1,2,50.0,0,0,-,0,0,0,2,2,0,1,3,-8
Sean Kilpatrick,BKN,BKN vs. MEM,02/13/2017,2016-17,L,25,15,6,15,40.0,3,9,33.3,0,0,-,1,5,6,3,1,0,1,1,-3
Marc Gasol,MEM,MEM @ BKN,02/13/2017,2016-17,W,37,19,6,17,35.3,0,4,0.0,7,7,100,1,9,10,8,1,1,2,1,5
Chris McCullough,BKN,BKN vs. MEM,02/13/2017,2016-17,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,4
Caris LeVert,BKN,BKN vs. MEM,02/13/2017,2016-17,L,21,2,1,6,16.7,0,4,0.0,0,0,-,0,2,2,2,0,0,1,3,-5
Mike Conley,MEM,MEM @ BKN,02/13/2017,2016-17,W,37,32,10,16,62.5,2,4,50.0,10,11,90.9,1,0,1,6,1,0,1,3,1
Troy Daniels,MEM,MEM @ BKN,02/13/2017,2016-17,W,16,6,2,5,40.0,2,4,50.0,0,0,-,0,1,1,1,0,0,0,0,-1
Luis Scola,BKN,BKN vs. MEM,02/13/2017,2016-17,L,15,0,0,2,0.0,0,2,0.0,0,0,-,1,3,4,4,0,0,0,2,-12
Spencer Dinwiddie,BKN,BKN vs. MEM,02/13/2017,2016-17,L,29,17,5,8,62.5,4,5,80.0,3,3,100,0,3,3,1,0,0,0,1,-2
JaMychal Green,MEM,MEM @ BKN,02/13/2017,2016-17,W,19,10,4,5,80.0,0,0,-,2,2,100,0,6,6,0,0,0,1,3,-3
Trevor Booker,BKN,BKN vs. MEM,02/13/2017,2016-17,L,23,13,6,10,60.0,0,2,0.0,1,1,100,2,2,4,0,1,0,2,1,-10
Brook Lopez,BKN,BKN vs. MEM,02/13/2017,2016-17,L,32,17,7,18,38.9,1,5,20.0,2,2,100,1,2,3,5,1,0,2,4,-1
Zach Randolph,MEM,MEM @ BKN,02/13/2017,2016-17,W,19,7,2,8,25.0,0,1,0.0,3,4,75.0,1,2,3,1,1,0,2,1,9
Randy Foye,BKN,BKN vs. MEM,02/13/2017,2016-17,L,16,5,2,4,50.0,1,2,50.0,0,0,-,0,1,1,2,1,0,1,1,0
Joe Harris,BKN,BKN vs. MEM,02/13/2017,2016-17,L,10,3,1,2,50.0,1,2,50.0,0,0,-,0,1,1,0,0,0,1,2,-10
Vince Carter,MEM,MEM @ BKN,02/13/2017,2016-17,W,20,14,5,8,62.5,4,5,80.0,0,0,-,0,3,3,1,2,0,0,1,5
Chandler Parsons,MEM,MEM @ BKN,02/13/2017,2016-17,W,25,2,1,4,25.0,0,1,0.0,0,0,-,0,7,7,2,1,0,1,1,0
Bojan Bogdanovic,BKN,BKN vs. MEM,02/13/2017,2016-17,L,25,11,3,6,50.0,0,2,0.0,5,6,83.3,1,4,5,2,0,0,2,2,1
Brandan Wright,MEM,MEM @ BKN,02/13/2017,2016-17,W,21,17,7,9,77.8,0,0,-,3,3,100,1,3,4,1,1,0,1,1,5
James Ennis III,MEM,MEM @ BKN,02/13/2017,2016-17,W,28,5,2,2,100,1,1,100,0,0,-,0,3,3,0,0,0,3,3,20
Rondae Hollis-Jefferson,BKN,BKN vs. MEM,02/13/2017,2016-17,L,25,13,4,6,66.7,1,2,50.0,4,6,66.7,0,3,3,2,2,0,1,4,1
Toney Douglas,MEM,MEM @ BKN,02/13/2017,2016-17,W,19,0,0,3,0.0,0,2,0.0,0,0,-,1,2,3,5,0,0,1,2,4
Tyson Chandler,PHX,PHX vs. NOP,02/13/2017,2016-17,L,28,4,1,3,33.3,0,0,-,2,2,100,1,7,8,2,0,1,0,3,-3
Langston Galloway,NOP,NOP @ PHX,02/13/2017,2016-17,W,23,9,3,6,50.0,3,5,60.0,0,0,-,0,2,2,0,0,1,1,0,12
Alexis Ajinca,NOP,NOP @ PHX,02/13/2017,2016-17,W,19,5,2,5,40.0,0,0,-,1,2,50.0,2,1,3,0,1,0,1,4,5
Marquese Chriss,PHX,PHX vs. NOP,02/13/2017,2016-17,L,16,7,3,9,33.3,0,3,0.0,1,2,50.0,2,1,3,0,2,0,1,4,-5
Jared Dudley,PHX,PHX vs. NOP,02/13/2017,2016-17,L,12,5,2,4,50.0,1,2,50.0,0,0,-,0,0,0,0,0,0,1,3,-4
Leandro Barbosa,PHX,PHX vs. NOP,02/13/2017,2016-17,L,11,2,1,4,25.0,0,0,-,0,0,-,0,1,1,1,0,0,0,1,-1
Alex Len,PHX,PHX vs. NOP,02/13/2017,2016-17,L,19,10,4,10,40.0,0,0,-,2,2,100,2,5,7,0,0,1,2,1,1
Buddy Hield,NOP,NOP @ PHX,02/13/2017,2016-17,W,23,8,2,7,28.6,2,5,40.0,2,3,66.7,0,5,5,3,2,0,1,1,-2
Solomon Hill,NOP,NOP @ PHX,02/13/2017,2016-17,W,31,12,2,5,40.0,1,4,25.0,7,8,87.5,0,4,4,0,0,0,1,2,-7
E'Twaun Moore,NOP,NOP @ PHX,02/13/2017,2016-17,W,24,15,6,11,54.5,0,2,0.0,3,3,100,0,0,0,1,2,0,0,5,-11
Devin Booker,PHX,PHX vs. NOP,02/13/2017,2016-17,L,36,21,9,19,47.4,2,6,33.3,1,1,100,0,1,1,3,1,1,5,4,2
Anthony Davis,NOP,NOP @ PHX,02/13/2017,2016-17,W,40,24,8,16,50.0,0,1,0.0,8,8,100,1,9,10,2,0,4,3,4,-1
Brandon Knight,PHX,PHX vs. NOP,02/13/2017,2016-17,L,18,11,4,8,50.0,1,1,100,2,3,66.7,0,1,1,2,0,0,1,2,4
Donatas Motiejunas,NOP,NOP @ PHX,02/13/2017,2016-17,W,18,4,2,6,33.3,0,2,0.0,0,0,-,1,6,7,1,0,0,1,2,6
Jrue Holiday,NOP,NOP @ PHX,02/13/2017,2016-17,W,36,18,6,11,54.5,2,6,33.3,4,6,66.7,1,1,2,8,2,0,5,2,6
P.J. Tucker,PHX,PHX vs. NOP,02/13/2017,2016-17,L,33,11,5,11,45.5,1,4,25.0,0,0,-,7,10,17,1,1,0,2,4,11
T.J. Warren,PHX,PHX vs. NOP,02/13/2017,2016-17,L,26,0,0,3,0.0,0,0,-,0,0,-,0,3,3,0,0,0,1,0,-9
Eric Bledsoe,PHX,PHX vs. NOP,02/13/2017,2016-17,L,39,37,11,22,50.0,3,7,42.9,12,14,85.7,1,1,2,5,3,0,5,3,-6
Tyreke Evans,NOP,NOP @ PHX,02/13/2017,2016-17,W,25,15,6,11,54.5,0,3,0.0,3,5,60.0,0,4,4,4,1,0,3,3,2
Jakob Poeltl,TOR,TOR vs. DET,02/12/2017,2016-17,L,20,5,2,3,66.7,0,0,-,1,2,50.0,2,2,4,0,1,0,0,2,8
Tobias Harris,DET,DET @ TOR,02/12/2017,2016-17,W,31,24,9,13,69.2,2,4,50.0,4,4,100,0,6,6,2,2,1,0,3,26
Norman Powell,TOR,TOR vs. DET,02/12/2017,2016-17,L,8,2,1,3,33.3,0,1,0.0,0,0,-,0,3,3,2,0,0,1,1,1
Cory Joseph,TOR,TOR vs. DET,02/12/2017,2016-17,L,19,8,3,8,37.5,1,2,50.0,1,2,50.0,0,2,2,1,0,0,2,1,-17
DeMar DeRozan,TOR,TOR vs. DET,02/12/2017,2016-17,L,38,26,10,21,47.6,0,1,0.0,6,7,85.7,1,6,7,2,0,1,2,1,6
Marcus Morris Sr.,DET,DET @ TOR,02/12/2017,2016-17,W,32,11,3,9,33.3,0,4,0.0,5,6,83.3,0,3,3,1,2,1,1,4,-1
Lucas Nogueira,TOR,TOR vs. DET,02/12/2017,2016-17,L,32,6,1,1,100,0,0,-,4,4,100,1,1,2,3,1,3,0,1,-4
Kyle Lowry,TOR,TOR vs. DET,02/12/2017,2016-17,L,36,15,5,10,50.0,4,6,66.7,1,2,50.0,0,6,6,5,1,1,2,4,2
Kentavious Caldwell-Pope,DET,DET @ TOR,02/12/2017,2016-17,W,41,21,8,22,36.4,2,12,16.7,3,3,100,0,0,0,2,0,0,1,2,-5
DeMarre Carroll,TOR,TOR vs. DET,02/12/2017,2016-17,L,36,15,6,9,66.7,2,4,50.0,1,4,25.0,0,2,2,3,1,0,1,1,-5
Andre Drummond,DET,DET @ TOR,02/12/2017,2016-17,W,27,10,3,10,30.0,0,0,-,4,8,50.0,8,10,18,0,1,1,1,3,-10
Reggie Jackson,DET,DET @ TOR,02/12/2017,2016-17,W,17,6,1,5,20.0,0,2,0.0,4,4,100,0,0,0,1,2,0,2,1,-25
Terrence Ross,TOR,TOR vs. DET,02/12/2017,2016-17,L,18,7,3,6,50.0,1,2,50.0,0,0,-,0,3,3,2,0,0,0,4,-6
Stanley Johnson,DET,DET @ TOR,02/12/2017,2016-17,W,24,11,4,9,44.4,3,5,60.0,0,0,-,0,2,2,0,1,0,0,1,8
Aron Baynes,DET,DET @ TOR,02/12/2017,2016-17,W,21,2,1,1,100,0,0,-,0,0,-,3,4,7,1,0,1,0,2,11
Ish Smith,DET,DET @ TOR,02/12/2017,2016-17,W,31,15,6,10,60.0,1,2,50.0,2,4,50.0,0,5,5,5,0,1,1,2,26
Jonas Valanciunas,TOR,TOR vs. DET,02/12/2017,2016-17,L,34,17,7,14,50.0,0,0,-,3,4,75.0,2,7,9,0,0,0,1,3,10
Jon Leuer,DET,DET @ TOR,02/12/2017,2016-17,W,17,2,1,5,20.0,0,2,0.0,0,0,-,0,0,0,0,0,0,1,0,-25
Isaiah Canaan,CHI,CHI @ MIN,02/12/2017,2016-17,L,19,5,1,6,16.7,1,3,33.3,2,2,100,0,0,0,1,2,0,0,1,-6
Rajon Rondo,CHI,CHI @ MIN,02/12/2017,2016-17,L,24,10,5,9,55.6,0,3,0.0,0,0,-,0,3,3,6,1,0,5,3,-20
Taj Gibson,CHI,CHI @ MIN,02/12/2017,2016-17,L,17,2,1,4,25.0,0,0,-,0,0,-,2,3,5,1,0,0,2,3,-19
Bobby Portis,CHI,CHI @ MIN,02/12/2017,2016-17,L,31,16,6,11,54.5,1,4,25.0,3,3,100,2,4,6,0,0,0,0,2,-9
Ricky Rubio,MIN,MIN vs. CHI,02/12/2017,2016-17,W,33,17,5,10,50.0,1,3,33.3,6,6,100,0,6,6,11,2,0,4,0,26
Karl-Anthony Towns,MIN,MIN vs. CHI,02/12/2017,2016-17,W,34,22,8,11,72.7,0,2,0.0,6,6,100,1,6,7,4,1,0,1,1,26
Nemanja Bjelica,MIN,MIN vs. CHI,02/12/2017,2016-17,W,19,16,6,12,50.0,3,6,50.0,1,1,100,1,5,6,3,2,1,1,2,12
Cristiano Felicio,CHI,CHI @ MIN,02/12/2017,2016-17,L,24,7,3,7,42.9,0,0,-,1,2,50.0,1,3,4,0,0,0,1,4,-11
Doug McDermott,CHI,CHI @ MIN,02/12/2017,2016-17,L,29,16,6,15,40.0,4,7,57.1,0,0,-,0,1,1,2,0,0,2,1,-22
Brandon Rush,MIN,MIN vs. CHI,02/12/2017,2016-17,W,29,5,1,5,20.0,0,4,0.0,3,4,75.0,1,1,2,1,1,1,1,2,11
Andrew Wiggins,MIN,MIN vs. CHI,02/12/2017,2016-17,W,34,27,10,19,52.6,2,5,40.0,5,6,83.3,2,4,6,4,2,1,1,2,18
Gorgui Dieng,MIN,MIN vs. CHI,02/12/2017,2016-17,W,34,10,5,9,55.6,0,1,0.0,0,0,-,3,10,13,0,2,1,1,3,16
Michael Carter-Williams,CHI,CHI @ MIN,02/12/2017,2016-17,L,30,12,4,12,33.3,1,1,100,3,5,60.0,0,7,7,6,2,0,6,3,-9
Denzel Valentine,CHI,CHI @ MIN,02/12/2017,2016-17,L,23,3,1,4,25.0,1,4,25.0,0,0,-,1,3,4,1,2,0,1,2,-15
Kris Dunn,MIN,MIN vs. CHI,02/12/2017,2016-17,W,12,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,1,0,0,3,0,1
Cole Aldrich,MIN,MIN vs. CHI,02/12/2017,2016-17,W,9,2,1,1,100,0,0,-,0,0,-,1,2,3,1,0,0,0,1,2
Robin Lopez,CHI,CHI @ MIN,02/12/2017,2016-17,L,24,10,5,11,45.5,0,0,-,0,1,0.0,3,1,4,2,0,1,1,3,-17
Jerian Grant,CHI,CHI @ MIN,02/12/2017,2016-17,L,20,8,3,5,60.0,2,3,66.7,0,0,-,0,1,1,3,0,1,0,2,-12
Tyus Jones,MIN,MIN vs. CHI,02/12/2017,2016-17,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,1
Shabazz Muhammad,MIN,MIN vs. CHI,02/12/2017,2016-17,W,19,12,5,7,71.4,0,2,0.0,2,3,66.7,1,1,2,0,1,0,1,2,17
Lance Stephenson,MIN,MIN vs. CHI,02/12/2017,2016-17,W,14,6,3,5,60.0,0,0,-,0,0,-,0,0,0,1,0,0,1,1,10
Anthony Tolliver,SAC,SAC vs. NOP,02/12/2017,2016-17,W,24,9,3,9,33.3,3,7,42.9,0,0,-,0,6,6,0,2,0,1,3,2
Willie Cauley-Stein,SAC,SAC vs. NOP,02/12/2017,2016-17,W,18,8,3,6,50.0,0,0,-,2,2,100,0,4,4,1,0,0,1,1,4
Malachi Richardson,SAC,SAC vs. NOP,02/12/2017,2016-17,W,13,3,1,4,25.0,0,2,0.0,1,1,100,0,1,1,0,1,0,0,1,-2
