Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Brian Roberts,CHA,CHA @ TOR,04/15/2015,2014-15,L,18,3,1,7,14.3,1,6,16.7,0,0,-,0,0,0,5,4,0,0,2,11
Kemba Walker,CHA,CHA @ TOR,04/15/2015,2014-15,L,30,17,6,15,40.0,1,5,20.0,4,4,100,0,3,3,4,3,0,3,0,-16
Gerald Henderson,CHA,CHA @ TOR,04/15/2015,2014-15,L,29,15,7,12,58.3,1,1,100,0,0,-,1,2,3,2,0,0,0,1,-9
Greivis Vasquez,TOR,TOR vs. CHA,04/15/2015,2014-15,W,25,6,2,8,25.0,2,4,50.0,0,0,-,0,4,4,6,1,0,1,3,-3
James Johnson,TOR,TOR vs. CHA,04/15/2015,2014-15,W,15,4,2,6,33.3,0,2,0.0,0,0,-,1,0,1,0,0,1,2,3,-3
Tyler Hansbrough,TOR,TOR vs. CHA,04/15/2015,2014-15,W,22,4,2,2,100,0,0,-,0,0,-,0,3,3,2,1,0,1,3,9
Jason Maxiell,CHA,CHA @ TOR,04/15/2015,2014-15,L,16,2,1,1,100,0,0,-,0,0,-,1,5,6,0,1,0,1,0,2
Troy Daniels,CHA,CHA @ TOR,04/15/2015,2014-15,L,29,24,7,15,46.7,6,13,46.2,4,4,100,1,1,2,1,0,0,1,2,-1
Patrick Patterson,TOR,TOR vs. CHA,04/15/2015,2014-15,W,26,3,1,3,33.3,1,3,33.3,0,0,-,0,3,3,1,1,1,0,0,-4
Kyle Lowry,TOR,TOR vs. CHA,04/15/2015,2014-15,W,37,26,8,15,53.3,6,9,66.7,4,4,100,1,3,4,7,3,0,3,1,5
DeMar DeRozan,TOR,TOR vs. CHA,04/15/2015,2014-15,W,34,16,8,13,61.5,0,2,0.0,0,0,-,1,3,4,6,2,0,4,1,8
Terrence Ross,TOR,TOR vs. CHA,04/15/2015,2014-15,W,33,13,5,15,33.3,3,13,23.1,0,0,-,0,2,2,3,0,0,0,1,8
Jonas Valanciunas,TOR,TOR vs. CHA,04/15/2015,2014-15,W,27,18,9,11,81.8,0,0,-,0,0,-,0,5,5,1,0,0,0,2,14
Jeffery Taylor,CHA,CHA @ TOR,04/15/2015,2014-15,L,38,6,2,6,33.3,0,2,0.0,2,2,100,1,3,4,3,0,0,2,2,0
Anthony Bennett,MIN,MIN vs. OKC,04/15/2015,2014-15,L,22,9,4,11,36.4,1,3,33.3,0,0,-,3,6,9,2,2,0,3,2,-2
Lorenzo Brown,MIN,MIN vs. OKC,04/15/2015,2014-15,L,20,13,6,10,60.0,1,3,33.3,0,0,-,1,2,3,1,2,0,1,3,-4
Arinze Onuaku,MIN,MIN vs. OKC,04/15/2015,2014-15,L,26,12,5,6,83.3,0,0,-,2,6,33.3,5,1,6,2,1,0,0,1,-25
Kevin Martin,MIN,MIN vs. OKC,04/15/2015,2014-15,L,32,29,9,15,60.0,3,5,60.0,8,8,100,0,1,1,0,2,0,2,3,-19
Jeremy Lamb,OKC,OKC @ MIN,04/15/2015,2014-15,W,8,4,2,4,50.0,0,1,0.0,0,0,-,1,2,3,1,0,0,0,1,0
Andrew Wiggins,MIN,MIN vs. OKC,04/15/2015,2014-15,L,38,23,6,12,50.0,0,2,0.0,11,13,84.6,2,4,6,3,1,2,3,2,-32
Anthony Morrow,OKC,OKC @ MIN,04/15/2015,2014-15,W,19,8,3,7,42.9,2,5,40.0,0,0,-,0,0,0,0,2,0,0,3,3
D.J. Augustin,OKC,OKC @ MIN,04/15/2015,2014-15,W,24,5,2,3,66.7,1,1,100,0,0,-,0,0,0,4,0,0,3,0,8
Kyle Singler,OKC,OKC @ MIN,04/15/2015,2014-15,W,15,3,1,4,25.0,1,4,25.0,0,0,-,0,2,2,1,1,0,1,2,9
Enes Kanter,OKC,OKC @ MIN,04/15/2015,2014-15,W,34,25,11,17,64.7,0,1,0.0,3,3,100,8,7,15,2,0,1,1,3,18
Dion Waiters,OKC,OKC @ MIN,04/15/2015,2014-15,W,36,33,12,23,52.2,5,8,62.5,4,6,66.7,3,1,4,1,3,1,2,2,22
Mitch McGary,OKC,OKC @ MIN,04/15/2015,2014-15,W,15,4,2,5,40.0,0,1,0.0,0,1,0.0,1,4,5,1,0,4,0,1,8
Nick Collison,OKC,OKC @ MIN,04/15/2015,2014-15,W,26,12,5,7,71.4,1,1,100,1,2,50.0,1,2,3,3,1,0,2,5,6
Adreian Payne,MIN,MIN vs. OKC,04/15/2015,2014-15,L,24,2,1,4,25.0,0,0,-,0,0,-,1,2,3,1,1,0,2,2,-7
Russell Westbrook,OKC,OKC @ MIN,04/15/2015,2014-15,W,32,37,11,20,55.0,2,5,40.0,13,17,76.5,0,8,8,7,2,0,4,2,23
Andre Roberson,OKC,OKC @ MIN,04/15/2015,2014-15,W,11,0,0,2,0.0,0,1,0.0,0,0,-,1,1,2,2,0,0,0,4,10
Justin Hamilton,MIN,MIN vs. OKC,04/15/2015,2014-15,L,11,2,0,2,0.0,0,0,-,2,2,100,1,1,2,0,0,1,3,4,2
Zach LaVine,MIN,MIN vs. OKC,04/15/2015,2014-15,L,41,19,6,16,37.5,1,5,20.0,6,6,100,0,5,5,13,3,1,2,2,-16
Steven Adams,OKC,OKC @ MIN,04/15/2015,2014-15,W,21,7,3,3,100,0,0,-,1,2,50.0,3,1,4,0,1,0,0,2,18
Robbie Hummel,MIN,MIN vs. OKC,04/15/2015,2014-15,L,26,4,2,8,25.0,0,1,0.0,0,0,-,1,3,4,0,0,0,0,4,-22
Tyler Ennis,MIL,MIL vs. BOS,04/15/2015,2014-15,L,27,11,5,13,38.5,1,4,25.0,0,0,-,1,2,3,8,1,0,4,1,-4
Giannis Antetokounmpo,MIL,MIL vs. BOS,04/15/2015,2014-15,L,29,3,1,6,16.7,0,1,0.0,1,2,50.0,2,1,3,4,0,0,2,2,5
Brandon Bass,BOS,BOS @ MIL,04/15/2015,2014-15,W,14,4,2,4,50.0,0,0,-,0,0,-,1,3,4,1,1,0,1,1,-3
Jorge Gutierrez,MIL,MIL vs. BOS,04/15/2015,2014-15,L,19,8,3,6,50.0,0,0,-,2,4,50.0,1,2,3,2,0,0,1,2,-10
John Henson,MIL,MIL vs. BOS,04/15/2015,2014-15,L,12,3,1,4,25.0,0,0,-,1,2,50.0,2,3,5,2,0,2,1,0,-3
Evan Turner,BOS,BOS @ MIL,04/15/2015,2014-15,W,18,7,3,5,60.0,0,1,0.0,1,2,50.0,0,2,2,6,1,0,3,1,-2
Gerald Wallace,BOS,BOS @ MIL,04/15/2015,2014-15,W,18,0,0,0,-,0,0,-,0,0,-,0,1,1,2,0,0,4,1,0
Ersan Ilyasova,MIL,MIL vs. BOS,04/15/2015,2014-15,L,26,21,8,13,61.5,3,5,60.0,2,2,100,3,2,5,4,0,0,0,1,11
Kelly Olynyk,BOS,BOS @ MIL,04/15/2015,2014-15,W,22,16,5,8,62.5,4,5,80.0,2,2,100,0,5,5,2,1,0,1,3,8
Gigi Datome,BOS,BOS @ MIL,04/15/2015,2014-15,W,27,22,9,15,60.0,3,7,42.9,1,1,100,1,2,3,2,0,1,1,1,-4
James Young,BOS,BOS @ MIL,04/15/2015,2014-15,W,24,9,3,7,42.9,1,5,20.0,2,4,50.0,0,1,1,2,0,0,0,3,5
Jonas Jerebko,BOS,BOS @ MIL,04/15/2015,2014-15,W,23,16,7,13,53.8,2,3,66.7,0,0,-,0,6,6,4,2,0,3,1,3
O.J. Mayo,MIL,MIL vs. BOS,04/15/2015,2014-15,L,26,16,7,14,50.0,1,6,16.7,1,1,100,0,5,5,2,0,0,1,1,-4
Khris Middleton,MIL,MIL vs. BOS,04/15/2015,2014-15,L,21,18,8,10,80.0,2,3,66.7,0,0,-,0,1,1,3,0,0,4,2,-1
Zaza Pachulia,MIL,MIL vs. BOS,04/15/2015,2014-15,L,15,2,1,4,25.0,0,0,-,0,0,-,2,4,6,3,2,0,1,1,6
Tyler Zeller,BOS,BOS @ MIL,04/15/2015,2014-15,W,14,8,4,7,57.1,0,0,-,0,0,-,2,1,3,1,0,0,0,1,-7
Miles Plumlee,MIL,MIL vs. BOS,04/15/2015,2014-15,L,21,9,4,4,100,0,0,-,1,2,50.0,0,3,3,0,3,0,0,2,-8
Phil Pressey,BOS,BOS @ MIL,04/15/2015,2014-15,W,26,5,2,7,28.6,0,1,0.0,1,1,100,2,3,5,7,0,0,1,1,6
Johnny O'Bryant III,MIL,MIL vs. BOS,04/15/2015,2014-15,L,22,2,1,7,14.3,0,0,-,0,0,-,4,5,9,2,0,0,2,3,-16
Michael Carter-Williams,MIL,MIL vs. BOS,04/15/2015,2014-15,L,22,7,2,8,25.0,0,2,0.0,3,3,100,1,4,5,5,1,0,1,2,-1
Marcus Smart,BOS,BOS @ MIL,04/15/2015,2014-15,W,24,7,2,5,40.0,2,5,40.0,1,2,50.0,1,3,4,6,3,1,0,1,3
Jared Sullinger,BOS,BOS @ MIL,04/15/2015,2014-15,W,28,11,5,14,35.7,1,3,33.3,0,2,0.0,1,3,4,4,1,3,2,2,16
Meyers Leonard,POR,POR @ DAL,04/15/2015,2014-15,L,26,7,3,7,42.9,0,3,0.0,1,1,100,2,7,9,0,0,1,1,3,3
Alonzo Gee,POR,POR @ DAL,04/15/2015,2014-15,L,25,8,4,13,30.8,0,3,0.0,0,0,-,2,5,7,0,0,0,1,3,-6
Damian Lillard,POR,POR @ DAL,04/15/2015,2014-15,L,29,17,5,11,45.5,1,3,33.3,6,7,85.7,1,2,3,2,0,0,6,2,-21
Richard Jefferson,DAL,DAL vs. POR,04/15/2015,2014-15,W,19,8,2,4,50.0,2,3,66.7,2,2,100,1,1,2,0,0,0,1,2,25
Joel Freeland,POR,POR @ DAL,04/15/2015,2014-15,L,23,10,4,7,57.1,0,0,-,2,2,100,2,3,5,0,2,1,0,3,7
Steve Blake,POR,POR @ DAL,04/15/2015,2014-15,L,26,14,5,8,62.5,4,7,57.1,0,0,-,0,3,3,5,1,0,3,1,4
Tim Frazier,POR,POR @ DAL,04/15/2015,2014-15,L,30,13,4,6,66.7,1,2,50.0,4,4,100,1,3,4,10,0,0,5,3,-7
Dirk Nowitzki,DAL,DAL vs. POR,04/15/2015,2014-15,W,27,16,5,14,35.7,2,6,33.3,4,4,100,0,5,5,0,1,0,2,2,16
LaMarcus Aldridge,POR,POR @ DAL,04/15/2015,2014-15,L,30,19,8,24,33.3,1,3,33.3,2,3,66.7,3,5,8,0,1,1,2,1,-17
Bernard James,DAL,DAL vs. POR,04/15/2015,2014-15,W,5,3,1,2,50.0,0,0,-,1,1,100,2,1,3,0,0,0,0,1,0
Tyson Chandler,DAL,DAL vs. POR,04/15/2015,2014-15,W,25,22,5,7,71.4,0,0,-,12,15,80.0,3,12,15,0,1,1,0,1,23
J.J. Barea,DAL,DAL vs. POR,04/15/2015,2014-15,W,22,3,1,6,16.7,1,3,33.3,0,0,-,0,1,1,1,1,0,1,2,-2
Dwight Powell,DAL,DAL vs. POR,04/15/2015,2014-15,W,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1
Monta Ellis,DAL,DAL vs. POR,04/15/2015,2014-15,W,28,15,7,13,53.8,0,1,0.0,1,2,50.0,0,4,4,2,2,0,4,3,18
Amar'e Stoudemire,DAL,DAL vs. POR,04/15/2015,2014-15,W,18,13,5,12,41.7,0,0,-,3,4,75.0,2,4,6,1,0,1,0,3,-7
Raymond Felton,DAL,DAL vs. POR,04/15/2015,2014-15,W,22,10,4,9,44.4,1,5,20.0,1,2,50.0,1,2,3,4,2,0,0,1,-2
Charlie Villanueva,DAL,DAL vs. POR,04/15/2015,2014-15,W,13,8,3,8,37.5,2,4,50.0,0,0,-,1,3,4,0,0,2,1,0,-7
Allen Crabbe,POR,POR @ DAL,04/15/2015,2014-15,L,32,8,4,13,30.8,0,4,0.0,0,1,0.0,1,4,5,3,3,0,0,5,-16
Rajon Rondo,DAL,DAL vs. POR,04/15/2015,2014-15,W,24,9,4,7,57.1,0,1,0.0,1,2,50.0,1,1,2,7,2,0,4,0,18
Robin Lopez,POR,POR @ DAL,04/15/2015,2014-15,L,20,2,1,2,50.0,0,0,-,0,0,-,0,1,1,0,0,1,1,1,-27
Al-Farouq Aminu,DAL,DAL vs. POR,04/15/2015,2014-15,W,33,7,2,4,50.0,1,2,50.0,2,2,100,1,8,9,3,0,1,1,2,-3
Terrence Jones,HOU,HOU vs. UTA,04/15/2015,2014-15,W,20,15,6,6,100,1,1,100,2,4,50.0,0,2,2,3,0,3,1,2,20
Chris Johnson,UTA,UTA @ HOU,04/15/2015,2014-15,L,30,13,6,10,60.0,1,4,25.0,0,0,-,0,2,2,0,1,0,1,1,-14
Grant Jerrett,UTA,UTA @ HOU,04/15/2015,2014-15,L,13,7,3,6,50.0,0,1,0.0,1,1,100,0,3,3,1,1,0,0,3,-1
Joe Ingles,UTA,UTA @ HOU,04/15/2015,2014-15,L,17,0,0,6,0.0,0,3,0.0,0,0,-,0,2,2,2,1,0,2,2,-18
Pablo Prigioni,HOU,HOU vs. UTA,04/15/2015,2014-15,W,20,8,3,3,100,2,2,100,0,0,-,1,4,5,2,1,0,1,2,8
Joey Dorsey,HOU,HOU vs. UTA,04/15/2015,2014-15,W,14,3,1,1,100,0,0,-,1,2,50.0,0,3,3,1,0,0,1,0,-10
Trevor Ariza,HOU,HOU vs. UTA,04/15/2015,2014-15,W,23,6,2,8,25.0,1,5,20.0,1,2,50.0,1,2,3,3,1,0,0,0,20
James Harden,HOU,HOU vs. UTA,04/15/2015,2014-15,W,27,16,3,8,37.5,2,5,40.0,8,8,100,0,11,11,10,1,1,6,2,28
Derrick Favors,UTA,UTA @ HOU,04/15/2015,2014-15,L,9,4,2,6,33.3,0,1,0.0,0,1,0.0,3,1,4,1,0,0,2,2,-11
Jeremy Evans,UTA,UTA @ HOU,04/15/2015,2014-15,L,22,10,4,9,44.4,0,1,0.0,2,3,66.7,4,2,6,3,2,0,0,1,-16
Josh Smith,HOU,HOU vs. UTA,04/15/2015,2014-15,W,18,13,4,9,44.4,3,5,60.0,2,4,50.0,0,2,2,2,1,3,1,1,19
Dwight Howard,HOU,HOU vs. UTA,04/15/2015,2014-15,W,21,14,6,7,85.7,0,0,-,2,4,50.0,2,6,8,0,0,2,2,0,21
Jack Cooley,UTA,UTA @ HOU,04/15/2015,2014-15,L,17,8,3,7,42.9,0,0,-,2,5,40.0,3,3,6,0,1,1,0,4,9
Bryce Cotton,UTA,UTA @ HOU,04/15/2015,2014-15,L,25,14,7,14,50.0,0,2,0.0,0,0,-,0,3,3,3,0,0,2,1,-3
Clint Capela,HOU,HOU vs. UTA,04/15/2015,2014-15,W,17,8,3,4,75.0,0,0,-,2,4,50.0,0,6,6,1,0,2,0,5,4
KJ McDaniels,HOU,HOU vs. UTA,04/15/2015,2014-15,W,9,5,2,4,50.0,0,1,0.0,1,2,50.0,0,2,2,0,0,0,0,1,-4
Kostas Papanikolaou,HOU,HOU vs. UTA,04/15/2015,2014-15,W,12,0,0,2,0.0,0,2,0.0,0,0,-,0,1,1,1,0,0,2,2,-7
Dante Exum,UTA,UTA @ HOU,04/15/2015,2014-15,L,17,4,2,6,33.3,0,3,0.0,0,0,-,0,2,2,0,0,1,2,1,-20
Rodney Hood,UTA,UTA @ HOU,04/15/2015,2014-15,L,22,10,4,12,33.3,2,3,66.7,0,0,-,0,2,2,2,1,1,2,3,-16
Nick Johnson,HOU,HOU vs. UTA,04/15/2015,2014-15,W,14,6,2,3,66.7,0,0,-,2,2,100,0,1,1,0,0,0,3,2,-10
Elijah Millsap,UTA,UTA @ HOU,04/15/2015,2014-15,L,25,9,3,8,37.5,1,4,25.0,2,4,50.0,0,4,4,7,2,0,0,2,4
Corey Brewer,HOU,HOU vs. UTA,04/15/2015,2014-15,W,23,14,6,15,40.0,0,3,0.0,2,2,100,0,3,3,3,3,1,1,0,18
Jason Terry,HOU,HOU vs. UTA,04/15/2015,2014-15,W,22,9,3,6,50.0,3,4,75.0,0,0,-,0,2,2,2,2,1,0,2,23
Rudy Gobert,UTA,UTA @ HOU,04/15/2015,2014-15,L,24,8,3,6,50.0,0,0,-,2,2,100,3,5,8,0,1,3,2,0,-26
Trey Burke,UTA,UTA @ HOU,04/15/2015,2014-15,L,19,4,1,11,9.1,1,5,20.0,1,2,50.0,1,1,2,4,2,0,1,1,-18
Tristan Thompson,CLE,CLE vs. WAS,04/15/2015,2014-15,W,22,12,4,7,57.1,0,0,-,4,4,100,3,5,8,2,0,1,1,1,7
JR Smith,CLE,CLE vs. WAS,04/15/2015,2014-15,W,9,0,0,5,0.0,0,3,0.0,0,0,-,0,0,0,3,0,0,1,0,-9
Otto Porter Jr.,WAS,WAS @ CLE,04/15/2015,2014-15,L,20,4,2,5,40.0,0,1,0.0,0,0,-,1,3,4,0,0,1,2,1,-2
Joe Harris,CLE,CLE vs. WAS,04/15/2015,2014-15,W,17,3,1,5,20.0,1,3,33.3,0,0,-,0,1,1,1,0,0,5,3,-4
Kendrick Perkins,CLE,CLE vs. WAS,04/15/2015,2014-15,W,28,7,3,6,50.0,0,0,-,1,2,50.0,1,4,5,1,1,1,3,2,7
Matthew Dellavedova,CLE,CLE vs. WAS,04/15/2015,2014-15,W,33,18,6,11,54.5,4,5,80.0,2,2,100,0,3,3,12,2,0,3,2,19
Timofey Mozgov,CLE,CLE vs. WAS,04/15/2015,2014-15,W,14,8,4,5,80.0,0,0,-,0,2,0.0,1,2,3,0,0,0,0,1,1
Kyrie Irving,CLE,CLE vs. WAS,04/15/2015,2014-15,W,18,9,4,9,44.4,1,3,33.3,0,0,-,0,2,2,7,1,0,2,0,-13
Mike Miller,CLE,CLE vs. WAS,04/15/2015,2014-15,W,18,3,1,2,50.0,1,2,50.0,0,0,-,0,2,2,0,0,0,0,3,2
DeJuan Blair,WAS,WAS @ CLE,04/15/2015,2014-15,L,24,10,5,10,50.0,0,0,-,0,0,-,3,4,7,0,3,0,2,5,-5
Kris Humphries,WAS,WAS @ CLE,04/15/2015,2014-15,L,29,12,4,7,57.1,0,1,0.0,4,4,100,3,2,5,2,0,0,0,1,0
Marcin Gortat,WAS,WAS @ CLE,04/15/2015,2014-15,L,14,8,4,11,36.4,0,0,-,0,0,-,1,5,6,4,1,0,0,1,8
Shawn Marion,CLE,CLE vs. WAS,04/15/2015,2014-15,W,33,8,4,10,40.0,0,1,0.0,0,0,-,4,5,9,1,1,0,0,0,3
Ramon Sessions,WAS,WAS @ CLE,04/15/2015,2014-15,L,37,14,4,8,50.0,2,2,100,4,6,66.7,0,2,2,6,0,0,1,1,-7
Rasual Butler,WAS,WAS @ CLE,04/15/2015,2014-15,L,45,17,7,19,36.8,3,8,37.5,0,0,-,1,6,7,2,2,1,0,0,9
Martell Webster,WAS,WAS @ CLE,04/15/2015,2014-15,L,36,20,5,9,55.6,3,5,60.0,7,8,87.5,1,2,3,2,1,0,2,0,-4
Brendan Haywood,CLE,CLE vs. WAS,04/15/2015,2014-15,W,15,5,2,3,66.7,0,0,-,1,3,33.3,0,1,1,0,0,2,0,1,-2
Kevin Seraphin,WAS,WAS @ CLE,04/15/2015,2014-15,L,39,12,6,13,46.2,0,0,-,0,1,0.0,3,9,12,2,1,3,5,3,-11
Iman Shumpert,CLE,CLE vs. WAS,04/15/2015,2014-15,W,29,18,7,12,58.3,3,5,60.0,1,2,50.0,1,5,6,2,2,0,0,1,17
James Jones,CLE,CLE vs. WAS,04/15/2015,2014-15,W,12,3,1,4,25.0,1,2,50.0,0,0,-,1,0,1,0,0,0,0,3,3
Will Bynum,WAS,WAS @ CLE,04/15/2015,2014-15,L,21,11,5,15,33.3,0,5,0.0,1,2,50.0,2,2,4,8,0,0,1,1,-13
Kevin Love,CLE,CLE vs. WAS,04/15/2015,2014-15,W,18,19,6,12,50.0,5,6,83.3,2,2,100,0,3,3,0,0,0,1,0,-6
Aaron Gordon,ORL,ORL @ BKN,04/15/2015,2014-15,L,34,7,3,11,27.3,1,2,50.0,0,0,-,3,4,7,0,0,0,0,2,-15
