Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
MIN,MIN vs. POR,02/04/2013,2012-13,L,240,98,40,85,47.1,3,13,23.1,15,19,78.9,10,19,29,23,13,2,13,20,-2
CHI,CHI @ IND,02/04/2013,2012-13,L,240,101,39,88,44.3,4,16,25.0,19,22,86.4,12,23,35,18,7,6,10,25,-10
IND,IND vs. CHI,02/04/2013,2012-13,W,240,111,39,74,52.7,6,14,42.9,27,34,79.4,13,34,47,23,6,8,16,19,10
UTA,UTA vs. SAC,02/04/2013,2012-13,W,265,98,38,72,52.8,7,12,58.3,15,18,83.3,5,36,41,25,8,8,22,19,7
SAC,SAC @ UTA,02/04/2013,2012-13,L,265,91,35,87,40.2,3,20,15.0,18,25,72.0,15,24,39,13,11,4,13,21,-7
MIA,MIA vs. CHA,02/04/2013,2012-13,W,240,99,41,81,50.6,1,12,8.3,16,24,66.7,12,27,39,23,6,5,11,18,5
CHA,CHA @ MIA,02/04/2013,2012-13,L,240,94,34,80,42.5,8,25,32.0,18,20,90.0,12,28,40,13,8,5,16,24,-5
DET,DET @ NYK,02/04/2013,2012-13,L,240,85,38,90,42.2,3,13,23.1,6,12,50.0,17,26,43,15,10,5,12,13,-14
NYK,NYK vs. DET,02/04/2013,2012-13,W,240,99,36,79,45.6,14,34,41.2,13,16,81.3,14,32,46,22,6,2,15,16,14
PHI,PHI vs. ORL,02/04/2013,2012-13,W,240,78,36,79,45.6,3,20,15.0,3,5,60.0,7,39,46,26,8,7,11,10,17
ORL,ORL @ PHI,02/04/2013,2012-13,L,240,61,27,80,33.8,1,12,8.3,6,8,75.0,10,36,46,20,5,2,13,5,-17
TOR,TOR vs. MIA,02/03/2013,2012-13,L,240,85,28,75,37.3,4,18,22.2,25,32,78.1,14,24,38,15,10,3,15,24,-15
MIA,MIA @ TOR,02/03/2013,2012-13,W,240,100,40,75,53.3,3,12,25.0,17,23,73.9,7,27,34,19,10,4,13,23,15
LAL,LAL @ DET,02/03/2013,2012-13,W,240,98,39,83,47.0,6,20,30.0,14,22,63.6,7,34,41,24,9,3,14,15,1
DET,DET vs. LAL,02/03/2013,2012-13,L,240,97,41,92,44.6,5,14,35.7,10,15,66.7,10,37,47,26,10,8,15,18,-1
LAC,LAC @ BOS,02/03/2013,2012-13,L,240,104,40,79,50.6,9,21,42.9,15,21,71.4,13,28,41,27,9,2,21,26,-2
BOS,BOS vs. LAC,02/03/2013,2012-13,W,240,106,36,72,50.0,11,18,61.1,23,27,85.2,6,23,29,23,8,2,17,22,2
NOH,NOH @ MIN,02/02/2013,2012-13,L,240,86,28,70,40.0,3,14,21.4,27,33,81.8,9,19,28,15,12,4,23,25,-29
MIN,MIN vs. NOH,02/02/2013,2012-13,W,240,115,45,77,58.4,5,15,33.3,20,29,69.0,15,29,44,30,12,5,18,27,29
MIL,MIL vs. ORL,02/02/2013,2012-13,W,240,107,42,90,46.7,9,24,37.5,14,20,70.0,14,28,42,26,6,9,16,16,9
ORL,ORL @ MIL,02/02/2013,2012-13,L,240,98,41,94,43.6,5,19,26.3,11,22,50.0,20,32,52,32,9,5,17,17,-9
ATL,ATL vs. CHI,02/02/2013,2012-13,L,240,76,31,79,39.2,6,19,31.6,8,15,53.3,12,33,45,17,3,7,14,12,-17
CHI,CHI @ ATL,02/02/2013,2012-13,W,240,93,38,93,40.9,8,20,40.0,9,13,69.2,18,35,53,26,12,5,9,14,17
POR,POR vs. UTA,02/02/2013,2012-13,W,240,105,38,75,50.7,10,18,55.6,19,28,67.9,10,39,49,25,2,6,16,17,6
UTA,UTA @ POR,02/02/2013,2012-13,L,240,99,39,90,43.3,8,19,42.1,13,16,81.3,10,27,37,24,9,2,5,22,-6
CLE,CLE vs. OKC,02/02/2013,2012-13,W,240,115,43,90,47.8,9,18,50.0,20,23,87.0,14,30,44,27,9,2,13,16,5
OKC,OKC @ CLE,02/02/2013,2012-13,L,240,110,41,83,49.4,7,21,33.3,21,26,80.8,14,33,47,19,10,11,17,20,-5
CHA,CHA @ HOU,02/02/2013,2012-13,L,240,95,33,79,41.8,8,19,42.1,21,24,87.5,9,26,35,18,7,7,14,23,-14
HOU,HOU vs. CHA,02/02/2013,2012-13,W,240,109,42,82,51.2,7,20,35.0,18,23,78.3,14,36,50,27,5,5,15,19,14
SAC,SAC @ NYK,02/02/2013,2012-13,L,240,81,32,76,42.1,6,21,28.6,11,15,73.3,5,25,30,14,8,2,19,15,-39
NYK,NYK vs. SAC,02/02/2013,2012-13,W,240,120,47,86,54.7,19,43,44.2,7,13,53.8,15,37,52,34,8,1,17,19,39
WAS,WAS @ SAS,02/02/2013,2012-13,L,240,86,36,88,40.9,6,22,27.3,8,17,47.1,12,29,41,24,8,2,16,23,-10
SAS,SAS vs. WAS,02/02/2013,2012-13,W,240,96,38,78,48.7,5,20,25.0,15,16,93.8,3,42,45,25,5,4,16,17,10
PHX,PHX @ GSW,02/02/2013,2012-13,L,240,93,35,86,40.7,5,15,33.3,18,24,75.0,15,33,48,22,7,1,12,21,-20
GSW,GSW vs. PHX,02/02/2013,2012-13,W,240,113,45,89,50.6,9,19,47.4,14,20,70.0,14,33,47,34,5,3,13,24,20
MEM,MEM vs. WAS,02/01/2013,2012-13,W,240,85,35,78,44.9,1,7,14.3,14,17,82.4,12,34,46,22,9,6,19,12,9
WAS,WAS @ MEM,02/01/2013,2012-13,L,240,76,34,83,41.0,5,20,25.0,3,3,100,7,24,31,19,12,0,16,19,-9
TOR,TOR vs. LAC,02/01/2013,2012-13,W,240,98,38,81,46.9,12,26,46.2,10,17,58.8,11,34,45,30,7,6,12,25,25
LAC,LAC @ TOR,02/01/2013,2012-13,L,240,73,25,72,34.7,3,19,15.8,20,31,64.5,9,28,37,12,6,4,15,16,-25
MIN,MIN vs. LAL,02/01/2013,2012-13,L,240,100,41,89,46.1,10,22,45.5,8,18,44.4,8,32,40,23,8,4,13,18,-11
LAL,LAL @ MIN,02/01/2013,2012-13,W,240,111,39,92,42.4,12,32,37.5,21,25,84.0,17,40,57,27,6,6,13,14,11
NOH,NOH @ DEN,02/01/2013,2012-13,L,240,98,38,72,52.8,4,13,30.8,18,21,85.7,5,31,36,19,4,8,22,20,-15
DEN,DEN vs. NOH,02/01/2013,2012-13,W,240,113,44,84,52.4,7,22,31.8,18,22,81.8,7,25,32,29,14,6,9,20,15
MIA,MIA @ IND,02/01/2013,2012-13,L,240,89,33,70,47.1,5,14,35.7,18,24,75.0,6,19,25,21,7,6,11,22,-13
IND,IND vs. MIA,02/01/2013,2012-13,W,240,102,39,70,55.7,7,17,41.2,17,24,70.8,8,26,34,21,5,3,17,22,13
UTA,UTA vs. POR,02/01/2013,2012-13,W,240,86,35,81,43.2,4,15,26.7,12,17,70.6,9,38,47,19,7,7,13,21,9
POR,POR @ UTA,02/01/2013,2012-13,L,240,77,29,79,36.7,7,20,35.0,12,16,75.0,12,28,40,15,6,8,15,22,-9
DET,DET vs. CLE,02/01/2013,2012-13,W,240,117,45,83,54.2,4,14,28.6,23,43,53.5,13,36,49,27,8,11,11,21,18
CLE,CLE @ DET,02/01/2013,2012-13,L,240,99,35,88,39.8,6,20,30.0,23,26,88.5,13,29,42,19,5,6,15,33,-18
ORL,ORL @ BOS,02/01/2013,2012-13,L,240,84,36,95,37.9,3,19,15.8,9,9,100,15,32,47,19,10,6,14,13,-13
BOS,BOS vs. ORL,02/01/2013,2012-13,W,240,97,42,84,50.0,4,18,22.2,9,14,64.3,10,38,48,30,9,5,15,13,13
CHI,CHI @ BKN,02/01/2013,2012-13,L,240,89,34,78,43.6,1,14,7.1,20,22,90.9,11,18,29,23,9,3,14,17,-4
BKN,BKN vs. CHI,02/01/2013,2012-13,W,240,93,39,75,52.0,5,11,45.5,10,20,50.0,11,29,40,19,7,4,18,18,4
PHX,PHX vs. DAL,02/01/2013,2012-13,L,240,99,38,89,42.7,4,15,26.7,19,25,76.0,12,34,46,20,9,7,13,21,-10
DAL,DAL @ PHX,02/01/2013,2012-13,W,240,109,40,88,45.5,8,21,38.1,21,25,84.0,12,39,51,25,10,12,15,18,10
MIL,MIL @ NYK,02/01/2013,2012-13,L,240,86,33,83,39.8,8,20,40.0,12,17,70.6,12,28,40,18,7,3,13,22,-10
NYK,NYK vs. MIL,02/01/2013,2012-13,W,240,96,32,76,42.1,13,35,37.1,19,26,73.1,14,36,50,17,5,4,16,15,10
SAC,SAC @ PHI,02/01/2013,2012-13,L,240,80,30,79,38.0,1,10,10.0,19,25,76.0,9,26,35,21,12,4,13,15,-9
PHI,PHI vs. SAC,02/01/2013,2012-13,W,240,89,36,76,47.4,3,14,21.4,14,19,73.7,9,38,47,20,6,4,20,18,9
MEM,MEM @ OKC,01/31/2013,2012-13,L,240,89,34,98,34.7,6,25,24.0,15,19,78.9,21,27,48,19,12,2,13,23,-17
OKC,OKC vs. MEM,01/31/2013,2012-13,W,240,106,40,72,55.6,5,14,35.7,21,25,84.0,4,39,43,25,5,11,16,18,17
DAL,DAL @ GSW,01/31/2013,2012-13,L,240,97,36,81,44.4,8,25,32.0,17,24,70.8,12,35,47,25,8,5,15,18,-3
GSW,GSW vs. DAL,01/31/2013,2012-13,W,240,100,36,84,42.9,7,20,35.0,21,25,84.0,12,34,46,26,6,4,13,21,3
MIN,MIN vs. LAC,01/30/2013,2012-13,L,240,90,33,76,43.4,5,19,26.3,19,27,70.4,8,30,38,20,9,3,13,25,-6
LAC,LAC @ MIN,01/30/2013,2012-13,W,240,96,35,76,46.1,3,9,33.3,23,36,63.9,14,31,45,16,11,4,15,18,6
HOU,HOU @ DEN,01/30/2013,2012-13,L,240,110,39,81,48.1,8,27,29.6,24,35,68.6,10,32,42,22,11,6,22,29,-8
DEN,DEN vs. HOU,01/30/2013,2012-13,W,240,118,42,82,51.2,8,28,28.6,26,36,72.2,9,31,40,21,9,7,20,23,8
CHI,CHI @ MIL,01/30/2013,2012-13,W,240,104,45,91,49.5,4,13,30.8,10,13,76.9,15,30,45,27,10,5,12,22,16
MIL,MIL vs. CHI,01/30/2013,2012-13,L,240,88,34,82,41.5,6,14,42.9,14,19,73.7,15,26,41,17,3,7,19,19,-16
TOR,TOR @ ATL,01/30/2013,2012-13,L,240,92,33,85,38.8,9,22,40.9,17,23,73.9,15,37,52,16,6,5,17,18,-1
ATL,ATL vs. TOR,01/30/2013,2012-13,W,240,93,36,75,48.0,10,26,38.5,11,18,61.1,3,33,36,26,10,8,17,18,1
DET,DET @ IND,01/30/2013,2012-13,L,240,79,32,88,36.4,3,18,16.7,12,27,44.4,16,28,44,11,8,10,14,17,-19
IND,IND vs. DET,01/30/2013,2012-13,W,240,98,36,81,44.4,7,14,50.0,19,21,90.5,15,41,56,23,8,4,17,18,19
UTA,UTA vs. NOH,01/30/2013,2012-13,W,240,104,34,68,50.0,4,12,33.3,32,46,69.6,7,33,40,24,6,5,13,24,5
NOH,NOH @ UTA,01/30/2013,2012-13,L,240,99,37,78,47.4,8,22,36.4,17,28,60.7,10,33,43,22,5,7,12,32,-5
SAC,SAC @ BOS,01/30/2013,2012-13,L,240,81,29,73,39.7,6,17,35.3,17,26,65.4,11,27,38,13,11,1,19,19,-18
BOS,BOS vs. SAC,01/30/2013,2012-13,W,240,99,39,73,53.4,5,16,31.3,16,20,80.0,6,32,38,22,9,4,18,22,18
MIA,MIA @ BKN,01/30/2013,2012-13,W,240,105,43,83,51.8,11,19,57.9,8,14,57.1,13,25,38,21,10,3,15,20,20
BKN,BKN vs. MIA,01/30/2013,2012-13,L,240,85,31,69,44.9,5,17,29.4,18,24,75.0,10,24,34,20,7,6,19,13,-20
LAL,LAL @ PHX,01/30/2013,2012-13,L,240,86,33,78,42.3,8,27,29.6,12,19,63.2,11,35,46,19,7,4,20,16,-6
PHX,PHX vs. LAL,01/30/2013,2012-13,W,240,92,38,83,45.8,3,12,25.0,13,15,86.7,7,29,36,21,11,2,12,20,6
ORL,ORL @ NYK,01/30/2013,2012-13,L,240,97,38,77,49.4,7,26,26.9,14,16,87.5,8,23,31,14,4,0,11,13,-16
NYK,NYK vs. ORL,01/30/2013,2012-13,W,240,113,47,82,57.3,14,34,41.2,5,8,62.5,10,26,36,30,4,4,9,18,16
SAS,SAS vs. CHA,01/30/2013,2012-13,W,240,102,38,69,55.1,9,16,56.3,17,21,81.0,6,29,35,28,16,5,23,20,24
CHA,CHA @ SAS,01/30/2013,2012-13,L,240,78,30,73,41.1,4,19,21.1,14,17,82.4,9,23,32,13,12,2,24,16,-24
WAS,WAS @ PHI,01/30/2013,2012-13,L,240,84,30,75,40.0,7,22,31.8,17,21,81.0,8,38,46,22,5,6,19,15,-8
PHI,PHI vs. WAS,01/30/2013,2012-13,W,240,92,40,95,42.1,6,13,46.2,6,10,60.0,11,32,43,27,9,6,11,17,8
POR,POR vs. DAL,01/29/2013,2012-13,W,240,106,39,86,45.3,10,28,35.7,18,23,78.3,15,31,46,24,8,5,16,14,2
DAL,DAL @ POR,01/29/2013,2012-13,L,240,104,42,84,50.0,8,15,53.3,12,15,80.0,10,30,40,31,8,2,16,21,-2
MIL,MIL @ DET,01/29/2013,2012-13,W,240,117,46,98,46.9,11,23,47.8,14,22,63.6,21,27,48,28,13,8,10,21,27
DET,DET vs. MIL,01/29/2013,2012-13,L,240,90,34,84,40.5,2,11,18.2,20,28,71.4,21,30,51,18,7,4,21,20,-27
GSW,GSW @ CLE,01/29/2013,2012-13,W,240,108,45,84,53.6,11,16,68.8,7,10,70.0,7,32,39,31,8,9,14,23,13
CLE,CLE vs. GSW,01/29/2013,2012-13,L,240,95,36,84,42.9,4,18,22.2,19,25,76.0,12,24,36,27,8,4,12,13,-13
NOH,NOH @ LAL,01/29/2013,2012-13,L,240,106,39,92,42.4,9,19,47.4,19,21,90.5,8,29,37,21,8,0,9,25,-5
LAL,LAL vs. NOH,01/29/2013,2012-13,W,240,111,39,79,49.4,12,33,36.4,21,33,63.6,9,41,50,34,7,4,15,17,5
SAC,SAC @ WAS,01/28/2013,2012-13,W,240,96,36,82,43.9,9,23,39.1,15,25,60.0,7,28,35,24,14,3,11,19,2
WAS,WAS vs. SAC,01/28/2013,2012-13,L,240,94,37,77,48.1,3,11,27.3,17,21,81.0,10,35,45,20,4,2,20,19,-2
TOR,TOR vs. GSW,01/28/2013,2012-13,L,240,102,38,87,43.7,6,19,31.6,20,23,87.0,11,26,37,28,7,4,11,18,-12
GSW,GSW @ TOR,01/28/2013,2012-13,W,240,114,46,86,53.5,6,15,40.0,16,20,80.0,13,36,49,22,4,8,14,19,12
DEN,DEN vs. IND,01/28/2013,2012-13,W,240,102,37,78,47.4,7,14,50.0,21,30,70.0,9,32,41,23,10,4,15,23,1
IND,IND @ DEN,01/28/2013,2012-13,L,240,101,39,85,45.9,11,23,47.8,12,17,70.6,16,27,43,23,6,5,18,27,-1
HOU,HOU @ UTA,01/28/2013,2012-13,W,240,125,47,89,52.8,16,34,47.1,15,18,83.3,10,34,44,27,12,4,6,18,45
UTA,UTA vs. HOU,01/28/2013,2012-13,L,240,80,32,81,39.5,5,18,27.8,11,19,57.9,14,25,39,19,2,9,16,19,-45
BKN,BKN vs. ORL,01/28/2013,2012-13,W,240,97,37,74,50.0,13,29,44.8,10,12,83.3,12,33,45,23,8,3,20,13,20
ORL,ORL @ BKN,01/28/2013,2012-13,L,240,77,32,79,40.5,6,27,22.2,7,9,77.8,11,25,36,24,9,5,15,12,-20
CHI,CHI vs. CHA,01/28/2013,2012-13,W,240,93,35,78,44.9,7,18,38.9,16,25,64.0,15,33,48,22,5,14,11,20,8
CHA,CHA @ CHI,01/28/2013,2012-13,L,240,85,32,81,39.5,6,12,50.0,15,21,71.4,11,30,41,12,3,5,12,20,-8
PHI,PHI vs. MEM,01/28/2013,2012-13,L,240,100,45,83,54.2,4,9,44.4,6,9,66.7,6,21,27,25,8,4,10,14,-3
MEM,MEM @ PHI,01/28/2013,2012-13,W,240,103,40,73,54.8,8,13,61.5,15,19,78.9,9,29,38,26,6,4,17,15,3
NOH,NOH @ MEM,01/27/2013,2012-13,W,240,91,33,77,42.9,9,20,45.0,16,23,69.6,14,29,43,20,6,7,16,19,8
MEM,MEM vs. NOH,01/27/2013,2012-13,L,240,83,32,88,36.4,3,16,18.8,16,18,88.9,22,25,47,18,10,7,15,17,-8
DAL,DAL vs. PHX,01/27/2013,2012-13,W,240,110,45,88,51.1,5,11,45.5,15,18,83.3,12,32,44,26,8,0,15,24,15
PHX,PHX @ DAL,01/27/2013,2012-13,L,240,95,34,77,44.2,4,17,23.5,23,28,82.1,8,30,38,22,7,6,18,15,-15
ORL,ORL vs. DET,01/27/2013,2012-13,L,240,102,40,90,44.4,10,23,43.5,12,16,75.0,18,33,51,26,9,2,15,21,-2
DET,DET @ ORL,01/27/2013,2012-13,W,240,104,40,79,50.6,11,23,47.8,13,18,72.2,7,30,37,25,8,7,12,14,2
LAC,LAC vs. POR,01/27/2013,2012-13,W,240,96,42,82,51.2,6,17,35.3,6,9,66.7,8,29,37,33,8,2,13,23,13
POR,POR @ LAC,01/27/2013,2012-13,L,240,83,29,66,43.9,3,15,20.0,22,29,75.9,9,30,39,28,9,4,19,13,-13
MIA,MIA @ BOS,01/27/2013,2012-13,L,290,98,39,96,40.6,5,23,21.7,15,20,75.0,17,36,53,19,6,6,21,27,-2
BOS,BOS vs. MIA,01/27/2013,2012-13,W,290,100,36,88,40.9,5,20,25.0,23,27,85.2,8,38,46,24,11,8,17,20,2
ATL,ATL @ NYK,01/27/2013,2012-13,L,240,104,39,65,60.0,10,23,43.5,16,20,80.0,7,23,30,21,7,2,19,21,-2
NYK,NYK vs. ATL,01/27/2013,2012-13,W,240,106,39,72,54.2,16,27,59.3,12,17,70.6,6,20,26,22,6,3,14,17,2
LAL,LAL vs. OKC,01/27/2013,2012-13,W,240,105,41,74,55.4,7,17,41.2,16,29,55.2,6,37,43,29,6,3,14,20,9
OKC,OKC @ LAL,01/27/2013,2012-13,L,240,96,36,81,44.4,4,16,25.0,20,26,76.9,10,29,39,24,9,6,10,26,-9
MIN,MIN @ CHA,01/26/2013,2012-13,L,240,101,37,77,48.1,10,20,50.0,17,23,73.9,7,23,30,23,8,4,17,24,-1
CHA,CHA vs. MIN,01/26/2013,2012-13,W,240,102,37,73,50.7,5,11,45.5,23,26,88.5,8,30,38,21,5,10,17,22,1
CLE,CLE @ TOR,01/26/2013,2012-13,W,240,99,37,78,47.4,6,11,54.5,19,22,86.4,10,29,39,12,8,4,15,22,1
TOR,TOR vs. CLE,01/26/2013,2012-13,L,240,98,40,82,48.8,5,17,29.4,13,18,72.2,11,28,39,22,6,4,15,23,-1
WAS,WAS vs. CHI,01/26/2013,2012-13,W,240,86,34,79,43.0,3,10,30.0,15,19,78.9,9,33,42,20,6,2,9,14,13
CHI,CHI @ WAS,01/26/2013,2012-13,L,240,73,29,71,40.8,4,15,26.7,11,12,91.7,7,34,41,19,5,6,17,16,-13
DEN,DEN vs. SAC,01/26/2013,2012-13,W,240,121,47,89,52.8,13,31,41.9,14,17,82.4,10,41,51,34,13,7,17,21,28
SAC,SAC @ DEN,01/26/2013,2012-13,L,240,93,37,88,42.0,8,22,36.4,11,22,50.0,13,27,40,20,8,5,20,16,-28
GSW,GSW @ MIL,01/26/2013,2012-13,L,240,102,39,93,41.9,13,28,46.4,11,11,100,12,38,50,25,8,4,16,25,-7
MIL,MIL vs. GSW,01/26/2013,2012-13,W,240,109,41,101,40.6,13,30,43.3,14,20,70.0,22,36,58,24,7,7,12,15,7
IND,IND @ UTA,01/26/2013,2012-13,L,265,110,44,82,53.7,7,21,33.3,15,18,83.3,17,25,42,21,9,5,22,24,-4
UTA,UTA vs. IND,01/26/2013,2012-13,W,265,114,44,83,53.0,3,10,30.0,23,26,88.5,9,19,28,28,17,6,14,18,4
POR,POR vs. LAC,01/26/2013,2012-13,W,240,101,35,75,46.7,11,25,44.0,20,21,95.2,9,23,32,23,10,1,15,19,1
LAC,LAC @ POR,01/26/2013,2012-13,L,240,100,40,81,49.4,7,16,43.8,13,17,76.5,15,26,41,25,6,4,15,22,-1
BKN,BKN @ HOU,01/26/2013,2012-13,L,240,106,36,80,45.0,16,36,44.4,18,21,85.7,7,24,31,21,7,10,10,20,-13
HOU,HOU vs. BKN,01/26/2013,2012-13,W,240,119,43,87,49.4,12,28,42.9,21,27,77.8,14,36,50,31,6,3,12,18,13
SAS,SAS vs. PHX,01/26/2013,2012-13,W,240,108,41,83,49.4,7,24,29.2,19,23,82.6,7,31,38,20,7,1,9,16,9
PHX,PHX @ SAS,01/26/2013,2012-13,L,240,99,41,81,50.6,6,12,50.0,11,14,78.6,9,35,44,30,4,0,17,19,-9
PHI,PHI vs. NYK,01/26/2013,2012-13,W,240,97,38,75,50.7,6,19,31.6,15,22,68.2,4,30,34,16,6,5,11,22,17
NYK,NYK @ PHI,01/26/2013,2012-13,L,240,80,28,81,34.6,4,27,14.8,20,23,87.0,15,32,47,17,6,4,18,17,-17
BKN,BKN @ MEM,01/25/2013,2012-13,L,240,77,29,71,40.8,3,17,17.6,16,25,64.0,9,28,37,16,6,8,14,11,-24
MEM,MEM vs. BKN,01/25/2013,2012-13,W,240,101,47,90,52.2,4,9,44.4,3,8,37.5,15,30,45,25,6,3,12,21,24
NOH,NOH vs. HOU,01/25/2013,2012-13,L,240,82,31,80,38.8,3,20,15.0,17,20,85.0,12,22,34,20,8,7,17,26,-18
HOU,HOU @ NOH,01/25/2013,2012-13,W,240,100,34,71,47.9,11,21,52.4,21,26,80.8,13,31,44,23,8,7,22,24,18
MIN,MIN @ WAS,01/25/2013,2012-13,L,240,101,39,88,44.3,3,14,21.4,20,33,60.6,22,26,48,27,8,2,17,20,-13
WAS,WAS vs. MIN,01/25/2013,2012-13,W,240,114,48,83,57.8,8,17,47.1,10,17,58.8,6,29,35,29,8,8,16,27,13
SAC,SAC vs. OKC,01/25/2013,2012-13,L,240,95,36,86,41.9,8,15,53.3,15,21,71.4,8,31,39,15,11,3,18,27,-10
OKC,OKC @ SAC,01/25/2013,2012-13,W,240,105,37,76,48.7,6,23,26.1,25,30,83.3,8,39,47,27,10,6,20,20,10
BOS,BOS @ ATL,01/25/2013,2012-13,L,290,111,42,93,45.2,7,19,36.8,20,20,100,10,38,48,28,8,1,21,30,-12
ATL,ATL vs. BOS,01/25/2013,2012-13,W,290,123,42,94,44.7,12,36,33.3,27,36,75.0,12,37,49,31,10,6,12,21,12
SAS,SAS @ DAL,01/25/2013,2012-13,W,240,113,43,89,48.3,9,23,39.1,18,24,75.0,8,38,46,29,11,1,15,17,6
DAL,DAL vs. SAS,01/25/2013,2012-13,L,240,107,42,91,46.2,6,18,33.3,17,18,94.4,10,37,47,20,8,7,14,19,-6
DET,DET @ MIA,01/25/2013,2012-13,L,240,88,34,72,47.2,4,12,33.3,16,23,69.6,12,23,35,11,9,2,19,18,-22
MIA,MIA vs. DET,01/25/2013,2012-13,W,240,110,43,77,55.8,5,17,29.4,19,23,82.6,9,27,36,24,12,4,12,17,22
MIL,MIL @ CLE,01/25/2013,2012-13,L,240,108,43,92,46.7,14,28,50.0,8,13,61.5,11,30,41,34,6,6,17,20,-5
CLE,CLE vs. MIL,01/25/2013,2012-13,W,240,113,45,86,52.3,6,15,40.0,17,22,77.3,8,36,44,27,10,5,16,17,5
CHI,CHI vs. GSW,01/25/2013,2012-13,W,240,103,41,88,46.6,9,20,45.0,12,18,66.7,16,40,56,22,4,8,15,26,16
GSW,GSW @ CHI,01/25/2013,2012-13,L,240,87,27,78,34.6,4,19,21.1,29,33,87.9,10,27,37,12,6,5,11,19,-16
LAL,LAL vs. UTA,01/25/2013,2012-13,W,240,102,43,80,53.8,9,21,42.9,7,13,53.8,12,33,45,26,7,3,18,14,18
UTA,UTA @ LAL,01/25/2013,2012-13,L,240,84,34,81,42.0,3,14,21.4,13,16,81.3,9,21,30,16,14,4,10,14,-18
ORL,ORL vs. TOR,01/24/2013,2012-13,L,240,95,35,81,43.2,8,18,44.4,17,20,85.0,10,31,41,22,6,4,14,12,-2
TOR,TOR @ ORL,01/24/2013,2012-13,W,240,97,39,78,50.0,4,16,25.0,15,19,78.9,7,31,38,25,3,7,10,20,2
BOS,BOS vs. NYK,01/24/2013,2012-13,L,240,86,31,76,40.8,3,18,16.7,21,28,75.0,7,39,46,18,6,3,12,23,-3
NYK,NYK @ BOS,01/24/2013,2012-13,W,240,89,32,83,38.6,8,28,28.6,17,20,85.0,11,38,49,12,7,5,12,23,3
PHX,PHX vs. LAC,01/24/2013,2012-13,W,240,93,30,71,42.3,5,16,31.3,28,37,75.7,8,35,43,18,7,4,17,23,5
LAC,LAC @ PHX,01/24/2013,2012-13,L,240,88,33,83,39.8,6,18,33.3,16,26,61.5,14,31,45,20,5,4,15,25,-5
ATL,ATL @ CHA,01/23/2013,2012-13,W,240,104,43,87,49.4,12,25,48.0,6,12,50.0,13,32,45,31,7,6,18,22,12
CHA,CHA vs. ATL,01/23/2013,2012-13,L,240,92,31,76,40.8,6,15,40.0,24,29,82.8,11,30,41,18,11,8,19,15,-12
LAL,LAL @ MEM,01/23/2013,2012-13,L,240,93,31,73,42.5,7,17,41.2,24,32,75.0,7,27,34,15,5,8,15,13,-13
MEM,MEM vs. LAL,01/23/2013,2012-13,W,240,106,47,96,49.0,4,13,30.8,8,10,80.0,16,36,52,22,7,8,12,28,13
BKN,BKN @ MIN,01/23/2013,2012-13,W,240,91,37,84,44.0,6,20,30.0,11,16,68.8,14,31,45,19,9,4,15,16,8
MIN,MIN vs. BKN,01/23/2013,2012-13,L,240,83,38,83,45.8,3,15,20.0,4,6,66.7,6,31,37,25,7,7,13,17,-8
PHX,PHX @ SAC,01/23/2013,2012-13,W,240,106,43,90,47.8,6,19,31.6,14,16,87.5,10,20,30,30,14,4,12,22,10
SAC,SAC vs. PHX,01/23/2013,2012-13,L,240,96,38,79,48.1,5,11,45.5,15,24,62.5,18,31,49,23,8,9,25,22,-10
UTA,UTA vs. WAS,01/23/2013,2012-13,W,240,92,38,85,44.7,3,12,25.0,13,19,68.4,9,42,51,24,8,7,14,18,4
WAS,WAS @ UTA,01/23/2013,2012-13,L,240,88,31,86,36.0,7,18,38.9,19,26,73.1,12,39,51,20,9,7,15,19,-4
POR,POR vs. IND,01/23/2013,2012-13,W,240,100,44,78,56.4,2,11,18.2,10,12,83.3,7,35,42,29,4,4,17,17,20
IND,IND @ POR,01/23/2013,2012-13,L,240,80,30,80,37.5,6,23,26.1,14,17,82.4,10,24,34,16,8,2,13,20,-20
TOR,TOR @ MIA,01/23/2013,2012-13,L,265,116,44,88,50.0,14,31,45.2,14,18,77.8,7,21,28,26,8,1,9,30,-7
MIA,MIA vs. TOR,01/23/2013,2012-13,W,265,123,45,82,54.9,9,22,40.9,24,38,63.2,16,37,53,26,5,3,14,21,7
HOU,HOU vs. DEN,01/23/2013,2012-13,L,240,95,37,83,44.6,11,34,32.4,10,13,76.9,7,31,38,24,8,7,23,21,-10
DEN,DEN @ HOU,01/23/2013,2012-13,W,240,105,40,86,46.5,8,21,38.1,17,25,68.0,11,30,41,22,13,8,15,12,10
CHI,CHI vs. DET,01/23/2013,2012-13,W,240,85,31,71,43.7,3,14,21.4,20,26,76.9,14,29,43,21,5,5,15,18,3
DET,DET @ CHI,01/23/2013,2012-13,L,240,82,34,82,41.5,4,13,30.8,10,14,71.4,13,24,37,20,6,4,12,22,-3
SAS,SAS vs. NOH,01/23/2013,2012-13,W,240,106,43,80,53.8,8,25,32.0,12,23,52.2,6,33,39,29,9,3,9,20,4
