Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Jeff Green,OKC,OKC vs. SAC,03/02/2010,2009-10,W,41,15,5,10,50.0,2,4,50.0,3,3,100,1,4,5,1,1,2,1,1,14
Spencer Hawes,SAC,SAC @ OKC,03/02/2010,2009-10,L,32,8,4,9,44.4,0,4,0.0,0,0,-,1,2,3,3,0,1,2,3,-12
Russell Westbrook,OKC,OKC vs. SAC,03/02/2010,2009-10,W,42,30,10,19,52.6,1,1,100,9,11,81.8,4,1,5,13,1,0,3,2,14
Nenad Krstic,OKC,OKC vs. SAC,03/02/2010,2009-10,W,29,14,6,10,60.0,0,0,-,2,2,100,2,7,9,1,1,0,3,3,21
Omri Casspi,SAC,SAC @ OKC,03/02/2010,2009-10,L,19,8,4,7,57.1,0,0,-,0,0,-,2,0,2,2,2,0,0,2,-10
Carl Landry,SAC,SAC @ OKC,03/02/2010,2009-10,L,35,17,7,12,58.3,0,0,-,3,3,100,2,5,7,0,2,0,1,5,-9
James Harden,OKC,OKC vs. SAC,03/02/2010,2009-10,W,18,3,1,5,20.0,1,2,50.0,0,0,-,0,1,1,0,1,0,1,5,-15
Beno Udrih,SAC,SAC @ OKC,03/02/2010,2009-10,L,36,13,6,9,66.7,0,1,0.0,1,1,100,0,5,5,4,0,0,2,2,-8
Anthony Tolliver,GSW,GSW @ MIA,03/02/2010,2009-10,L,32,10,3,8,37.5,1,4,25.0,3,4,75.0,0,8,8,2,0,1,1,5,-3
Mario Chalmers,MIA,MIA vs. GSW,03/02/2010,2009-10,W,17,7,2,4,50.0,2,4,50.0,1,2,50.0,0,1,1,1,0,0,2,0,-9
C.J. Watson,GSW,GSW @ MIA,03/02/2010,2009-10,L,40,20,9,15,60.0,1,4,25.0,1,2,50.0,0,2,2,0,6,0,1,5,-4
Carlos Arroyo,MIA,MIA vs. GSW,03/02/2010,2009-10,W,34,14,6,12,50.0,0,2,0.0,2,2,100,1,4,5,5,2,0,0,1,6
Udonis Haslem,MIA,MIA vs. GSW,03/02/2010,2009-10,W,27,6,2,7,28.6,0,0,-,2,2,100,2,7,9,0,0,1,1,4,-2
Jermaine O'Neal,MIA,MIA vs. GSW,03/02/2010,2009-10,W,39,14,4,10,40.0,0,0,-,6,9,66.7,4,8,12,3,0,0,3,3,2
Joel Anthony,MIA,MIA vs. GSW,03/02/2010,2009-10,W,9,2,0,0,-,0,0,-,2,2,100,0,1,1,0,0,1,0,0,2
Ronny Turiaf,GSW,GSW @ MIA,03/02/2010,2009-10,L,28,15,7,8,87.5,0,0,-,1,5,20.0,2,5,7,3,2,1,3,4,-5
Anthony Morrow,GSW,GSW @ MIA,03/02/2010,2009-10,L,40,24,10,22,45.5,2,10,20.0,2,3,66.7,2,5,7,0,0,0,2,2,-11
Michael Beasley,MIA,MIA vs. GSW,03/02/2010,2009-10,W,21,15,6,14,42.9,1,2,50.0,2,4,50.0,0,5,5,0,0,1,2,2,6
Quentin Richardson,MIA,MIA vs. GSW,03/02/2010,2009-10,W,35,15,6,8,75.0,2,3,66.7,1,2,50.0,2,5,7,1,2,0,2,3,12
Rafer Alston,MIA,MIA vs. GSW,03/02/2010,2009-10,W,7,0,0,2,0.0,0,0,-,0,0,-,0,1,1,0,0,0,2,0,-2
Chris Hunter,GSW,GSW @ MIA,03/02/2010,2009-10,L,20,9,4,6,66.7,0,0,-,1,2,50.0,1,1,2,2,0,0,0,4,1
Dwyane Wade,MIA,MIA vs. GSW,03/02/2010,2009-10,W,37,35,15,23,65.2,0,2,0.0,5,8,62.5,1,5,6,12,4,0,3,2,12
Reggie Williams,GSW,GSW @ MIA,03/02/2010,2009-10,L,20,10,4,7,57.1,2,2,100,0,0,-,0,5,5,5,0,0,1,1,2
Stephen Curry,GSW,GSW @ MIA,03/02/2010,2009-10,L,43,18,7,17,41.2,3,8,37.5,1,1,100,0,2,2,8,2,0,3,5,1
Dorell Wright,MIA,MIA vs. GSW,03/02/2010,2009-10,W,15,2,1,5,20.0,0,1,0.0,0,0,-,1,2,3,1,0,0,0,3,-7
Devean George,GSW,GSW @ MIA,03/02/2010,2009-10,L,16,0,0,3,0.0,0,3,0.0,0,0,-,0,2,2,2,0,0,1,1,-1
Kevin Garnett,BOS,BOS @ DET,03/02/2010,2009-10,W,32,14,4,8,50.0,0,0,-,6,8,75.0,1,8,9,3,2,0,0,3,0
Rajon Rondo,BOS,BOS @ DET,03/02/2010,2009-10,W,33,15,4,10,40.0,0,1,0.0,7,8,87.5,0,4,4,11,2,0,6,1,1
Rodney Stuckey,DET,DET vs. BOS,03/02/2010,2009-10,L,29,13,5,15,33.3,0,2,0.0,3,3,100,1,2,3,6,1,1,2,2,-3
Glen Davis,BOS,BOS @ DET,03/02/2010,2009-10,W,18,12,5,14,35.7,0,0,-,2,4,50.0,2,1,3,3,1,0,0,0,5
Ray Allen,BOS,BOS @ DET,03/02/2010,2009-10,W,34,18,6,11,54.5,2,5,40.0,4,4,100,1,1,2,1,1,0,2,1,1
DaJuan Summers,DET,DET vs. BOS,03/02/2010,2009-10,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Will Bynum,DET,DET vs. BOS,03/02/2010,2009-10,L,15,4,2,2,100,0,0,-,0,0,-,0,0,0,1,0,0,0,1,-1
Tony Allen,BOS,BOS @ DET,03/02/2010,2009-10,W,13,5,2,2,100,0,0,-,1,1,100,1,2,3,1,1,0,0,3,7
Jason Maxiell,DET,DET vs. BOS,03/02/2010,2009-10,L,21,6,3,5,60.0,0,0,-,0,0,-,5,2,7,2,0,0,0,4,-4
Rasheed Wallace,BOS,BOS @ DET,03/02/2010,2009-10,W,30,10,4,10,40.0,2,5,40.0,0,0,-,1,5,6,1,2,2,1,3,7
Nate Robinson,BOS,BOS @ DET,03/02/2010,2009-10,W,15,14,5,7,71.4,4,5,80.0,0,0,-,1,1,2,1,0,0,0,2,4
Tayshaun Prince,DET,DET vs. BOS,03/02/2010,2009-10,L,31,15,6,12,50.0,3,6,50.0,0,0,-,1,5,6,2,2,2,7,2,-6
Ben Wallace,DET,DET vs. BOS,03/02/2010,2009-10,L,27,6,3,4,75.0,0,0,-,0,5,0.0,4,8,12,2,0,1,1,2,-1
Charlie Villanueva,DET,DET vs. BOS,03/02/2010,2009-10,L,17,8,3,8,37.5,0,4,0.0,2,2,100,1,1,2,0,1,0,0,3,-9
Richard Hamilton,DET,DET vs. BOS,03/02/2010,2009-10,L,30,15,4,9,44.4,0,2,0.0,7,7,100,0,0,0,7,0,0,2,1,9
Austin Daye,DET,DET vs. BOS,03/02/2010,2009-10,L,13,9,4,7,57.1,0,3,0.0,1,1,100,1,4,5,0,0,0,2,3,-6
Brian Scalabrine,BOS,BOS @ DET,03/02/2010,2009-10,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Paul Pierce,BOS,BOS @ DET,03/02/2010,2009-10,W,29,9,2,6,33.3,1,1,100,4,4,100,1,0,1,1,1,0,2,3,2
Marquis Daniels,BOS,BOS @ DET,03/02/2010,2009-10,W,20,2,0,4,0.0,0,1,0.0,2,2,100,0,0,0,3,1,0,1,2,0
Jonas Jerebko,DET,DET vs. BOS,03/02/2010,2009-10,L,30,16,5,9,55.6,0,0,-,6,6,100,3,7,10,1,1,0,0,3,4
Ben Gordon,DET,DET vs. BOS,03/02/2010,2009-10,L,27,8,2,8,25.0,0,3,0.0,4,6,66.7,0,1,1,3,2,0,4,1,-8
Shelden Williams,BOS,BOS @ DET,03/02/2010,2009-10,W,16,6,3,4,75.0,0,0,-,0,0,-,2,2,4,1,0,0,0,1,-2
Derek Fisher,LAL,LAL vs. IND,03/02/2010,2009-10,W,24,9,3,8,37.5,3,6,50.0,0,0,-,0,1,1,3,1,0,1,2,16
Earl Watson,IND,IND @ LAL,03/02/2010,2009-10,L,24,3,1,4,25.0,1,3,33.3,0,0,-,0,0,0,10,1,1,4,1,-20
Dahntay Jones,IND,IND @ LAL,03/02/2010,2009-10,L,29,16,8,15,53.3,0,0,-,0,0,-,2,2,4,3,1,0,2,2,-12
T.J. Ford,IND,IND @ LAL,03/02/2010,2009-10,L,24,8,4,7,57.1,0,0,-,0,0,-,1,2,3,5,0,0,2,0,-3
Josh Powell,LAL,LAL vs. IND,03/02/2010,2009-10,W,6,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,1,-5
Roy Hibbert,IND,IND @ LAL,03/02/2010,2009-10,L,22,12,6,12,50.0,0,0,-,0,2,0.0,3,3,6,0,0,0,1,5,7
Mike Dunleavy,IND,IND @ LAL,03/02/2010,2009-10,L,20,7,2,7,28.6,1,4,25.0,2,2,100,1,4,5,2,0,1,0,0,-11
DJ Mbenga,LAL,LAL vs. IND,03/02/2010,2009-10,W,8,6,3,6,50.0,0,0,-,0,0,-,2,1,3,1,0,0,1,1,-7
Danny Granger,IND,IND @ LAL,03/02/2010,2009-10,L,30,9,2,9,22.2,1,2,50.0,4,6,66.7,0,0,0,5,3,0,4,2,-16
AJ Price,IND,IND @ LAL,03/02/2010,2009-10,L,6,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,5
Andrew Bynum,LAL,LAL vs. IND,03/02/2010,2009-10,W,27,16,6,8,75.0,0,0,-,4,5,80.0,1,7,8,0,0,1,2,3,21
Kobe Bryant,LAL,LAL vs. IND,03/02/2010,2009-10,W,30,24,5,14,35.7,0,4,0.0,14,15,93.3,0,4,4,6,2,0,3,1,18
Adam Morrison,LAL,LAL vs. IND,03/02/2010,2009-10,W,15,6,3,8,37.5,0,2,0.0,0,0,-,1,1,2,2,0,0,3,1,-3
Shannon Brown,LAL,LAL vs. IND,03/02/2010,2009-10,W,22,12,5,10,50.0,2,2,100,0,0,-,1,4,5,4,1,1,0,1,12
Troy Murphy,IND,IND @ LAL,03/02/2010,2009-10,L,31,17,6,13,46.2,2,4,50.0,3,3,100,2,11,13,2,1,0,0,3,-24
Pau Gasol,LAL,LAL vs. IND,03/02/2010,2009-10,W,33,14,6,11,54.5,0,0,-,2,2,100,4,12,16,3,1,1,0,0,24
Jordan Farmar,LAL,LAL vs. IND,03/02/2010,2009-10,W,24,19,8,10,80.0,3,4,75.0,0,0,-,0,1,1,3,1,0,1,0,7
Metta World Peace,LAL,LAL vs. IND,03/02/2010,2009-10,W,28,11,5,9,55.6,1,3,33.3,0,0,-,0,0,0,4,5,0,2,1,21
Josh McRoberts,IND,IND @ LAL,03/02/2010,2009-10,L,23,15,7,12,58.3,0,0,-,1,2,50.0,3,1,4,1,2,0,0,4,-26
Brandon Rush,IND,IND @ LAL,03/02/2010,2009-10,L,31,12,5,7,71.4,2,3,66.7,0,0,-,0,4,4,0,0,1,3,1,-15
Lamar Odom,LAL,LAL vs. IND,03/02/2010,2009-10,W,22,5,1,3,33.3,1,2,50.0,2,2,100,1,1,2,7,1,1,0,1,11
Jason Terry,DAL,DAL @ CHA,03/01/2010,2009-10,W,34,20,8,17,47.1,2,6,33.3,2,2,100,1,1,2,4,1,1,2,2,9
Stephen Graham,CHA,CHA vs. DAL,03/01/2010,2009-10,L,12,5,2,4,50.0,1,1,100,0,1,0.0,0,3,3,1,0,0,1,1,0
Stephen Jackson,CHA,CHA vs. DAL,03/01/2010,2009-10,L,40,20,6,14,42.9,2,7,28.6,6,6,100,0,7,7,4,3,0,6,3,-8
Dirk Nowitzki,DAL,DAL @ CHA,03/01/2010,2009-10,W,42,27,12,23,52.2,0,0,-,3,3,100,1,12,13,1,1,2,1,3,5
Gerald Wallace,CHA,CHA vs. DAL,03/01/2010,2009-10,L,44,11,3,8,37.5,1,1,100,4,6,66.7,1,7,8,3,1,3,1,0,-2
Tyrus Thomas,CHA,CHA vs. DAL,03/01/2010,2009-10,L,29,16,7,16,43.8,0,1,0.0,2,2,100,3,9,12,1,1,2,2,4,-8
Shawn Marion,DAL,DAL @ CHA,03/01/2010,2009-10,W,33,6,3,6,50.0,0,0,-,0,0,-,1,4,5,2,3,1,0,1,-4
J.J. Barea,DAL,DAL @ CHA,03/01/2010,2009-10,W,12,2,1,3,33.3,0,0,-,0,0,-,0,0,0,2,2,0,2,1,2
Theo Ratliff,CHA,CHA vs. DAL,03/01/2010,2009-10,L,27,4,1,4,25.0,0,0,-,2,2,100,1,1,2,0,0,1,1,0,14
Caron Butler,DAL,DAL @ CHA,03/01/2010,2009-10,W,33,22,10,16,62.5,0,3,0.0,2,2,100,0,2,2,2,3,0,2,2,5
Jason Kidd,DAL,DAL @ CHA,03/01/2010,2009-10,W,38,5,1,9,11.1,1,7,14.3,2,4,50.0,0,5,5,7,1,1,3,4,3
Derrick Brown,CHA,CHA vs. DAL,03/01/2010,2009-10,L,7,1,0,0,-,0,0,-,1,4,25.0,0,1,1,0,0,0,0,0,-10
Brendan Haywood,DAL,DAL @ CHA,03/01/2010,2009-10,W,33,7,2,5,40.0,0,0,-,3,4,75.0,2,4,6,1,0,1,2,4,4
Eduardo Najera,DAL,DAL @ CHA,03/01/2010,2009-10,W,15,0,0,1,0.0,0,0,-,0,0,-,0,3,3,0,0,2,0,3,1
Raymond Felton,CHA,CHA vs. DAL,03/01/2010,2009-10,L,38,10,4,14,28.6,0,4,0.0,2,2,100,1,3,4,5,2,0,2,2,2
Boris Diaw,CHA,CHA vs. DAL,03/01/2010,2009-10,L,28,15,6,10,60.0,1,3,33.3,2,3,66.7,2,2,4,2,0,1,3,2,-4
D.J. Augustin,CHA,CHA vs. DAL,03/01/2010,2009-10,L,15,2,0,3,0.0,0,1,0.0,2,2,100,0,1,1,1,0,0,3,1,-9
Marc Gasol,MEM,MEM vs. POR,03/01/2010,2009-10,L,38,15,6,10,60.0,0,0,-,3,5,60.0,5,6,11,4,0,2,2,5,-6
Andre Miller,POR,POR @ MEM,03/01/2010,2009-10,W,30,12,5,11,45.5,0,0,-,2,2,100,0,5,5,11,1,1,2,2,3
Rudy Gay,MEM,MEM vs. POR,03/01/2010,2009-10,L,42,19,8,16,50.0,1,5,20.0,2,2,100,2,5,7,2,2,2,4,3,1
Darrell Arthur,MEM,MEM vs. POR,03/01/2010,2009-10,L,7,2,1,2,50.0,0,0,-,0,0,-,2,1,3,0,0,0,0,1,-2
Martell Webster,POR,POR @ MEM,03/01/2010,2009-10,W,6,3,1,4,25.0,1,2,50.0,0,0,-,0,0,0,0,0,1,0,0,4
Rudy Fernandez,POR,POR @ MEM,03/01/2010,2009-10,W,17,5,2,7,28.6,1,6,16.7,0,0,-,0,1,1,1,0,0,0,1,-1
Sam Young,MEM,MEM vs. POR,03/01/2010,2009-10,L,14,6,2,5,40.0,0,1,0.0,2,2,100,1,0,1,1,0,0,0,0,-11
LaMarcus Aldridge,POR,POR @ MEM,03/01/2010,2009-10,W,40,13,6,11,54.5,0,0,-,1,1,100,0,2,2,0,4,1,0,5,19
Jerryd Bayless,POR,POR @ MEM,03/01/2010,2009-10,W,18,9,4,8,50.0,0,0,-,1,1,100,1,4,5,3,1,1,2,1,7
Brandon Roy,POR,POR @ MEM,03/01/2010,2009-10,W,40,25,7,18,38.9,2,6,33.3,9,9,100,1,6,7,5,3,0,3,3,4
Marcus Camby,POR,POR @ MEM,03/01/2010,2009-10,W,29,4,2,6,33.3,0,0,-,0,0,-,4,3,7,1,0,1,3,3,12
Marcus Williams,MEM,MEM vs. POR,03/01/2010,2009-10,L,15,5,2,6,33.3,1,2,50.0,0,0,-,0,5,5,2,0,0,2,1,-6
DeMarre Carroll,MEM,MEM vs. POR,03/01/2010,2009-10,L,2,0,0,1,0.0,0,0,-,0,0,-,1,0,1,0,0,0,0,1,-2
Nicolas Batum,POR,POR @ MEM,03/01/2010,2009-10,W,33,21,7,11,63.6,4,7,57.1,3,3,100,0,3,3,1,1,1,2,1,15
Mike Conley,MEM,MEM vs. POR,03/01/2010,2009-10,L,33,13,5,8,62.5,2,4,50.0,1,2,50.0,0,3,3,5,2,0,7,3,-4
Hamed Haddadi,MEM,MEM vs. POR,03/01/2010,2009-10,L,10,2,1,5,20.0,0,1,0.0,0,0,-,1,3,4,0,0,0,1,0,-2
Juwan Howard,POR,POR @ MEM,03/01/2010,2009-10,W,23,6,2,7,28.6,0,0,-,2,2,100,4,1,5,0,0,1,1,5,-16
Dante Cunningham,POR,POR @ MEM,03/01/2010,2009-10,W,3,5,2,2,100,0,0,-,1,1,100,1,0,1,0,0,0,0,0,3
Zach Randolph,MEM,MEM vs. POR,03/01/2010,2009-10,L,41,22,7,13,53.8,0,0,-,8,8,100,0,7,7,0,1,1,1,2,-8
O.J. Mayo,MEM,MEM vs. POR,03/01/2010,2009-10,L,38,9,3,11,27.3,0,3,0.0,3,6,50.0,0,1,1,2,1,0,4,3,-10
Keith Bogans,SAS,SAS @ NOH,03/01/2010,2009-10,W,22,2,1,4,25.0,0,2,0.0,0,0,-,0,3,3,2,2,0,0,1,-1
David West,NOH,NOH vs. SAS,03/01/2010,2009-10,L,38,13,6,17,35.3,0,0,-,1,1,100,3,6,9,4,1,1,1,2,-5
Marcus Thornton,NOH,NOH vs. SAS,03/01/2010,2009-10,L,27,30,12,19,63.2,6,7,85.7,0,1,0.0,2,5,7,2,0,0,2,2,-9
George Hill,SAS,SAS @ NOH,03/01/2010,2009-10,W,44,23,9,13,69.2,3,4,75.0,2,2,100,2,3,5,2,0,2,1,3,13
DeJuan Blair,SAS,SAS @ NOH,03/01/2010,2009-10,W,26,8,3,6,50.0,0,0,-,2,3,66.7,3,3,6,4,1,2,1,5,18
Tim Duncan,SAS,SAS @ NOH,03/01/2010,2009-10,W,35,22,9,16,56.3,0,0,-,4,6,66.7,2,7,9,1,0,2,0,3,0
Malik Hairston,SAS,SAS @ NOH,03/01/2010,2009-10,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-1
Sean Marks,NOH,NOH vs. SAS,03/01/2010,2009-10,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Darren Collison,NOH,NOH vs. SAS,03/01/2010,2009-10,L,47,10,5,12,41.7,0,1,0.0,0,0,-,1,4,5,15,2,0,2,3,-14
Morris Peterson,NOH,NOH vs. SAS,03/01/2010,2009-10,L,27,7,1,3,33.3,0,2,0.0,5,6,83.3,0,6,6,0,0,1,0,0,-6
Emeka Okafor,NOH,NOH vs. SAS,03/01/2010,2009-10,L,32,18,8,13,61.5,0,0,-,2,3,66.7,2,5,7,0,1,2,0,5,-13
Roger Mason Jr.,SAS,SAS @ NOH,03/01/2010,2009-10,W,6,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,9
Matt Bonner,SAS,SAS @ NOH,03/01/2010,2009-10,W,21,10,4,11,36.4,2,7,28.6,0,0,-,1,4,5,0,0,0,1,0,6
Tony Parker,SAS,SAS @ NOH,03/01/2010,2009-10,W,28,18,9,15,60.0,0,1,0.0,0,0,-,0,2,2,6,0,0,1,1,1
Ian Mahinmi,SAS,SAS @ NOH,03/01/2010,2009-10,W,1,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,0
Peja Stojakovic,NOH,NOH vs. SAS,03/01/2010,2009-10,L,37,11,4,12,33.3,1,5,20.0,2,2,100,3,0,3,0,0,0,4,0,-14
Julian Wright,NOH,NOH vs. SAS,03/01/2010,2009-10,L,9,0,0,1,0.0,0,0,-,0,0,-,0,3,3,0,0,0,2,0,-1
James Posey,NOH,NOH vs. SAS,03/01/2010,2009-10,L,23,3,1,5,20.0,1,3,33.3,0,0,-,0,4,4,1,0,0,0,2,-8
Richard Jefferson,SAS,SAS @ NOH,03/01/2010,2009-10,W,27,10,3,7,42.9,0,2,0.0,4,4,100,1,5,6,0,0,0,1,3,10
Manu Ginobili,SAS,SAS @ NOH,03/01/2010,2009-10,W,29,13,4,9,44.4,3,6,50.0,2,2,100,0,4,4,8,4,2,4,3,15
Rasho Nesterovic,TOR,TOR @ HOU,03/01/2010,2009-10,L,22,2,1,3,33.3,0,0,-,0,0,-,1,6,7,2,0,1,0,3,-20
David Andersen,HOU,HOU vs. TOR,03/01/2010,2009-10,W,23,16,6,9,66.7,2,3,66.7,2,2,100,1,4,5,2,1,1,1,2,19
Jordan Hill,HOU,HOU vs. TOR,03/01/2010,2009-10,W,10,4,2,3,66.7,0,0,-,0,0,-,2,4,6,0,0,0,1,2,-6
Hilton Armstrong,HOU,HOU vs. TOR,03/01/2010,2009-10,W,6,0,0,4,0.0,0,0,-,0,0,-,0,0,0,0,2,0,1,1,-3
Antoine Wright,TOR,TOR @ HOU,03/01/2010,2009-10,L,26,13,5,10,50.0,1,4,25.0,2,2,100,0,2,2,1,0,0,0,2,-3
DeMar DeRozan,TOR,TOR @ HOU,03/01/2010,2009-10,L,15,0,0,2,0.0,0,0,-,0,0,-,0,1,1,0,0,0,2,2,-15
Luis Scola,HOU,HOU vs. TOR,03/01/2010,2009-10,W,22,11,4,7,57.1,0,0,-,3,3,100,0,8,8,2,2,0,0,4,12
Garrett Temple,HOU,HOU vs. TOR,03/01/2010,2009-10,W,18,7,1,3,33.3,1,1,100,4,4,100,0,3,3,3,0,0,2,4,-7
Jarrett Jack,TOR,TOR @ HOU,03/01/2010,2009-10,L,24,11,4,8,50.0,0,1,0.0,3,4,75.0,0,2,2,6,1,0,4,2,-26
Chase Budinger,HOU,HOU vs. TOR,03/01/2010,2009-10,W,27,7,3,9,33.3,0,1,0.0,1,1,100,1,2,3,3,1,0,1,1,-5
Sonny Weems,TOR,TOR @ HOU,03/01/2010,2009-10,L,23,8,4,8,50.0,0,0,-,0,0,-,0,1,1,0,1,0,1,1,-18
Jared Jeffries,HOU,HOU vs. TOR,03/01/2010,2009-10,W,10,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,1,3,-6
Chuck Hayes,HOU,HOU vs. TOR,03/01/2010,2009-10,W,25,2,1,2,50.0,0,0,-,0,2,0.0,1,4,5,8,3,1,0,4,32
Andrea Bargnani,TOR,TOR @ HOU,03/01/2010,2009-10,L,28,14,6,17,35.3,2,4,50.0,0,1,0.0,1,5,6,0,0,0,1,0,-29
Amir Johnson,TOR,TOR @ HOU,03/01/2010,2009-10,L,13,2,1,2,50.0,0,0,-,0,0,-,1,3,4,1,1,0,0,3,0
Kevin Martin,HOU,HOU vs. TOR,03/01/2010,2009-10,W,32,28,9,16,56.3,5,8,62.5,5,5,100,0,0,0,4,1,0,4,0,30
Aaron Brooks,HOU,HOU vs. TOR,03/01/2010,2009-10,W,30,28,11,16,68.8,4,9,44.4,2,2,100,0,5,5,7,0,0,2,1,31
Marco Belinelli,TOR,TOR @ HOU,03/01/2010,2009-10,L,17,11,3,9,33.3,1,2,50.0,4,4,100,0,1,1,1,2,0,0,0,4
Patrick O'Bryant,TOR,TOR @ HOU,03/01/2010,2009-10,L,9,2,1,1,100,0,0,-,0,0,-,0,3,3,0,0,4,2,3,6
Marcus Banks,TOR,TOR @ HOU,03/01/2010,2009-10,L,24,15,5,7,71.4,1,1,100,4,5,80.0,0,3,3,4,4,0,4,5,2
Hedo Turkoglu,TOR,TOR @ HOU,03/01/2010,2009-10,L,16,4,1,5,20.0,0,2,0.0,2,2,100,0,1,1,1,0,0,1,1,-16
Reggie Evans,TOR,TOR @ HOU,03/01/2010,2009-10,L,24,10,3,5,60.0,0,0,-,4,7,57.1,2,3,5,1,1,0,2,5,-5
Shane Battier,HOU,HOU vs. TOR,03/01/2010,2009-10,W,24,5,1,4,25.0,1,3,33.3,2,2,100,0,6,6,2,0,3,1,0,33
Jermaine Taylor,HOU,HOU vs. TOR,03/01/2010,2009-10,W,13,8,3,6,50.0,0,0,-,2,2,100,1,1,2,2,1,0,3,1,-10
Jonathan Bender,NYK,NYK @ CLE,03/01/2010,2009-10,L,16,4,2,4,50.0,0,1,0.0,0,0,-,0,2,2,0,1,2,2,1,15
Mo Williams,CLE,CLE vs. NYK,03/01/2010,2009-10,W,25,7,2,8,25.0,1,5,20.0,2,3,66.7,0,3,3,10,0,2,1,2,31
Tracy McGrady,NYK,NYK @ CLE,03/01/2010,2009-10,L,24,6,3,7,42.9,0,2,0.0,0,0,-,0,2,2,5,0,0,3,3,-31
JJ Hickson,CLE,CLE vs. NYK,03/01/2010,2009-10,W,23,17,6,7,85.7,0,0,-,5,7,71.4,2,7,9,2,1,2,3,1,28
Al Harrington,NYK,NYK @ CLE,03/01/2010,2009-10,L,31,18,7,15,46.7,3,8,37.5,1,2,50.0,0,3,3,1,1,0,0,2,-38
Darnell Jackson,CLE,CLE vs. NYK,03/01/2010,2009-10,W,9,1,0,1,0.0,0,0,-,1,2,50.0,0,1,1,0,0,0,1,2,-18
Anthony Parker,CLE,CLE vs. NYK,03/01/2010,2009-10,W,27,8,3,4,75.0,2,3,66.7,0,0,-,1,4,5,1,1,0,1,1,35
Anderson Varejao,CLE,CLE vs. NYK,03/01/2010,2009-10,W,16,14,7,9,77.8,0,0,-,0,0,-,6,4,10,2,0,0,0,1,21
Sergio Rodriguez,NYK,NYK @ CLE,03/01/2010,2009-10,L,22,9,3,9,33.3,1,2,50.0,2,3,66.7,0,0,0,5,1,0,1,2,-9
LeBron James,CLE,CLE vs. NYK,03/01/2010,2009-10,W,31,22,9,17,52.9,1,4,25.0,3,5,60.0,0,7,7,7,2,2,3,0,39
David Lee,NYK,NYK @ CLE,03/01/2010,2009-10,L,33,10,4,12,33.3,0,0,-,2,3,66.7,1,9,10,4,3,0,3,2,-37
Danilo Gallinari,NYK,NYK @ CLE,03/01/2010,2009-10,L,36,17,5,13,38.5,2,5,40.0,5,5,100,1,3,4,1,2,0,2,2,-21
Antawn Jamison,CLE,CLE vs. NYK,03/01/2010,2009-10,W,30,17,8,14,57.1,1,5,20.0,0,1,0.0,1,11,12,2,2,1,2,2,38
Eddie House,NYK,NYK @ CLE,03/01/2010,2009-10,L,20,2,1,8,12.5,0,4,0.0,0,0,-,0,2,2,3,0,0,1,0,-21
Delonte West,CLE,CLE vs. NYK,03/01/2010,2009-10,W,22,15,6,10,60.0,0,0,-,3,5,60.0,1,2,3,3,1,0,0,0,3
Leon Powe,CLE,CLE vs. NYK,03/01/2010,2009-10,W,18,8,3,6,50.0,0,0,-,2,4,50.0,1,3,4,0,1,0,3,3,-7
Jawad Williams,CLE,CLE vs. NYK,03/01/2010,2009-10,W,12,7,3,6,50.0,1,2,50.0,0,0,-,0,1,1,3,0,0,0,3,-11
Toney Douglas,NYK,NYK @ CLE,03/01/2010,2009-10,L,21,6,2,6,33.3,1,3,33.3,1,2,50.0,0,3,3,6,0,0,0,2,-1
Danny Green,CLE,CLE vs. NYK,03/01/2010,2009-10,W,9,4,2,4,50.0,0,0,-,0,0,-,1,0,1,0,0,0,1,3,-18
Henry Walker,NYK,NYK @ CLE,03/01/2010,2009-10,L,35,21,9,14,64.3,2,5,40.0,1,2,50.0,0,5,5,1,1,1,0,3,-12
Jamario Moon,CLE,CLE vs. NYK,03/01/2010,2009-10,W,18,4,2,4,50.0,0,0,-,0,0,-,1,3,4,1,0,0,1,3,14
Ronnie Price,UTA,UTA @ LAC,03/01/2010,2009-10,L,10,0,0,3,0.0,0,0,-,0,0,-,0,0,0,1,0,0,1,4,-8
CJ Miles,UTA,UTA @ LAC,03/01/2010,2009-10,L,19,6,2,5,40.0,0,0,-,2,2,100,2,4,6,1,1,0,1,2,-2
DeAndre Jordan,LAC,LAC vs. UTA,03/01/2010,2009-10,W,17,4,2,3,66.7,0,0,-,0,0,-,1,1,2,0,0,4,0,4,-6
Baron Davis,LAC,LAC vs. UTA,03/01/2010,2009-10,W,35,19,7,14,50.0,2,5,40.0,3,4,75.0,1,4,5,12,1,2,9,3,6
