Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Doug McDermott,IND,IND vs. MIA,08/14/2020,2019-20,W,22,23,8,16,50.0,5,11,45.5,2,3,66.7,1,3,4,0,1,0,0,2,10
Kelly Olynyk,MIA,MIA @ IND,08/14/2020,2019-20,L,20,6,2,9,22.2,2,8,25.0,0,0,-,0,6,6,0,0,1,0,0,-9
Derrick Jones Jr.,MIA,MIA @ IND,08/14/2020,2019-20,L,16,3,1,2,50.0,0,0,-,1,2,50.0,2,0,2,2,2,0,0,2,-2
Duncan Robinson,MIA,MIA @ IND,08/14/2020,2019-20,L,13,0,0,3,0.0,0,3,0.0,0,0,-,0,2,2,1,0,0,2,1,-5
Tyler Herro,MIA,MIA @ IND,08/14/2020,2019-20,L,28,16,6,16,37.5,3,8,37.5,1,1,100,1,0,1,3,0,0,3,2,-10
Justin Holiday,IND,IND vs. MIA,08/14/2020,2019-20,W,24,11,3,5,60.0,3,5,60.0,2,2,100,0,7,7,0,1,0,2,3,7
JaKarr Sampson,IND,IND vs. MIA,08/14/2020,2019-20,W,23,10,5,9,55.6,0,0,-,0,0,-,1,3,4,2,2,0,2,1,5
Edmond Sumner,IND,IND vs. MIA,08/14/2020,2019-20,W,31,7,3,7,42.9,0,3,0.0,1,1,100,0,2,2,6,0,0,2,4,15
Naz Mitrou-Long,IND,IND vs. MIA,08/14/2020,2019-20,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,1,1,0
Brian Bowen II,IND,IND vs. MIA,08/14/2020,2019-20,W,2,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,1,0
Aaron Holiday,IND,IND vs. MIA,08/14/2020,2019-20,W,17,11,5,7,71.4,1,3,33.3,0,0,-,0,2,2,2,3,0,2,2,2
Alize Johnson,IND,IND vs. MIA,08/14/2020,2019-20,W,38,11,3,8,37.5,2,5,40.0,3,4,75.0,7,10,17,4,0,1,3,3,10
Marc Gasol,TOR,TOR vs. DEN,08/14/2020,2019-20,W,17,2,1,3,33.3,0,1,0.0,0,0,-,0,3,3,5,1,1,2,2,-2
Keita Bates-Diop,DEN,DEN @ TOR,08/14/2020,2019-20,L,24,11,3,11,27.3,1,4,25.0,4,4,100,2,4,6,0,1,2,2,3,-1
Torrey Craig,DEN,DEN @ TOR,08/14/2020,2019-20,L,15,3,1,6,16.7,1,3,33.3,0,0,-,1,3,4,3,0,0,1,0,-6
Monte Morris,DEN,DEN @ TOR,08/14/2020,2019-20,L,30,16,4,14,28.6,2,7,28.6,6,6,100,0,6,6,4,0,1,2,0,-7
Jamal Murray,DEN,DEN @ TOR,08/14/2020,2019-20,L,10,11,4,5,80.0,3,3,100,0,0,-,0,0,0,1,1,0,0,2,-6
Nikola Jokic,DEN,DEN @ TOR,08/14/2020,2019-20,L,10,2,1,1,100,0,0,-,0,0,-,0,1,1,2,0,0,1,0,-6
Noah Vonleh,DEN,DEN @ TOR,08/14/2020,2019-20,L,7,2,1,2,50.0,0,0,-,0,0,-,0,0,0,1,0,0,0,0,0
Jerami Grant,DEN,DEN @ TOR,08/14/2020,2019-20,L,18,2,1,6,16.7,0,3,0.0,0,0,-,1,1,2,1,0,0,0,0,2
Troy Daniels,DEN,DEN @ TOR,08/14/2020,2019-20,L,28,10,4,11,36.4,2,8,25.0,0,0,-,0,3,3,1,1,0,3,3,-2
Mason Plumlee,DEN,DEN @ TOR,08/14/2020,2019-20,L,20,10,4,6,66.7,0,0,-,2,3,66.7,1,2,3,2,0,4,0,2,-3
Paul Millsap,DEN,DEN @ TOR,08/14/2020,2019-20,L,16,10,4,8,50.0,2,3,66.7,0,0,-,1,2,3,2,2,1,1,2,-4
Rondae Hollis-Jefferson,TOR,TOR vs. DEN,08/14/2020,2019-20,W,22,6,3,9,33.3,0,0,-,0,1,0.0,2,4,6,3,0,1,1,1,11
Norman Powell,TOR,TOR vs. DEN,08/14/2020,2019-20,W,23,15,6,9,66.7,3,5,60.0,0,0,-,1,5,6,2,1,1,3,2,-3
Matt Thomas,TOR,TOR vs. DEN,08/14/2020,2019-20,W,28,12,4,6,66.7,2,3,66.7,2,2,100,1,2,3,2,1,0,2,4,7
Stanley Johnson,TOR,TOR vs. DEN,08/14/2020,2019-20,W,29,23,9,16,56.3,4,8,50.0,1,3,33.3,0,4,4,6,1,1,5,5,5
Malcolm Miller,TOR,TOR vs. DEN,08/14/2020,2019-20,W,26,10,4,5,80.0,2,3,66.7,0,0,-,1,0,1,3,1,0,0,4,3
PJ Dozier,DEN,DEN @ TOR,08/14/2020,2019-20,L,31,20,6,9,66.7,5,6,83.3,3,3,100,0,5,5,8,2,0,1,0,-5
Chris Boucher,TOR,TOR vs. DEN,08/14/2020,2019-20,W,22,9,3,8,37.5,1,3,33.3,2,3,66.7,4,5,9,0,0,1,1,2,5
Paul Watson,TOR,TOR vs. DEN,08/14/2020,2019-20,W,27,22,8,13,61.5,4,6,66.7,2,3,66.7,0,6,6,2,1,0,1,2,8
Terence Davis,TOR,TOR vs. DEN,08/14/2020,2019-20,W,34,14,5,15,33.3,2,6,33.3,2,2,100,1,5,6,3,2,0,3,2,6
Tyler Cook,DEN,DEN @ TOR,08/14/2020,2019-20,L,16,4,1,2,50.0,0,0,-,2,2,100,2,2,4,0,2,0,2,1,-3
Bol Bol,DEN,DEN @ TOR,08/14/2020,2019-20,L,15,8,2,6,33.3,0,1,0.0,4,5,80.0,1,3,4,2,0,3,2,2,1
Dewan Hernandez,TOR,TOR vs. DEN,08/14/2020,2019-20,W,13,4,2,6,33.3,0,0,-,0,0,-,3,4,7,1,0,0,1,0,0
Caris LeVert,BKN,BKN vs. POR,08/13/2020,2019-20,L,33,37,16,29,55.2,1,5,20.0,4,4,100,1,5,6,9,2,1,6,1,4
Rodions Kurucs,BKN,BKN vs. POR,08/13/2020,2019-20,L,23,8,3,5,60.0,1,2,50.0,1,2,50.0,1,4,5,2,0,1,1,4,4
Jarrett Allen,BKN,BKN vs. POR,08/13/2020,2019-20,L,37,14,5,8,62.5,0,0,-,4,9,44.4,6,5,11,4,0,3,1,1,16
Jeremiah Martin,BKN,BKN vs. POR,08/13/2020,2019-20,L,9,2,1,2,50.0,0,0,-,0,0,-,0,0,0,2,2,0,0,1,-14
Gary Trent Jr.,POR,POR @ BKN,08/13/2020,2019-20,W,37,16,6,13,46.2,4,10,40.0,0,0,-,0,1,1,1,2,1,1,5,-6
Timothe Luwawu-Cabarrot,BKN,BKN vs. POR,08/13/2020,2019-20,L,32,19,7,13,53.8,5,9,55.6,0,0,-,2,6,8,1,0,0,2,5,6
Tyler Johnson,BKN,BKN vs. POR,08/13/2020,2019-20,L,24,16,7,13,53.8,2,4,50.0,0,0,-,0,1,1,2,1,0,0,2,4
Jusuf Nurkic,POR,POR @ BKN,08/13/2020,2019-20,W,33,22,11,17,64.7,0,0,-,0,1,0.0,2,8,10,3,1,0,1,5,10
Joe Harris,BKN,BKN vs. POR,08/13/2020,2019-20,L,34,19,9,14,64.3,1,4,25.0,0,0,-,1,2,3,4,0,0,3,5,-20
CJ McCollum,POR,POR @ BKN,08/13/2020,2019-20,W,44,25,9,21,42.9,0,6,0.0,7,8,87.5,1,3,4,7,3,1,2,3,7
Damian Lillard,POR,POR @ BKN,08/13/2020,2019-20,W,44,42,13,22,59.1,8,14,57.1,8,9,88.9,0,3,3,12,2,0,1,1,-1
Lance Thomas,BKN,BKN vs. POR,08/13/2020,2019-20,L,4,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-11
Carmelo Anthony,POR,POR @ BKN,08/13/2020,2019-20,W,37,9,4,12,33.3,1,4,25.0,0,0,-,3,4,7,1,1,0,2,5,13
Anfernee Simons,POR,POR @ BKN,08/13/2020,2019-20,W,2,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,1
Zach Collins,POR,POR @ BKN,08/13/2020,2019-20,W,17,2,1,7,14.3,0,2,0.0,0,0,-,3,3,6,0,0,0,0,0,-4
Mario Hezonja,POR,POR @ BKN,08/13/2020,2019-20,W,11,2,1,5,20.0,0,2,0.0,0,0,-,0,1,1,0,0,0,1,0,-6
Hassan Whiteside,POR,POR @ BKN,08/13/2020,2019-20,W,15,16,5,6,83.3,0,0,-,6,6,100,5,4,9,1,1,2,1,2,-9
Justin Anderson,BKN,BKN vs. POR,08/13/2020,2019-20,L,6,3,1,2,50.0,1,2,50.0,0,0,-,0,1,1,0,0,0,1,2,-6
Garrett Temple,BKN,BKN vs. POR,08/13/2020,2019-20,L,37,15,4,10,40.0,3,7,42.9,4,4,100,1,9,10,4,0,0,0,2,12
Jaxson Hayes,NOP,NOP @ ORL,08/13/2020,2019-20,L,31,13,5,7,71.4,0,0,-,3,4,75.0,2,2,4,0,0,1,1,4,-13
Sindarius Thornwell,NOP,NOP @ ORL,08/13/2020,2019-20,L,19,9,3,6,50.0,1,3,33.3,2,4,50.0,0,2,2,1,0,1,2,1,0
Frank Jackson,NOP,NOP @ ORL,08/13/2020,2019-20,L,36,31,12,24,50.0,3,9,33.3,4,5,80.0,0,2,2,5,1,0,0,2,-8
Jahlil Okafor,NOP,NOP @ ORL,08/13/2020,2019-20,L,17,8,4,7,57.1,0,1,0.0,0,0,-,1,3,4,0,0,1,1,2,7
Josh Hart,NOP,NOP @ ORL,08/13/2020,2019-20,L,36,23,7,14,50.0,3,9,33.3,6,8,75.0,1,13,14,6,1,1,2,0,-8
Nickeil Alexander-Walker,NOP,NOP @ ORL,08/13/2020,2019-20,L,36,29,11,18,61.1,2,6,33.3,5,5,100,1,0,1,7,1,0,6,4,-11
Melvin Frazier Jr.,ORL,ORL vs. NOP,08/13/2020,2019-20,W,24,10,4,8,50.0,2,4,50.0,0,0,-,0,3,3,2,1,0,2,0,-16
Kenrich Williams,NOP,NOP @ ORL,08/13/2020,2019-20,L,19,0,0,1,0.0,0,1,0.0,0,0,-,2,3,5,1,2,0,0,3,12
Gary Clark,ORL,ORL vs. NOP,08/13/2020,2019-20,W,29,8,3,7,42.9,2,5,40.0,0,0,-,1,1,2,0,0,2,1,3,-1
Zylan Cheatham,NOP,NOP @ ORL,08/13/2020,2019-20,L,20,8,4,4,100,0,0,-,0,0,-,2,1,3,1,1,0,1,5,2
Vic Law,ORL,ORL vs. NOP,08/13/2020,2019-20,W,21,10,4,8,50.0,1,3,33.3,1,2,50.0,0,4,4,1,0,0,1,3,-9
D.J. Augustin,ORL,ORL vs. NOP,08/13/2020,2019-20,W,22,22,7,10,70.0,1,3,33.3,7,7,100,1,3,4,6,0,0,2,5,-5
Khem Birch,ORL,ORL vs. NOP,08/13/2020,2019-20,W,18,9,3,6,50.0,0,0,-,3,6,50.0,2,1,3,2,1,0,1,2,-9
Nicolo Melli,NOP,NOP @ ORL,08/13/2020,2019-20,L,25,6,2,6,33.3,1,5,20.0,1,1,100,0,5,5,1,0,0,0,1,-11
Nikola Vucevic,ORL,ORL vs. NOP,08/13/2020,2019-20,W,26,23,10,11,90.9,3,4,75.0,0,0,-,0,6,6,3,1,0,0,0,18
James Ennis III,ORL,ORL vs. NOP,08/13/2020,2019-20,W,31,16,6,11,54.5,2,4,50.0,2,2,100,1,3,4,0,2,0,2,5,14
Markelle Fultz,ORL,ORL vs. NOP,08/13/2020,2019-20,W,25,11,5,12,41.7,0,1,0.0,1,2,50.0,1,0,1,5,1,0,0,1,19
Wes Iwundu,ORL,ORL vs. NOP,08/13/2020,2019-20,W,27,15,4,5,80.0,2,2,100,5,7,71.4,0,4,4,6,0,0,2,1,11
BJ Johnson,ORL,ORL vs. NOP,08/13/2020,2019-20,W,17,9,2,6,33.3,2,2,100,3,4,75.0,0,2,2,0,0,0,1,2,8
Quinndary Weatherspoon,SAS,SAS @ UTA,08/13/2020,2019-20,L,3,1,0,0,-,0,0,-,1,2,50.0,0,1,1,0,0,0,0,1,-4
Ed Davis,UTA,UTA vs. SAS,08/13/2020,2019-20,W,7,11,5,6,83.3,0,0,-,1,1,100,4,2,6,1,0,0,0,2,11
Jordan Clarkson,UTA,UTA vs. SAS,08/13/2020,2019-20,W,14,11,4,12,33.3,3,9,33.3,0,0,-,0,2,2,1,0,0,2,1,12
Joe Ingles,UTA,UTA vs. SAS,08/13/2020,2019-20,W,12,3,1,4,25.0,1,3,33.3,0,0,-,0,1,1,3,1,0,0,0,12
Royce O'Neale,UTA,UTA vs. SAS,08/13/2020,2019-20,W,11,2,1,4,25.0,0,2,0.0,0,0,-,0,1,1,0,0,2,0,1,1
Georges Niang,UTA,UTA vs. SAS,08/13/2020,2019-20,W,22,13,5,10,50.0,3,8,37.5,0,0,-,1,4,5,2,0,0,1,1,13
Donovan Mitchell,UTA,UTA vs. SAS,08/13/2020,2019-20,W,11,11,3,5,60.0,3,4,75.0,2,2,100,0,4,4,3,0,0,0,1,1
Tony Bradley,UTA,UTA vs. SAS,08/13/2020,2019-20,W,22,6,3,7,42.9,0,0,-,0,0,-,3,7,10,1,0,1,1,1,-1
Jarrell Brantley,UTA,UTA vs. SAS,08/13/2020,2019-20,W,29,13,6,13,46.2,0,3,0.0,1,2,50.0,1,3,4,6,1,1,0,2,-4
Juwan Morgan,UTA,UTA vs. SAS,08/13/2020,2019-20,W,22,6,3,4,75.0,0,0,-,0,0,-,2,1,3,1,1,1,1,5,7
Keldon Johnson,SAS,SAS @ UTA,08/13/2020,2019-20,L,30,24,8,12,66.7,1,3,33.3,7,8,87.5,0,2,2,0,1,0,3,4,4
Marco Belinelli,SAS,SAS @ UTA,08/13/2020,2019-20,L,30,16,6,11,54.5,3,6,50.0,1,2,50.0,0,0,0,0,0,0,0,2,-6
Rayjon Tucker,UTA,UTA vs. SAS,08/13/2020,2019-20,W,24,18,6,12,50.0,1,4,25.0,5,5,100,0,2,2,1,0,0,0,0,-7
Luka Samanic,SAS,SAS @ UTA,08/13/2020,2019-20,L,31,16,5,10,50.0,3,5,60.0,3,4,75.0,1,5,6,3,0,1,1,4,7
Miye Oni,UTA,UTA vs. SAS,08/13/2020,2019-20,W,26,10,4,8,50.0,2,5,40.0,0,0,-,1,1,2,2,1,0,1,3,0
Justin Wright-Foreman,UTA,UTA vs. SAS,08/13/2020,2019-20,W,17,4,2,7,28.6,0,3,0.0,0,0,-,0,2,2,3,1,0,1,2,-11
Drew Eubanks,SAS,SAS @ UTA,08/13/2020,2019-20,L,27,8,1,6,16.7,0,0,-,6,8,75.0,2,5,7,3,0,4,1,1,-10
Chimezie Metu,SAS,SAS @ UTA,08/13/2020,2019-20,L,27,10,3,6,50.0,0,1,0.0,4,5,80.0,2,4,6,4,1,1,2,2,-12
Nigel Williams-Goss,UTA,UTA vs. SAS,08/13/2020,2019-20,W,22,10,4,9,44.4,2,5,40.0,0,0,-,0,1,1,1,2,0,1,4,-4
Dejounte Murray,SAS,SAS @ UTA,08/13/2020,2019-20,L,36,12,5,14,35.7,0,2,0.0,2,2,100,1,13,14,7,0,0,6,3,4
Jakob Poeltl,SAS,SAS @ UTA,08/13/2020,2019-20,L,21,10,5,6,83.3,0,0,-,0,5,0.0,2,3,5,3,1,2,1,3,-1
Lonnie Walker IV,SAS,SAS @ UTA,08/13/2020,2019-20,L,34,15,6,14,42.9,3,3,100,0,0,-,1,2,3,4,1,0,1,0,-12
Grayson Allen,MEM,MEM vs. MIL,08/13/2020,2019-20,W,27,9,4,6,66.7,1,2,50.0,0,0,-,0,1,1,0,0,0,1,1,1
Donte DiVincenzo,MIL,MIL @ MEM,08/13/2020,2019-20,L,19,17,7,13,53.8,3,5,60.0,0,2,0.0,1,3,4,4,1,0,5,4,-9
Brook Lopez,MIL,MIL @ MEM,08/13/2020,2019-20,L,20,19,6,14,42.9,2,8,25.0,5,5,100,4,5,9,1,0,1,0,1,-20
Marvin Williams,MIL,MIL @ MEM,08/13/2020,2019-20,L,10,5,2,2,100,1,1,100,0,0,-,0,3,3,0,0,0,0,0,-1
Kyle Korver,MIL,MIL @ MEM,08/13/2020,2019-20,L,21,4,1,3,33.3,1,2,50.0,1,1,100,0,1,1,0,0,0,1,1,-1
Sterling Brown,MIL,MIL @ MEM,08/13/2020,2019-20,L,19,5,1,6,16.7,1,3,33.3,2,2,100,1,4,5,2,1,0,1,1,4
Frank Mason,MIL,MIL @ MEM,08/13/2020,2019-20,L,26,18,7,13,53.8,3,6,50.0,1,2,50.0,2,2,4,8,1,1,1,2,5
Thanasis Antetokounmpo,MIL,MIL @ MEM,08/13/2020,2019-20,L,18,2,1,4,25.0,0,2,0.0,0,2,0.0,0,1,1,2,1,0,1,4,12
Brandon Clarke,MEM,MEM vs. MIL,08/13/2020,2019-20,W,28,10,4,9,44.4,0,2,0.0,2,4,50.0,0,7,7,1,1,1,2,3,-1
Robin Lopez,MIL,MIL @ MEM,08/13/2020,2019-20,L,21,5,2,9,22.2,0,4,0.0,1,2,50.0,0,4,4,0,0,1,0,3,2
Jonas Valanciunas,MEM,MEM vs. MIL,08/13/2020,2019-20,W,33,26,11,17,64.7,2,3,66.7,2,2,100,3,16,19,12,0,0,3,3,18
De'Anthony Melton,MEM,MEM vs. MIL,08/13/2020,2019-20,W,20,5,2,6,33.3,0,3,0.0,1,2,50.0,0,2,2,2,0,0,0,1,-12
Khris Middleton,MIL,MIL @ MEM,08/13/2020,2019-20,L,21,14,5,13,38.5,0,1,0.0,4,5,80.0,0,4,4,4,0,0,3,1,-18
Pat Connaughton,MIL,MIL @ MEM,08/13/2020,2019-20,L,16,2,1,4,25.0,0,2,0.0,0,0,-,0,1,1,0,1,0,1,2,-13
D.J. Wilson,MIL,MIL @ MEM,08/13/2020,2019-20,L,30,12,5,10,50.0,2,5,40.0,0,0,-,1,7,8,1,1,0,1,1,-9
Anthony Tolliver,MEM,MEM vs. MIL,08/13/2020,2019-20,W,20,9,3,5,60.0,3,5,60.0,0,0,-,1,3,4,2,1,0,1,1,14
Gorgui Dieng,MEM,MEM vs. MIL,08/13/2020,2019-20,W,15,7,1,6,16.7,1,3,33.3,4,4,100,1,3,4,1,0,0,1,1,-5
Dillon Brooks,MEM,MEM vs. MIL,08/13/2020,2019-20,W,33,31,12,18,66.7,4,7,57.1,3,5,60.0,0,2,2,2,0,1,1,0,27
Ja Morant,MEM,MEM vs. MIL,08/13/2020,2019-20,W,34,12,5,17,29.4,0,4,0.0,2,2,100,4,9,13,10,0,0,6,3,15
John Konchar,MEM,MEM vs. MIL,08/13/2020,2019-20,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-8
