Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
LaMarcus Aldridge,POR,POR vs. DEN,04/15/2009,2008-09,W,31,8,4,10,40.0,0,1,0.0,0,0,-,0,5,5,4,2,0,3,0,11
Nicolas Batum,POR,POR vs. DEN,04/15/2009,2008-09,W,15,3,1,4,25.0,1,2,50.0,0,0,-,1,4,5,0,0,0,0,2,6
Michael Ruffin,POR,POR vs. DEN,04/15/2009,2008-09,W,5,0,0,1,0.0,0,0,-,0,0,-,1,0,1,0,0,0,0,0,-1
Joel Przybilla,POR,POR vs. DEN,04/15/2009,2008-09,W,22,6,3,4,75.0,0,0,-,0,0,-,2,6,8,0,0,3,0,2,5
Nene,DEN,DEN @ POR,04/15/2009,2008-09,L,30,10,5,9,55.6,0,0,-,0,0,-,2,7,9,1,2,1,1,1,-8
Greg Oden,POR,POR vs. DEN,04/15/2009,2008-09,W,20,10,3,6,50.0,0,0,-,4,6,66.7,0,4,4,0,0,1,1,2,24
Jerryd Bayless,POR,POR vs. DEN,04/15/2009,2008-09,W,6,4,2,4,50.0,0,0,-,0,0,-,0,2,2,1,0,0,0,0,-2
Kenyon Martin,DEN,DEN @ POR,04/15/2009,2008-09,L,28,10,4,6,66.7,0,1,0.0,2,2,100,1,5,6,0,1,0,2,4,2
Carmelo Anthony,DEN,DEN @ POR,04/15/2009,2008-09,L,30,12,3,18,16.7,0,3,0.0,6,6,100,1,5,6,1,1,0,2,3,-9
JR Smith,DEN,DEN @ POR,04/15/2009,2008-09,L,21,5,2,7,28.6,1,3,33.3,0,0,-,1,1,2,1,0,0,1,1,-13
Brandon Roy,POR,POR vs. DEN,04/15/2009,2008-09,W,23,6,2,7,28.6,0,2,0.0,2,2,100,1,4,5,3,1,0,1,1,3
Steve Blake,POR,POR vs. DEN,04/15/2009,2008-09,W,30,9,3,7,42.9,1,3,33.3,2,2,100,1,3,4,4,1,0,3,1,1
Chris Andersen,DEN,DEN @ POR,04/15/2009,2008-09,L,20,4,1,3,33.3,0,0,-,2,2,100,1,3,4,0,0,3,3,2,-25
Johan Petro,DEN,DEN @ POR,04/15/2009,2008-09,L,5,1,0,2,0.0,0,0,-,1,2,50.0,1,2,3,1,0,0,1,0,1
Sergio Rodriguez,POR,POR vs. DEN,04/15/2009,2008-09,W,18,7,3,6,50.0,1,1,100,0,0,-,0,1,1,12,1,0,4,2,27
Anthony Carter,DEN,DEN @ POR,04/15/2009,2008-09,L,18,3,1,6,16.7,1,2,50.0,0,0,-,3,0,3,0,0,0,4,2,-34
Linas Kleiza,DEN,DEN @ POR,04/15/2009,2008-09,L,24,10,4,10,40.0,1,3,33.3,1,1,100,1,1,2,0,0,0,0,3,-35
Renaldo Balkman,DEN,DEN @ POR,04/15/2009,2008-09,L,7,2,1,3,33.3,0,0,-,0,0,-,0,0,0,0,1,0,0,0,-5
Channing Frye,POR,POR vs. DEN,04/15/2009,2008-09,W,17,12,5,7,71.4,1,1,100,1,2,50.0,1,3,4,3,0,0,0,2,17
Jason Hart,DEN,DEN @ POR,04/15/2009,2008-09,L,5,2,1,1,100,0,0,-,0,0,-,0,0,0,1,0,0,1,1,1
Chris Wilcox,NYK,NYK vs. NJN,04/15/2009,2008-09,W,23,14,5,9,55.6,0,0,-,4,5,80.0,1,4,5,1,0,1,2,3,7
Chris Duhon,NYK,NYK vs. NJN,04/15/2009,2008-09,W,27,7,3,6,50.0,1,2,50.0,0,0,-,0,1,1,6,1,1,1,2,34
Nate Robinson,NYK,NYK vs. NJN,04/15/2009,2008-09,W,32,12,4,12,33.3,0,6,0.0,4,4,100,3,3,6,4,2,0,1,3,19
Quentin Richardson,NYK,NYK vs. NJN,04/15/2009,2008-09,W,11,9,4,8,50.0,1,3,33.3,0,0,-,1,3,4,0,1,0,1,0,-5
Brook Lopez,NJN,NJN @ NYK,04/15/2009,2008-09,L,30,6,2,9,22.2,0,0,-,2,2,100,3,4,7,1,0,3,2,1,-29
Mouhamed Sene,NYK,NYK vs. NJN,04/15/2009,2008-09,W,6,3,1,2,50.0,0,0,-,1,1,100,2,3,5,0,0,1,1,0,0
Bobby Simmons,NJN,NJN @ NYK,04/15/2009,2008-09,L,22,9,3,8,37.5,2,2,100,1,1,100,3,3,6,0,0,0,1,2,-16
Yi Jianlian,NJN,NJN @ NYK,04/15/2009,2008-09,L,16,4,1,6,16.7,0,1,0.0,2,2,100,2,1,3,0,0,2,1,3,-20
Jared Jeffries,NYK,NYK vs. NJN,04/15/2009,2008-09,W,25,4,2,8,25.0,0,1,0.0,0,0,-,1,3,4,0,0,0,0,1,23
Trenton Hassell,NJN,NJN @ NYK,04/15/2009,2008-09,L,16,4,2,6,33.3,0,0,-,0,0,-,1,1,2,1,0,0,0,1,-10
Wilson Chandler,NYK,NYK vs. NJN,04/15/2009,2008-09,W,36,16,5,14,35.7,1,5,20.0,5,6,83.3,3,2,5,2,2,1,1,2,15
Chris Douglas-Roberts,NJN,NJN @ NYK,04/15/2009,2008-09,L,44,18,6,16,37.5,0,0,-,6,6,100,1,1,2,2,2,0,5,2,-34
Ryan Anderson,NJN,NJN @ NYK,04/15/2009,2008-09,L,32,13,4,11,36.4,2,5,40.0,3,4,75.0,3,8,11,0,3,0,2,3,-20
Jarvis Hayes,NJN,NJN @ NYK,04/15/2009,2008-09,L,20,2,1,5,20.0,0,0,-,0,0,-,1,3,4,1,0,0,3,1,-12
Josh Boone,NJN,NJN @ NYK,04/15/2009,2008-09,L,7,2,1,2,50.0,0,0,-,0,0,-,1,1,2,0,0,1,0,0,6
Larry Hughes,NYK,NYK vs. NJN,04/15/2009,2008-09,W,24,15,5,7,71.4,2,3,66.7,3,4,75.0,0,3,3,1,1,0,0,1,15
Joe Crawford,NYK,NYK vs. NJN,04/15/2009,2008-09,W,12,5,2,6,33.3,1,2,50.0,0,0,-,1,2,3,0,1,0,0,1,6
Maurice Ager,NJN,NJN @ NYK,04/15/2009,2008-09,L,16,7,3,8,37.5,0,2,0.0,1,2,50.0,1,1,2,1,0,0,1,3,5
Al Harrington,NYK,NYK vs. NJN,04/15/2009,2008-09,W,19,5,2,5,40.0,1,2,50.0,0,0,-,0,1,1,0,0,0,2,0,9
Keyon Dooling,NJN,NJN @ NYK,04/15/2009,2008-09,L,26,6,2,8,25.0,0,3,0.0,2,2,100,2,5,7,5,0,0,1,1,-9
David Lee,NYK,NYK vs. NJN,04/15/2009,2008-09,W,25,12,5,8,62.5,0,0,-,2,2,100,2,10,12,3,1,0,1,4,22
Sean Williams,NJN,NJN @ NYK,04/15/2009,2008-09,L,11,2,1,4,25.0,0,0,-,0,0,-,2,1,3,1,1,0,1,2,-6
Josh Howard,DAL,DAL vs. HOU,04/15/2009,2008-09,W,36,15,4,13,30.8,0,2,0.0,7,8,87.5,1,2,3,0,1,2,2,2,11
Brandon Bass,DAL,DAL vs. HOU,04/15/2009,2008-09,W,25,6,2,6,33.3,0,0,-,2,2,100,3,1,4,1,0,1,0,1,4
Aaron Brooks,HOU,HOU @ DAL,04/15/2009,2008-09,L,19,7,3,7,42.9,1,1,100,0,0,-,0,2,2,1,1,0,1,0,-11
J.J. Barea,DAL,DAL vs. HOU,04/15/2009,2008-09,W,26,4,2,9,22.2,0,2,0.0,0,0,-,0,1,1,5,0,0,0,2,1
Shane Battier,HOU,HOU @ DAL,04/15/2009,2008-09,L,39,9,2,5,40.0,2,4,50.0,3,4,75.0,0,5,5,3,1,2,0,2,-13
Erick Dampier,DAL,DAL vs. HOU,04/15/2009,2008-09,W,18,2,1,1,100,0,0,-,0,0,-,0,3,3,2,0,0,1,4,-6
Jason Terry,DAL,DAL vs. HOU,04/15/2009,2008-09,W,35,23,10,17,58.8,3,6,50.0,0,0,-,0,1,1,2,0,0,2,4,10
Antoine Wright,DAL,DAL vs. HOU,04/15/2009,2008-09,W,7,0,0,0,-,0,0,-,0,0,-,0,3,3,0,0,0,1,0,-3
