Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Arron Afflalo,DET,DET @ TOR,03/13/2009,2008-09,W,23,8,3,6,50.0,2,4,50.0,0,0,-,0,3,3,1,0,0,0,3,-2
Andrea Bargnani,TOR,TOR vs. DET,03/13/2009,2008-09,L,9,4,2,5,40.0,0,2,0.0,0,0,-,1,2,3,0,0,0,0,0,-4
Roko Ukic,TOR,TOR vs. DET,03/13/2009,2008-09,L,11,6,3,7,42.9,0,0,-,0,0,-,0,4,4,1,0,0,0,1,4
Jason Kidd,DAL,DAL @ GSW,03/13/2009,2008-09,L,38,21,8,16,50.0,5,8,62.5,0,0,-,1,9,10,11,2,0,2,4,-6
Ryan Hollins,DAL,DAL @ GSW,03/13/2009,2008-09,L,7,0,0,0,-,0,0,-,0,0,-,1,1,2,0,0,0,0,1,0
Anthony Randolph,GSW,GSW vs. DAL,03/13/2009,2008-09,W,21,14,5,10,50.0,0,0,-,4,6,66.7,4,3,7,3,3,3,0,6,1
Antoine Wright,DAL,DAL @ GSW,03/13/2009,2008-09,L,37,11,4,11,36.4,1,4,25.0,2,3,66.7,0,0,0,2,0,2,3,4,-8
J.J. Barea,DAL,DAL @ GSW,03/13/2009,2008-09,L,26,8,3,12,25.0,0,1,0.0,2,2,100,0,5,5,6,1,0,0,2,1
Brandan Wright,GSW,GSW vs. DAL,03/13/2009,2008-09,W,15,12,5,7,71.4,0,0,-,2,3,66.7,2,3,5,0,0,0,1,0,1
Ronny Turiaf,GSW,GSW vs. DAL,03/13/2009,2008-09,W,26,4,2,5,40.0,0,0,-,0,0,-,4,8,12,1,0,5,0,0,12
Anthony Morrow,GSW,GSW vs. DAL,03/13/2009,2008-09,W,24,6,3,7,42.9,0,3,0.0,0,0,-,1,1,2,2,0,0,0,1,6
Monta Ellis,GSW,GSW vs. DAL,03/13/2009,2008-09,W,44,29,11,25,44.0,0,1,0.0,7,9,77.8,1,10,11,3,1,0,2,2,10
Jason Terry,DAL,DAL @ GSW,03/13/2009,2008-09,L,32,20,9,22,40.9,1,9,11.1,1,1,100,1,0,1,3,0,0,0,3,-11
Stephen Jackson,GSW,GSW vs. DAL,03/13/2009,2008-09,W,43,31,11,23,47.8,3,7,42.9,6,6,100,1,6,7,10,1,0,3,1,3
Kelenna Azubuike,GSW,GSW vs. DAL,03/13/2009,2008-09,W,25,14,5,7,71.4,1,1,100,3,5,60.0,3,4,7,0,1,0,0,0,15
Andris Biedrins,GSW,GSW vs. DAL,03/13/2009,2008-09,W,8,0,0,1,0.0,0,0,-,0,0,-,1,1,2,1,0,0,2,2,-5
Dirk Nowitzki,DAL,DAL @ GSW,03/13/2009,2008-09,L,38,27,12,23,52.2,2,5,40.0,1,1,100,2,7,9,4,1,0,2,4,-9
Brandon Bass,DAL,DAL @ GSW,03/13/2009,2008-09,L,15,6,2,8,25.0,0,0,-,2,2,100,1,1,2,0,0,1,0,3,-6
Jamal Crawford,GSW,GSW vs. DAL,03/13/2009,2008-09,W,34,9,3,13,23.1,1,4,25.0,2,2,100,2,4,6,3,0,0,2,4,2
James Singleton,DAL,DAL @ GSW,03/13/2009,2008-09,L,24,11,4,6,66.7,0,0,-,3,3,100,5,6,11,0,0,1,2,1,-2
Matt Carroll,DAL,DAL @ GSW,03/13/2009,2008-09,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,1,0,-1
Erick Dampier,DAL,DAL @ GSW,03/13/2009,2008-09,L,20,6,2,5,40.0,0,0,-,2,4,50.0,6,4,10,1,0,1,0,3,-3
Chuck Hayes,HOU,HOU @ CHA,03/13/2009,2008-09,W,6,2,1,1,100,0,0,-,0,0,-,2,1,3,2,0,0,0,1,-4
Kyle Lowry,HOU,HOU @ CHA,03/13/2009,2008-09,W,20,9,3,6,50.0,1,2,50.0,2,2,100,0,0,0,2,0,0,3,2,-1
Boris Diaw,CHA,CHA vs. HOU,03/13/2009,2008-09,L,28,9,4,6,66.7,1,1,100,0,0,-,0,5,5,3,1,0,2,5,-6
Yao Ming,HOU,HOU @ CHA,03/13/2009,2008-09,W,37,23,9,11,81.8,1,1,100,4,4,100,1,7,8,2,0,3,4,4,7
Carl Landry,HOU,HOU @ CHA,03/13/2009,2008-09,W,14,4,2,4,50.0,0,0,-,0,0,-,1,2,3,0,0,0,2,4,-2
Shane Battier,HOU,HOU @ CHA,03/13/2009,2008-09,W,38,7,3,5,60.0,1,3,33.3,0,0,-,0,7,7,4,2,0,1,2,8
Gerald Wallace,CHA,CHA vs. HOU,03/13/2009,2008-09,L,40,17,7,10,70.0,1,3,33.3,2,3,66.7,2,6,8,2,3,0,4,3,-6
Emeka Okafor,CHA,CHA vs. HOU,03/13/2009,2008-09,L,29,8,3,11,27.3,0,0,-,2,4,50.0,4,4,8,0,2,1,1,4,-4
Luis Scola,HOU,HOU @ CHA,03/13/2009,2008-09,W,33,15,7,10,70.0,0,0,-,1,2,50.0,1,5,6,0,0,0,1,4,7
Cartier Martin,CHA,CHA vs. HOU,03/13/2009,2008-09,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,3
Von Wafer,HOU,HOU @ CHA,03/13/2009,2008-09,W,14,8,3,7,42.9,2,3,66.7,0,0,-,0,2,2,3,1,0,1,1,-7
Brent Barry,HOU,HOU @ CHA,03/13/2009,2008-09,W,6,3,1,3,33.3,1,3,33.3,0,0,-,0,0,0,0,0,0,0,0,-2
D.J. Augustin,CHA,CHA vs. HOU,03/13/2009,2008-09,L,18,7,2,4,50.0,0,0,-,3,4,75.0,0,1,1,1,1,0,1,2,1
Raymond Felton,CHA,CHA vs. HOU,03/13/2009,2008-09,L,41,12,6,19,31.6,0,1,0.0,0,0,-,0,2,2,8,2,0,3,2,-4
Aaron Brooks,HOU,HOU @ CHA,03/13/2009,2008-09,W,37,10,2,12,16.7,1,6,16.7,5,6,83.3,0,2,2,3,1,0,3,1,12
Juwan Howard,CHA,CHA vs. HOU,03/13/2009,2008-09,L,4,2,1,3,33.3,0,0,-,0,0,-,1,0,1,0,0,0,0,0,-1
Vladimir Radmanovic,CHA,CHA vs. HOU,03/13/2009,2008-09,L,25,12,4,8,50.0,1,4,25.0,3,5,60.0,0,5,5,1,0,1,2,1,0
Raja Bell,CHA,CHA vs. HOU,03/13/2009,2008-09,L,37,16,6,18,33.3,2,6,33.3,2,2,100,2,3,5,4,1,1,0,2,-9
DeSagana Diop,CHA,CHA vs. HOU,03/13/2009,2008-09,L,16,3,1,1,100,0,0,-,1,2,50.0,2,1,3,0,0,0,0,2,1
Metta World Peace,HOU,HOU @ CHA,03/13/2009,2008-09,W,36,10,5,12,41.7,0,2,0.0,0,0,-,0,6,6,4,1,1,2,2,7
Bobby Simmons,NJN,NJN @ POR,03/13/2009,2008-09,L,21,14,4,5,80.0,4,4,100,2,2,100,0,2,2,0,0,0,1,4,-3
Josh Boone,NJN,NJN @ POR,03/13/2009,2008-09,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3
Yi Jianlian,NJN,NJN @ POR,03/13/2009,2008-09,L,25,1,0,5,0.0,0,0,-,1,2,50.0,1,5,6,1,2,1,1,1,3
Brandon Roy,POR,POR vs. NJN,03/13/2009,2008-09,W,45,31,8,21,38.1,0,2,0.0,15,17,88.2,1,1,2,3,2,0,0,1,13
Vince Carter,NJN,NJN @ POR,03/13/2009,2008-09,L,39,19,8,20,40.0,3,4,75.0,0,0,-,0,4,4,1,0,0,3,6,-11
Joel Przybilla,POR,POR vs. NJN,03/13/2009,2008-09,W,28,3,0,1,0.0,0,0,-,3,4,75.0,1,2,3,0,0,5,1,4,0
Steve Blake,POR,POR vs. NJN,03/13/2009,2008-09,W,40,15,5,8,62.5,3,5,60.0,2,2,100,0,3,3,5,0,0,4,3,12
Sean Williams,NJN,NJN @ POR,03/13/2009,2008-09,L,13,7,3,5,60.0,0,0,-,1,2,50.0,2,1,3,2,1,1,1,5,7
Trenton Hassell,NJN,NJN @ POR,03/13/2009,2008-09,L,33,4,2,2,100,0,0,-,0,0,-,0,3,3,0,0,0,1,2,-3
Jarvis Hayes,NJN,NJN @ POR,03/13/2009,2008-09,L,17,6,3,5,60.0,0,1,0.0,0,0,-,1,0,1,1,0,0,0,3,-1
Sergio Rodriguez,POR,POR vs. NJN,03/13/2009,2008-09,W,5,2,1,1,100,0,0,-,0,0,-,1,0,1,2,0,0,1,1,-6
Brook Lopez,NJN,NJN @ POR,03/13/2009,2008-09,L,33,22,9,12,75.0,0,0,-,4,4,100,4,2,6,3,1,0,1,6,-11
Nicolas Batum,POR,POR vs. NJN,03/13/2009,2008-09,W,32,20,7,8,87.5,2,2,100,4,4,100,0,4,4,2,1,2,1,5,21
Travis Outlaw,POR,POR vs. NJN,03/13/2009,2008-09,W,30,13,4,10,40.0,1,2,50.0,4,6,66.7,2,8,10,1,1,2,0,2,12
Keyon Dooling,NJN,NJN @ POR,03/13/2009,2008-09,L,20,0,0,8,0.0,0,3,0.0,0,0,-,0,0,0,2,0,1,0,1,-14
Jerryd Bayless,POR,POR vs. NJN,03/13/2009,2008-09,W,11,0,0,2,0.0,0,0,-,0,0,-,0,1,1,2,0,0,1,2,-5
LaMarcus Aldridge,POR,POR vs. NJN,03/13/2009,2008-09,W,41,19,4,12,33.3,0,0,-,11,12,91.7,7,3,10,3,1,0,1,2,7
Devin Harris,NJN,NJN @ POR,03/13/2009,2008-09,L,38,27,7,16,43.8,1,2,50.0,12,13,92.3,0,7,7,8,1,0,2,1,-9
Channing Frye,POR,POR vs. NJN,03/13/2009,2008-09,W,8,6,3,8,37.5,0,1,0.0,0,0,-,1,2,3,0,0,1,0,1,-9
Mickael Pietrus,ORL,ORL @ WAS,03/13/2009,2008-09,W,40,21,8,14,57.1,5,10,50.0,0,2,0.0,4,7,11,6,2,2,2,2,9
JJ Redick,ORL,ORL @ WAS,03/13/2009,2008-09,W,21,10,3,6,50.0,2,5,40.0,2,2,100,0,4,4,1,0,0,1,1,2
Oleksiy Pecherov,WAS,WAS vs. ORL,03/13/2009,2008-09,L,1,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,2
Javaris Crittenton,WAS,WAS vs. ORL,03/13/2009,2008-09,L,29,10,4,11,36.4,0,1,0.0,2,4,50.0,2,3,5,7,0,0,3,1,-1
Caron Butler,WAS,WAS vs. ORL,03/13/2009,2008-09,L,19,5,1,7,14.3,0,0,-,3,4,75.0,0,1,1,2,1,0,0,0,-10
Marcin Gortat,ORL,ORL @ WAS,03/13/2009,2008-09,W,4,2,1,1,100,0,0,-,0,0,-,1,0,1,0,0,0,0,3,3
JaVale McGee,WAS,WAS vs. ORL,03/13/2009,2008-09,L,20,6,3,4,75.0,0,0,-,0,0,-,1,3,4,0,0,0,0,2,-10
Nick Young,WAS,WAS vs. ORL,03/13/2009,2008-09,L,34,20,8,15,53.3,1,2,50.0,3,3,100,0,5,5,4,0,0,1,5,-2
Rafer Alston,ORL,ORL @ WAS,03/13/2009,2008-09,W,28,18,6,11,54.5,1,3,33.3,5,6,83.3,0,3,3,2,0,0,0,2,5
Rashard Lewis,ORL,ORL @ WAS,03/13/2009,2008-09,W,37,19,6,13,46.2,3,9,33.3,4,4,100,4,2,6,2,1,0,1,4,5
Antawn Jamison,WAS,WAS vs. ORL,03/13/2009,2008-09,L,40,36,13,22,59.1,4,5,80.0,6,6,100,2,4,6,2,0,0,2,3,-11
Andray Blatche,WAS,WAS vs. ORL,03/13/2009,2008-09,L,15,9,4,5,80.0,0,0,-,1,1,100,0,2,2,1,0,1,0,3,5
Tony Battie,ORL,ORL @ WAS,03/13/2009,2008-09,W,25,13,6,8,75.0,0,0,-,1,1,100,1,6,7,0,0,0,3,1,8
Dominic McGuire,WAS,WAS vs. ORL,03/13/2009,2008-09,L,43,10,3,8,37.5,0,0,-,4,4,100,2,5,7,2,2,1,1,2,-7
Courtney Lee,ORL,ORL @ WAS,03/13/2009,2008-09,W,23,5,2,10,20.0,1,5,20.0,0,0,-,0,3,3,1,0,0,2,2,8
Anthony Johnson,ORL,ORL @ WAS,03/13/2009,2008-09,W,20,6,3,8,37.5,0,2,0.0,0,0,-,0,1,1,5,0,0,1,0,4
Dwight Howard,ORL,ORL @ WAS,03/13/2009,2008-09,W,42,18,6,9,66.7,0,0,-,6,12,50.0,7,6,13,7,1,5,4,4,1
Darius Songaila,WAS,WAS vs. ORL,03/13/2009,2008-09,L,19,4,2,3,66.7,0,0,-,0,0,-,0,1,1,1,2,1,2,3,2
Mike James,WAS,WAS vs. ORL,03/13/2009,2008-09,L,20,3,1,5,20.0,1,2,50.0,0,0,-,0,0,0,2,1,0,1,2,-13
Donte Greene,SAC,SAC vs. CLE,03/13/2009,2008-09,L,19,2,1,4,25.0,0,1,0.0,0,0,-,2,3,5,2,0,0,2,4,-20
Tarence Kinsey,CLE,CLE @ SAC,03/13/2009,2008-09,W,8,7,3,3,100,1,1,100,0,0,-,1,0,1,0,0,0,0,1,-4
Joe Smith,CLE,CLE @ SAC,03/13/2009,2008-09,W,22,2,0,2,0.0,0,0,-,2,2,100,0,3,3,2,2,0,2,3,5
Mo Williams,CLE,CLE @ SAC,03/13/2009,2008-09,W,38,10,3,14,21.4,0,4,0.0,4,4,100,0,3,3,4,0,0,1,5,-16
Spencer Hawes,SAC,SAC vs. CLE,03/13/2009,2008-09,L,42,11,5,9,55.6,1,2,50.0,0,0,-,3,1,4,4,1,0,3,6,-16
Francisco Garcia,SAC,SAC vs. CLE,03/13/2009,2008-09,L,23,3,1,4,25.0,1,3,33.3,0,0,-,1,2,3,2,0,0,1,6,-12
Daniel Gibson,CLE,CLE @ SAC,03/13/2009,2008-09,W,31,9,2,4,50.0,2,4,50.0,3,4,75.0,0,1,1,1,1,0,0,2,24
Kevin Martin,SAC,SAC vs. CLE,03/13/2009,2008-09,L,44,34,9,21,42.9,3,8,37.5,13,14,92.9,0,6,6,2,1,0,4,3,-2
LeBron James,CLE,CLE @ SAC,03/13/2009,2008-09,W,47,51,16,30,53.3,4,11,36.4,15,17,88.2,0,4,4,9,2,3,3,2,6
Rashad McCants,SAC,SAC vs. CLE,03/13/2009,2008-09,L,12,5,2,8,25.0,1,3,33.3,0,0,-,1,1,2,1,0,0,1,1,-2
Wally Szczerbiak,CLE,CLE @ SAC,03/13/2009,2008-09,W,27,12,4,6,66.7,1,2,50.0,3,4,75.0,1,5,6,1,1,0,0,0,14
Jason Thompson,SAC,SAC vs. CLE,03/13/2009,2008-09,L,33,19,6,12,50.0,0,1,0.0,7,8,87.5,2,4,6,3,0,1,0,4,27
Andres Nocioni,SAC,SAC vs. CLE,03/13/2009,2008-09,L,40,12,5,9,55.6,1,2,50.0,1,2,50.0,0,9,9,1,0,1,1,5,9
Sasha Pavlovic,CLE,CLE @ SAC,03/13/2009,2008-09,W,31,8,3,10,30.0,2,6,33.3,0,2,0.0,1,2,3,1,2,0,1,6,12
Anderson Varejao,CLE,CLE @ SAC,03/13/2009,2008-09,W,40,18,8,8,100,0,0,-,2,5,40.0,5,7,12,0,1,0,2,1,-1
Will Solomon,SAC,SAC vs. CLE,03/13/2009,2008-09,L,24,18,6,9,66.7,5,8,62.5,1,2,50.0,1,4,5,1,1,0,1,1,-5
Bobby Jackson,SAC,SAC vs. CLE,03/13/2009,2008-09,L,28,19,7,11,63.6,2,6,33.3,3,4,75.0,3,3,6,2,1,0,2,0,6
Zydrunas Ilgauskas,CLE,CLE @ SAC,03/13/2009,2008-09,W,20,9,4,9,44.4,0,0,-,1,3,33.3,4,3,7,0,0,2,2,3,-25
Quentin Richardson,NYK,NYK @ MIN,03/13/2009,2008-09,W,25,6,2,6,33.3,1,4,25.0,1,2,50.0,1,4,5,1,1,0,0,4,6
Nate Robinson,NYK,NYK @ MIN,03/13/2009,2008-09,W,37,25,5,15,33.3,1,3,33.3,14,17,82.4,3,3,6,7,2,0,4,3,14
Jared Jeffries,NYK,NYK @ MIN,03/13/2009,2008-09,W,24,8,2,7,28.6,0,0,-,4,6,66.7,4,1,5,3,0,0,0,3,2
Mark Madsen,MIN,MIN vs. NYK,03/13/2009,2008-09,L,5,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,4
Wilson Chandler,NYK,NYK @ MIN,03/13/2009,2008-09,W,42,24,8,16,50.0,2,4,50.0,6,7,85.7,2,10,12,3,2,1,3,3,9
Sebastian Telfair,MIN,MIN vs. NYK,03/13/2009,2008-09,L,43,22,9,20,45.0,2,7,28.6,2,2,100,0,1,1,3,0,0,4,2,-12
Larry Hughes,NYK,NYK @ MIN,03/13/2009,2008-09,W,36,12,5,15,33.3,1,6,16.7,1,2,50.0,0,4,4,1,3,0,2,0,2
Al Harrington,NYK,NYK @ MIN,03/13/2009,2008-09,W,23,12,5,9,55.6,0,2,0.0,2,3,66.7,1,2,3,0,2,1,3,4,8
Kevin Love,MIN,MIN vs. NYK,03/13/2009,2008-09,L,26,6,2,7,28.6,0,0,-,2,4,50.0,1,3,4,2,1,4,3,4,-19
Danilo Gallinari,NYK,NYK @ MIN,03/13/2009,2008-09,W,12,3,1,5,20.0,1,4,25.0,0,0,-,1,1,2,0,0,0,0,1,-8
Mike Miller,MIN,MIN vs. NYK,03/13/2009,2008-09,L,44,12,3,8,37.5,1,3,33.3,5,7,71.4,0,11,11,7,2,2,6,5,-5
Shelden Williams,MIN,MIN vs. NYK,03/13/2009,2008-09,L,12,2,1,3,33.3,0,0,-,0,0,-,1,3,4,0,0,1,0,2,2
David Lee,NYK,NYK @ MIN,03/13/2009,2008-09,W,42,12,6,14,42.9,0,0,-,0,0,-,3,10,13,3,5,0,0,4,7
Bobby Brown,MIN,MIN vs. NYK,03/13/2009,2008-09,L,10,4,2,6,33.3,0,2,0.0,0,0,-,1,0,1,1,1,0,1,2,1
Brian Cardinal,MIN,MIN vs. NYK,03/13/2009,2008-09,L,35,6,2,9,22.2,2,7,28.6,0,0,-,2,5,7,0,0,3,1,5,2
Ryan Gomes,MIN,MIN vs. NYK,03/13/2009,2008-09,L,40,28,11,21,52.4,1,4,25.0,5,6,83.3,0,4,4,2,0,0,2,3,-7
Craig Smith,MIN,MIN vs. NYK,03/13/2009,2008-09,L,25,14,4,6,66.7,0,0,-,6,6,100,2,7,9,0,0,0,0,6,-6
Quinton Ross,MEM,MEM @ BOS,03/13/2009,2008-09,L,15,3,1,3,33.3,1,3,33.3,0,0,-,0,0,0,1,0,0,1,0,-3
Ray Allen,BOS,BOS vs. MEM,03/13/2009,2008-09,W,31,22,8,18,44.4,3,11,27.3,3,3,100,1,1,2,1,1,0,0,2,1
Rudy Gay,MEM,MEM @ BOS,03/13/2009,2008-09,L,44,26,9,20,45.0,2,6,33.3,6,6,100,1,3,4,0,0,0,1,4,-13
Rajon Rondo,BOS,BOS vs. MEM,03/13/2009,2008-09,W,29,4,2,7,28.6,0,0,-,0,0,-,2,6,8,8,1,0,4,1,3
Mikki Moore,BOS,BOS vs. MEM,03/13/2009,2008-09,W,22,6,3,3,100,0,0,-,0,0,-,2,6,8,2,0,1,2,5,12
Darrell Arthur,MEM,MEM @ BOS,03/13/2009,2008-09,L,21,4,2,6,33.3,0,0,-,0,2,0.0,4,2,6,2,0,1,0,3,9
O.J. Mayo,MEM,MEM @ BOS,03/13/2009,2008-09,L,41,21,9,23,39.1,2,3,66.7,1,1,100,2,2,4,4,2,0,4,2,-4
Gabe Pruitt,BOS,BOS vs. MEM,03/13/2009,2008-09,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-4
Paul Pierce,BOS,BOS vs. MEM,03/13/2009,2008-09,W,32,17,6,12,50.0,1,5,20.0,4,4,100,0,3,3,5,2,0,2,2,11
Mike Conley,MEM,MEM @ BOS,03/13/2009,2008-09,L,38,12,4,10,40.0,2,4,50.0,2,2,100,0,2,2,9,3,0,2,0,-9
Darko Milicic,MEM,MEM @ BOS,03/13/2009,2008-09,L,12,5,2,4,50.0,0,0,-,1,1,100,0,2,2,0,0,1,1,0,-10
Henry Walker,BOS,BOS vs. MEM,03/13/2009,2008-09,W,19,6,2,4,50.0,0,0,-,2,2,100,0,1,1,1,1,0,1,5,-1
Leon Powe,BOS,BOS vs. MEM,03/13/2009,2008-09,W,41,30,10,14,71.4,0,0,-,10,14,71.4,5,6,11,3,1,5,0,3,8
Hakim Warrick,MEM,MEM @ BOS,03/13/2009,2008-09,L,13,8,1,2,50.0,0,0,-,6,6,100,1,3,4,0,0,0,1,3,-11
Marc Gasol,MEM,MEM @ BOS,03/13/2009,2008-09,L,34,11,4,8,50.0,0,0,-,3,6,50.0,3,12,15,3,0,1,4,3,-4
Stephon Marbury,BOS,BOS vs. MEM,03/13/2009,2008-09,W,17,9,4,9,44.4,1,2,50.0,0,0,-,0,1,1,5,0,0,1,1,6
Darius Miles,MEM,MEM @ BOS,03/13/2009,2008-09,L,12,2,1,1,100,0,0,-,0,0,-,0,0,0,2,1,1,0,2,-4
Eddie House,BOS,BOS vs. MEM,03/13/2009,2008-09,W,19,6,2,6,33.3,2,4,50.0,0,0,-,0,1,1,0,1,0,1,0,7
Kendrick Perkins,BOS,BOS vs. MEM,03/13/2009,2008-09,W,27,2,1,3,33.3,0,0,-,0,0,-,2,3,5,1,1,1,2,4,7
Marko Jaric,MEM,MEM @ BOS,03/13/2009,2008-09,L,10,0,0,1,0.0,0,0,-,0,0,-,2,0,2,0,0,0,0,0,-1
Acie Law,ATL,ATL vs. IND,03/13/2009,2008-09,W,17,0,0,3,0.0,0,0,-,0,0,-,0,0,0,3,0,0,0,1,5
Josh McRoberts,IND,IND @ ATL,03/13/2009,2008-09,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-1
Zaza Pachulia,ATL,ATL vs. IND,03/13/2009,2008-09,W,16,4,2,6,33.3,0,0,-,0,0,-,1,6,7,0,0,0,0,1,-2
Roy Hibbert,IND,IND @ ATL,03/13/2009,2008-09,L,28,15,6,11,54.5,0,0,-,3,4,75.0,7,0,7,0,0,0,0,2,-14
Mario West,ATL,ATL vs. IND,03/13/2009,2008-09,W,7,0,0,0,-,0,0,-,0,0,-,3,1,4,0,0,0,0,0,-10
Mike Bibby,ATL,ATL vs. IND,03/13/2009,2008-09,W,32,13,6,14,42.9,1,4,25.0,0,0,-,0,6,6,6,0,0,2,3,4
Troy Murphy,IND,IND @ ATL,03/13/2009,2008-09,L,30,7,2,7,28.6,1,3,33.3,2,2,100,0,14,14,1,0,1,1,1,-9
Maurice Evans,ATL,ATL vs. IND,03/13/2009,2008-09,W,27,15,5,7,71.4,3,4,75.0,2,2,100,2,2,4,0,1,0,0,3,19
Marquis Daniels,IND,IND @ ATL,03/13/2009,2008-09,L,36,8,4,14,28.6,0,1,0.0,0,0,-,0,2,2,3,0,0,1,2,-24
Solomon Jones,ATL,ATL vs. IND,03/13/2009,2008-09,W,6,4,2,2,100,0,0,-,0,0,-,1,2,3,0,0,0,1,0,3
Thomas Gardner,ATL,ATL vs. IND,03/13/2009,2008-09,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1
Rasho Nesterovic,IND,IND @ ATL,03/13/2009,2008-09,L,11,6,3,6,50.0,0,0,-,0,0,-,0,2,2,0,0,0,0,1,-3
Brandon Rush,IND,IND @ ATL,03/13/2009,2008-09,L,29,8,3,8,37.5,2,3,66.7,0,0,-,0,5,5,1,0,0,2,1,-2
Josh Smith,ATL,ATL vs. IND,03/13/2009,2008-09,W,27,10,3,9,33.3,0,0,-,4,5,80.0,0,5,5,2,0,0,2,2,15
Jarrett Jack,IND,IND @ ATL,03/13/2009,2008-09,L,39,10,5,17,29.4,0,3,0.0,0,0,-,1,0,1,1,1,0,1,0,-8
Jeff Foster,IND,IND @ ATL,03/13/2009,2008-09,L,22,4,2,4,50.0,0,0,-,0,1,0.0,1,4,5,2,0,0,0,1,-2
Al Horford,ATL,ATL vs. IND,03/13/2009,2008-09,W,43,17,8,14,57.1,0,0,-,1,1,100,1,14,15,4,0,3,2,2,12
Travis Diener,IND,IND @ ATL,03/13/2009,2008-09,L,6,0,0,0,-,0,0,-,0,0,-,0,1,1,3,0,0,0,0,8
Flip Murray,ATL,ATL vs. IND,03/13/2009,2008-09,W,25,8,4,10,40.0,0,2,0.0,0,0,-,1,3,4,3,2,0,0,1,7
T.J. Ford,IND,IND @ ATL,03/13/2009,2008-09,L,38,29,12,23,52.2,0,0,-,5,5,100,1,4,5,5,1,0,1,4,-15
Joe Johnson,ATL,ATL vs. IND,03/13/2009,2008-09,W,41,30,12,23,52.2,3,7,42.9,3,3,100,1,3,4,6,1,0,1,1,16
Tyrus Thomas,CHI,CHI @ PHI,03/13/2009,2008-09,L,24,8,3,8,37.5,0,0,-,2,3,66.7,1,4,5,1,2,1,0,3,-2
Tim Thomas,CHI,CHI @ PHI,03/13/2009,2008-09,L,18,9,3,10,30.0,3,5,60.0,0,0,-,0,4,4,4,1,0,2,3,5
Marreese Speights,PHI,PHI vs. CHI,03/13/2009,2008-09,W,18,10,5,9,55.6,0,0,-,0,0,-,0,2,2,0,2,0,0,4,1
Ben Gordon,CHI,CHI @ PHI,03/13/2009,2008-09,L,27,9,4,12,33.3,1,3,33.3,0,0,-,0,1,1,2,2,0,1,1,-5
Willie Green,PHI,PHI vs. CHI,03/13/2009,2008-09,W,26,6,2,9,22.2,0,0,-,2,2,100,0,3,3,5,1,0,1,0,4
Kirk Hinrich,CHI,CHI @ PHI,03/13/2009,2008-09,L,25,14,5,10,50.0,3,5,60.0,1,1,100,1,1,2,1,1,1,2,3,-2
Lou Williams,PHI,PHI vs. CHI,03/13/2009,2008-09,W,23,4,2,6,33.3,0,0,-,0,0,-,0,1,1,2,2,0,5,1,-2
John Salmons,CHI,CHI @ PHI,03/13/2009,2008-09,L,45,14,5,13,38.5,2,5,40.0,2,2,100,0,7,7,3,1,0,1,0,-3
Andre Miller,PHI,PHI vs. CHI,03/13/2009,2008-09,W,36,13,5,10,50.0,0,0,-,3,4,75.0,1,3,4,13,2,0,3,3,12
Joakim Noah,CHI,CHI @ PHI,03/13/2009,2008-09,L,32,13,6,8,75.0,0,0,-,1,2,50.0,3,6,9,3,0,0,0,1,-11
Royal Ivey,PHI,PHI vs. CHI,03/13/2009,2008-09,W,11,2,0,3,0.0,0,1,0.0,2,2,100,0,0,0,2,1,0,1,0,-8
Reggie Evans,PHI,PHI vs. CHI,03/13/2009,2008-09,W,14,5,2,2,100,0,0,-,1,2,50.0,2,2,4,0,0,1,0,2,0
Samuel Dalembert,PHI,PHI vs. CHI,03/13/2009,2008-09,W,35,8,4,6,66.7,0,0,-,0,0,-,5,14,19,0,0,4,1,4,2
Andre Iguodala,PHI,PHI vs. CHI,03/13/2009,2008-09,W,40,25,12,20,60.0,0,1,0.0,1,2,50.0,1,5,6,5,1,1,0,2,0
Brad Miller,CHI,CHI @ PHI,03/13/2009,2008-09,L,27,14,4,8,50.0,0,0,-,6,8,75.0,6,1,7,2,0,0,4,3,1
Thaddeus Young,PHI,PHI vs. CHI,03/13/2009,2008-09,W,36,31,14,21,66.7,1,1,100,2,2,100,3,2,5,0,0,0,1,3,6
Derrick Rose,CHI,CHI @ PHI,03/13/2009,2008-09,L,42,20,10,19,52.6,0,2,0.0,0,0,-,1,5,6,6,1,0,4,0,2
Ime Udoka,SAS,SAS vs. LAL,03/12/2009,2008-09,L,13,5,2,4,50.0,1,2,50.0,0,0,-,0,0,0,0,3,1,2,2,0
DJ Mbenga,LAL,LAL @ SAS,03/12/2009,2008-09,W,6,4,2,2,100,0,0,-,0,0,-,0,4,4,0,1,0,0,1,5
