Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
DJ White,CHA,CHA vs. ATL,04/13/2011,2010-11,W,20,12,6,10,60.0,0,0,-,0,0,-,2,3,5,1,0,1,1,3,4
Jamal Crawford,ATL,ATL @ CHA,04/13/2011,2010-11,L,19,14,6,10,60.0,0,2,0.0,2,3,66.7,1,0,1,2,0,0,1,0,0
Kirk Hinrich,ATL,ATL @ CHA,04/13/2011,2010-11,L,21,10,5,10,50.0,0,1,0.0,0,0,-,0,1,1,2,0,1,2,1,-5
Gerald Henderson,CHA,CHA vs. ATL,04/13/2011,2010-11,W,37,20,9,17,52.9,0,2,0.0,2,2,100,1,5,6,6,4,1,0,2,14
Pape Sy,ATL,ATL @ CHA,04/13/2011,2010-11,L,9,0,0,1,0.0,0,1,0.0,0,0,-,1,1,2,2,0,0,1,0,-1
Josh Smith,ATL,ATL @ CHA,04/13/2011,2010-11,L,10,4,2,3,66.7,0,0,-,0,0,-,0,1,1,0,0,0,1,0,-15
Damien Wilkins,ATL,ATL @ CHA,04/13/2011,2010-11,L,34,14,5,10,50.0,0,0,-,4,4,100,0,4,4,1,2,0,1,3,8
Kwame Brown,CHA,CHA vs. ATL,04/13/2011,2010-11,W,33,11,4,5,80.0,0,0,-,3,6,50.0,2,6,8,0,0,1,0,2,10
Kendrick Perkins,OKC,OKC vs. MIL,04/13/2011,2010-11,L,21,2,1,3,33.3,0,0,-,0,0,-,1,6,7,0,0,1,3,1,18
Thabo Sefolosha,OKC,OKC vs. MIL,04/13/2011,2010-11,L,21,7,3,4,75.0,1,1,100,0,0,-,0,3,3,3,0,0,0,0,18
Nazr Mohammed,OKC,OKC vs. MIL,04/13/2011,2010-11,L,32,12,5,11,45.5,0,0,-,2,4,50.0,3,7,10,0,2,1,4,2,-14
Larry Sanders,MIL,MIL @ OKC,04/13/2011,2010-11,W,28,10,5,9,55.6,0,0,-,0,0,-,4,4,8,0,1,2,3,1,13
Daequan Cook,OKC,OKC vs. MIL,04/13/2011,2010-11,L,29,11,4,6,66.7,3,4,75.0,0,0,-,1,2,3,3,1,0,1,2,-22
Russell Westbrook,OKC,OKC vs. MIL,04/13/2011,2010-11,L,21,20,7,9,77.8,0,1,0.0,6,6,100,1,2,3,5,3,0,4,1,19
Drew Gooden,MIL,MIL @ OKC,04/13/2011,2010-11,W,22,10,4,13,30.8,0,1,0.0,2,2,100,0,2,2,0,0,0,1,2,-9
Keyon Dooling,MIL,MIL @ OKC,04/13/2011,2010-11,W,9,0,0,3,0.0,0,1,0.0,0,0,-,0,0,0,2,0,0,0,1,-4
Ersan Ilyasova,MIL,MIL @ OKC,04/13/2011,2010-11,W,34,14,5,8,62.5,1,2,50.0,3,3,100,2,7,9,0,2,2,0,2,12
Michael Redd,MIL,MIL @ OKC,04/13/2011,2010-11,W,29,11,5,10,50.0,1,3,33.3,0,0,-,0,3,3,2,0,0,1,0,13
Carlos Delfino,MIL,MIL @ OKC,04/13/2011,2010-11,W,26,10,4,9,44.4,2,5,40.0,0,0,-,0,1,1,2,1,1,1,1,-9
James Harden,OKC,OKC vs. MIL,04/13/2011,2010-11,L,24,12,5,12,41.7,1,3,33.3,1,1,100,3,3,6,5,0,0,1,2,-9
Byron Mullens,OKC,OKC vs. MIL,04/13/2011,2010-11,L,29,10,4,9,44.4,0,0,-,2,4,50.0,1,4,5,0,1,0,2,2,-22
Brandon Jennings,MIL,MIL @ OKC,04/13/2011,2010-11,W,36,16,4,11,36.4,1,3,33.3,7,8,87.5,0,6,6,7,5,1,3,4,6
Nate Robinson,OKC,OKC vs. MIL,04/13/2011,2010-11,L,19,7,2,11,18.2,1,5,20.0,2,2,100,0,0,0,4,0,0,1,5,-15
Serge Ibaka,OKC,OKC vs. MIL,04/13/2011,2010-11,L,24,6,3,4,75.0,0,0,-,0,0,-,2,5,7,1,0,3,1,2,10
Eric Maynor,OKC,OKC vs. MIL,04/13/2011,2010-11,L,12,2,1,3,33.3,0,1,0.0,0,0,-,0,1,1,3,1,0,2,1,-8
Royal Ivey,OKC,OKC vs. MIL,04/13/2011,2010-11,L,8,3,1,2,50.0,1,2,50.0,0,0,-,0,1,1,0,0,0,0,2,-13
Luc Mbah a Moute,MIL,MIL @ OKC,04/13/2011,2010-11,W,22,6,2,6,33.3,0,0,-,2,4,50.0,1,0,1,1,0,0,0,0,-8
Corey Maggette,MIL,MIL @ OKC,04/13/2011,2010-11,W,19,12,3,5,60.0,0,0,-,6,6,100,0,1,1,2,1,0,2,2,2
John Salmons,MIL,MIL @ OKC,04/13/2011,2010-11,W,32,15,6,10,60.0,0,1,0.0,3,4,75.0,1,2,3,3,5,0,1,1,2
Kevin Durant,OKC,OKC vs. MIL,04/13/2011,2010-11,L,23,14,6,14,42.9,1,3,33.3,1,1,100,1,5,6,2,1,2,4,0,18
Earl Boykins,MIL,MIL @ OKC,04/13/2011,2010-11,W,8,6,2,4,50.0,2,2,100,0,0,-,0,0,0,3,0,0,1,1,2
Jamaal Magloire,MIA,MIA @ TOR,04/13/2011,2010-11,W,29,8,3,4,75.0,0,0,-,2,4,50.0,5,14,19,0,2,0,1,4,22
Ed Davis,TOR,TOR vs. MIA,04/13/2011,2010-11,L,36,7,3,7,42.9,0,0,-,1,2,50.0,4,4,8,1,2,1,4,2,1
Eddie House,MIA,MIA @ TOR,04/13/2011,2010-11,W,45,35,14,27,51.9,7,13,53.8,0,0,-,0,0,0,1,0,0,2,1,16
DeMar DeRozan,TOR,TOR vs. MIA,04/13/2011,2010-11,L,41,18,8,20,40.0,0,2,0.0,2,5,40.0,0,4,4,3,2,1,2,1,-12
Juwan Howard,MIA,MIA @ TOR,04/13/2011,2010-11,W,32,18,7,12,58.3,0,0,-,4,4,100,2,4,6,0,0,0,1,2,23
Mike Bibby,MIA,MIA @ TOR,04/13/2011,2010-11,W,16,7,3,8,37.5,1,3,33.3,0,0,-,0,1,1,1,1,0,4,0,3
James Johnson,TOR,TOR vs. MIA,04/13/2011,2010-11,L,42,12,4,10,40.0,0,1,0.0,4,7,57.1,3,3,6,6,0,1,1,3,-12
Mario Chalmers,MIA,MIA @ TOR,04/13/2011,2010-11,W,32,5,2,6,33.3,1,4,25.0,0,0,-,0,2,2,13,2,1,4,0,15
Dexter Pittman,MIA,MIA @ TOR,04/13/2011,2010-11,W,9,2,1,2,50.0,0,0,-,0,0,-,1,0,1,0,0,0,0,1,9
Julian Wright,TOR,TOR vs. MIA,04/13/2011,2010-11,L,18,6,3,5,60.0,0,0,-,0,0,-,0,3,3,0,0,0,1,0,-24
Joey Dorsey,TOR,TOR vs. MIA,04/13/2011,2010-11,L,32,7,3,4,75.0,0,0,-,1,4,25.0,2,5,7,2,4,1,2,2,-9
Joel Anthony,MIA,MIA @ TOR,04/13/2011,2010-11,W,21,1,0,4,0.0,0,0,-,1,2,50.0,2,1,3,1,0,0,0,3,-3
James Jones,MIA,MIA @ TOR,04/13/2011,2010-11,W,36,12,4,11,36.4,4,6,66.7,0,0,-,0,4,4,2,1,0,1,4,5
Solomon Alabi,TOR,TOR vs. MIA,04/13/2011,2010-11,L,13,0,0,2,0.0,0,0,-,0,0,-,1,1,2,0,0,2,1,0,-16
Zydrunas Ilgauskas,MIA,MIA @ TOR,04/13/2011,2010-11,W,20,9,3,7,42.9,0,0,-,3,4,75.0,3,1,4,2,0,0,1,3,0
Jerryd Bayless,TOR,TOR vs. MIA,04/13/2011,2010-11,L,42,21,6,13,46.2,0,2,0.0,9,10,90.0,0,3,3,4,0,1,5,2,-8
Alexis Ajinca,TOR,TOR vs. MIA,04/13/2011,2010-11,L,15,8,1,3,33.3,1,3,33.3,5,6,83.3,0,0,0,0,0,1,1,5,-10
Nikola Pekovic,MIN,MIN vs. HOU,04/13/2011,2010-11,L,12,10,3,7,42.9,0,0,-,4,5,80.0,2,0,2,1,1,0,2,3,-12
Chase Budinger,HOU,HOU @ MIN,04/13/2011,2010-11,W,41,35,12,21,57.1,4,8,50.0,7,7,100,0,6,6,4,2,0,0,3,30
Anthony Tolliver,MIN,MIN vs. HOU,04/13/2011,2010-11,L,43,6,3,7,42.9,0,1,0.0,0,0,-,2,11,13,0,0,1,2,5,-12
Brad Miller,HOU,HOU @ MIN,04/13/2011,2010-11,W,20,10,4,8,50.0,0,3,0.0,2,2,100,0,5,5,4,0,0,3,0,-9
Anthony Randolph,MIN,MIN vs. HOU,04/13/2011,2010-11,L,32,23,11,17,64.7,0,0,-,1,1,100,0,4,4,0,0,1,3,3,-3
Goran Dragic,HOU,HOU @ MIN,04/13/2011,2010-11,W,44,11,4,8,50.0,3,6,50.0,0,2,0.0,2,9,11,11,0,1,2,1,18
Michael Beasley,MIN,MIN vs. HOU,04/13/2011,2010-11,L,33,34,13,27,48.1,2,6,33.3,6,6,100,2,5,7,2,2,0,3,4,-7
Lazar Hayward,MIN,MIN vs. HOU,04/13/2011,2010-11,L,10,3,1,4,25.0,1,2,50.0,0,2,0.0,1,1,2,1,2,0,0,1,-17
Kevin Martin,HOU,HOU @ MIN,04/13/2011,2010-11,W,34,25,6,14,42.9,1,6,16.7,12,13,92.3,0,5,5,2,0,0,3,0,-10
Jordan Hill,HOU,HOU @ MIN,04/13/2011,2010-11,W,10,2,1,1,100,0,0,-,0,0,-,2,1,3,0,0,0,1,1,-8
Patrick Patterson,HOU,HOU @ MIN,04/13/2011,2010-11,W,31,14,7,13,53.8,0,0,-,0,2,0.0,2,2,4,3,1,1,2,4,24
Wayne Ellington,MIN,MIN vs. HOU,04/13/2011,2010-11,L,9,0,0,2,0.0,0,0,-,0,0,-,0,0,0,0,1,0,2,1,-11
Chuck Hayes,HOU,HOU @ MIN,04/13/2011,2010-11,W,28,2,1,4,25.0,0,1,0.0,0,2,0.0,4,5,9,6,1,1,2,4,28
Courtney Lee,HOU,HOU @ MIN,04/13/2011,2010-11,W,31,22,7,15,46.7,4,7,57.1,4,4,100,2,3,5,2,1,0,2,5,22
Martell Webster,MIN,MIN vs. HOU,04/13/2011,2010-11,L,26,11,3,10,30.0,0,2,0.0,5,7,71.4,3,2,5,3,1,0,1,1,-31
Wesley Johnson,MIN,MIN vs. HOU,04/13/2011,2010-11,L,32,8,4,7,57.1,0,0,-,0,0,-,1,4,5,2,1,0,2,2,7
Luke Ridnour,MIN,MIN vs. HOU,04/13/2011,2010-11,L,43,7,3,11,27.3,1,2,50.0,0,0,-,1,3,4,11,1,0,0,2,-9
Kobe Bryant,LAL,LAL @ SAC,04/13/2011,2010-11,W,38,36,13,24,54.2,1,2,50.0,9,10,90.0,2,7,9,6,1,1,2,1,3
Shannon Brown,LAL,LAL @ SAC,04/13/2011,2010-11,W,16,15,6,11,54.5,2,3,66.7,1,1,100,0,1,1,2,1,0,1,0,8
Beno Udrih,SAC,SAC vs. LAL,04/13/2011,2010-11,L,34,11,4,9,44.4,1,1,100,2,2,100,1,4,5,6,1,0,1,2,3
Metta World Peace,LAL,LAL @ SAC,04/13/2011,2010-11,W,47,8,2,11,18.2,1,5,20.0,3,4,75.0,0,5,5,3,4,1,4,3,9
DeMarcus Cousins,SAC,SAC vs. LAL,04/13/2011,2010-11,L,14,6,3,6,50.0,0,0,-,0,0,-,1,5,6,2,0,1,2,4,0
Derrick Caracter,LAL,LAL @ SAC,04/13/2011,2010-11,W,2,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-4
Lamar Odom,LAL,LAL @ SAC,04/13/2011,2010-11,W,45,22,9,16,56.3,1,4,25.0,3,3,100,0,8,8,7,0,1,0,2,3
Francisco Garcia,SAC,SAC vs. LAL,04/13/2011,2010-11,L,23,5,2,6,33.3,1,4,25.0,0,0,-,0,2,2,2,0,0,0,2,-9
Donte Greene,SAC,SAC vs. LAL,04/13/2011,2010-11,L,13,2,1,4,25.0,0,2,0.0,0,0,-,0,2,2,0,0,0,0,1,-9
Darnell Jackson,SAC,SAC vs. LAL,04/13/2011,2010-11,L,1,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,0
Trey Johnson,LAL,LAL @ SAC,04/13/2011,2010-11,W,13,6,2,3,66.7,0,0,-,2,2,100,0,0,0,0,0,0,0,1,1
Samuel Dalembert,SAC,SAC vs. LAL,04/13/2011,2010-11,L,45,16,8,13,61.5,0,0,-,0,2,0.0,9,9,18,1,0,2,4,3,-11
Derek Fisher,LAL,LAL @ SAC,04/13/2011,2010-11,W,39,11,5,9,55.6,1,2,50.0,0,0,-,1,4,5,3,1,0,0,2,4
Omri Casspi,SAC,SAC vs. LAL,04/13/2011,2010-11,L,4,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,-6
Tyreke Evans,SAC,SAC vs. LAL,04/13/2011,2010-11,L,47,19,6,22,27.3,1,5,20.0,6,8,75.0,1,5,6,7,1,1,4,2,-6
Jason Thompson,SAC,SAC vs. LAL,04/13/2011,2010-11,L,39,16,7,11,63.6,0,1,0.0,2,4,50.0,2,6,8,2,1,2,0,3,4
Joe Smith,LAL,LAL @ SAC,04/13/2011,2010-11,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,2,-4
Luke Walton,LAL,LAL @ SAC,04/13/2011,2010-11,W,14,0,0,0,-,0,0,-,0,0,-,0,2,2,2,0,0,2,1,4
Pau Gasol,LAL,LAL @ SAC,04/13/2011,2010-11,W,47,18,8,16,50.0,0,0,-,2,2,100,1,12,13,6,1,1,1,5,16
Marcus Thornton,SAC,SAC vs. LAL,04/13/2011,2010-11,L,46,33,14,26,53.8,4,9,44.4,1,3,33.3,2,4,6,4,2,0,1,2,-6
Dirk Nowitzki,DAL,DAL vs. NOH,04/13/2011,2010-11,W,32,32,10,21,47.6,1,3,33.3,11,12,91.7,1,5,6,2,0,0,3,2,21
Marco Belinelli,NOH,NOH @ DAL,04/13/2011,2010-11,L,21,14,5,11,45.5,4,8,50.0,0,0,-,0,1,1,0,2,0,1,1,-10
Trevor Ariza,NOH,NOH @ DAL,04/13/2011,2010-11,L,26,6,2,7,28.6,0,0,-,2,2,100,1,5,6,1,1,0,3,3,-15
Quincy Pondexter,NOH,NOH @ DAL,04/13/2011,2010-11,L,22,10,4,7,57.1,1,2,50.0,1,2,50.0,1,3,4,0,1,0,0,0,-23
Rodrigue Beaubois,DAL,DAL vs. NOH,04/13/2011,2010-11,W,5,2,1,4,25.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,3,-2
Jason Terry,DAL,DAL vs. NOH,04/13/2011,2010-11,W,24,13,4,11,36.4,2,8,25.0,3,4,75.0,0,1,1,2,1,0,1,2,8
Jarrett Jack,NOH,NOH @ DAL,04/13/2011,2010-11,L,29,22,8,15,53.3,1,1,100,5,6,83.3,0,0,0,7,0,1,1,2,-21
Brendan Haywood,DAL,DAL vs. NOH,04/13/2011,2010-11,W,26,10,5,5,100,0,0,-,0,0,-,1,6,7,1,0,0,1,1,26
Chris Paul,NOH,NOH @ DAL,04/13/2011,2010-11,L,25,7,2,9,22.2,0,1,0.0,3,3,100,0,1,1,8,1,0,3,3,-12
Corey Brewer,DAL,DAL vs. NOH,04/13/2011,2010-11,W,12,11,3,4,75.0,2,3,66.7,3,4,75.0,0,0,0,2,1,0,1,0,14
Jason Kidd,DAL,DAL vs. NOH,04/13/2011,2010-11,W,29,12,4,6,66.7,4,6,66.7,0,0,-,0,3,3,8,4,0,1,0,11
Tyson Chandler,DAL,DAL vs. NOH,04/13/2011,2010-11,W,22,6,2,2,100,0,0,-,2,3,66.7,2,5,7,0,0,0,0,4,6
Willie Green,NOH,NOH @ DAL,04/13/2011,2010-11,L,18,6,3,7,42.9,0,1,0.0,0,0,-,0,1,1,3,0,0,1,1,-7
J.J. Barea,DAL,DAL vs. NOH,04/13/2011,2010-11,W,20,14,3,6,50.0,1,2,50.0,7,7,100,0,5,5,8,0,0,2,0,22
DeShawn Stevenson,DAL,DAL vs. NOH,04/13/2011,2010-11,W,19,6,2,3,66.7,2,3,66.7,0,0,-,1,0,1,1,0,0,1,1,13
Carl Landry,NOH,NOH @ DAL,04/13/2011,2010-11,L,24,10,4,8,50.0,0,0,-,2,2,100,0,3,3,1,0,0,0,4,-10
Brian Cardinal,DAL,DAL vs. NOH,04/13/2011,2010-11,W,19,3,1,1,100,1,1,100,0,0,-,0,3,3,3,0,1,0,3,22
Ian Mahinmi,DAL,DAL vs. NOH,04/13/2011,2010-11,W,3,2,1,1,100,0,0,-,0,0,-,1,0,1,0,0,0,1,0,8
Patrick Ewing,NOH,NOH @ DAL,04/13/2011,2010-11,L,6,0,0,2,0.0,0,1,0.0,0,0,-,0,0,0,1,0,0,1,0,-11
Aaron Gray,NOH,NOH @ DAL,04/13/2011,2010-11,L,18,0,0,3,0.0,0,0,-,0,0,-,1,9,10,1,1,0,2,5,-10
Emeka Okafor,NOH,NOH @ DAL,04/13/2011,2010-11,L,19,6,2,3,66.7,0,0,-,2,2,100,1,3,4,0,1,0,0,2,-4
Shawn Marion,DAL,DAL vs. NOH,04/13/2011,2010-11,W,29,10,4,9,44.4,0,1,0.0,2,4,50.0,0,8,8,4,1,0,3,1,11
Jason Smith,NOH,NOH @ DAL,04/13/2011,2010-11,L,21,6,3,4,75.0,0,0,-,0,0,-,0,3,3,1,0,0,1,3,-19
DJ Mbenga,NOH,NOH @ DAL,04/13/2011,2010-11,L,11,2,1,3,33.3,0,0,-,0,0,-,1,1,2,0,0,0,0,4,-18
Al Jefferson,UTA,UTA vs. DEN,04/13/2011,2010-11,W,33,17,8,15,53.3,0,0,-,1,2,50.0,1,9,10,3,0,1,2,3,11
Al Harrington,DEN,DEN @ UTA,04/13/2011,2010-11,L,34,15,4,14,28.6,1,6,16.7,6,6,100,1,5,6,3,1,0,1,1,-9
Gordon Hayward,UTA,UTA vs. DEN,04/13/2011,2010-11,W,41,34,12,17,70.6,5,6,83.3,5,5,100,0,3,3,4,1,0,1,2,4
Wilson Chandler,DEN,DEN @ UTA,04/13/2011,2010-11,L,41,27,10,20,50.0,1,3,33.3,6,7,85.7,0,6,6,3,0,1,1,2,-1
Jeremy Evans,UTA,UTA vs. DEN,04/13/2011,2010-11,W,19,7,3,3,100,0,0,-,1,2,50.0,1,3,4,0,1,0,0,4,-2
Melvin Ely,DEN,DEN @ UTA,04/13/2011,2010-11,L,15,6,2,3,66.7,0,0,-,2,4,50.0,0,0,0,0,0,0,0,2,4
Derrick Favors,UTA,UTA vs. DEN,04/13/2011,2010-11,W,32,12,5,10,50.0,0,0,-,2,3,66.7,5,2,7,3,3,2,1,4,-10
Chris Andersen,DEN,DEN @ UTA,04/13/2011,2010-11,L,29,4,1,1,100,0,0,-,2,2,100,1,9,10,0,2,1,0,5,9
Ty Lawson,DEN,DEN @ UTA,04/13/2011,2010-11,L,14,6,3,5,60.0,0,0,-,0,0,-,0,0,0,3,1,0,0,0,-1
Francisco Elson,UTA,UTA vs. DEN,04/13/2011,2010-11,W,7,2,1,2,50.0,0,0,-,0,0,-,1,2,3,0,1,1,0,1,0
JR Smith,DEN,DEN @ UTA,04/13/2011,2010-11,L,38,14,5,12,41.7,1,4,25.0,3,4,75.0,2,1,3,3,2,0,6,2,-10
Earl Watson,UTA,UTA vs. DEN,04/13/2011,2010-11,W,28,2,0,4,0.0,0,1,0.0,2,2,100,0,2,2,4,2,0,4,1,-1
Devin Harris,UTA,UTA vs. DEN,04/13/2011,2010-11,W,41,21,6,17,35.3,2,7,28.6,7,8,87.5,1,1,2,6,1,0,4,2,13
Paul Millsap,UTA,UTA vs. DEN,04/13/2011,2010-11,W,40,12,4,9,44.4,1,1,100,3,4,75.0,1,5,6,5,2,1,2,3,5
Gary Forbes,DEN,DEN @ UTA,04/13/2011,2010-11,L,42,17,7,11,63.6,0,1,0.0,3,3,100,0,6,6,3,1,1,3,3,-5
Kosta Koufos,DEN,DEN @ UTA,04/13/2011,2010-11,L,27,14,7,11,63.6,0,0,-,0,0,-,4,2,6,0,0,0,4,3,-7
Jordan Crawford,WAS,WAS @ CLE,04/13/2011,2010-11,L,30,4,2,14,14.3,0,3,0.0,0,0,-,1,1,2,6,0,0,3,2,-2
Alonzo Gee,CLE,CLE vs. WAS,04/13/2011,2010-11,W,27,6,3,9,33.3,0,2,0.0,0,0,-,1,3,4,3,0,0,3,0,-9
JaVale McGee,WAS,WAS @ CLE,04/13/2011,2010-11,L,19,10,5,7,71.4,0,0,-,0,0,-,1,3,4,0,0,2,1,2,9
Ryan Hollins,CLE,CLE vs. WAS,04/13/2011,2010-11,W,36,12,2,3,66.7,0,0,-,8,8,100,2,4,6,1,0,2,2,4,0
Andray Blatche,WAS,WAS @ CLE,04/13/2011,2010-11,L,24,20,7,13,53.8,0,1,0.0,6,9,66.7,3,4,7,4,2,0,5,1,12
Ramon Sessions,CLE,CLE vs. WAS,04/13/2011,2010-11,W,33,27,8,13,61.5,0,1,0.0,11,12,91.7,1,3,4,3,0,0,5,2,-2
Anthony Parker,CLE,CLE vs. WAS,04/13/2011,2010-11,W,24,5,2,7,28.6,1,4,25.0,0,0,-,0,2,2,4,0,2,0,0,4
Maurice Evans,WAS,WAS @ CLE,04/13/2011,2010-11,L,24,15,6,7,85.7,3,3,100,0,0,-,0,0,0,1,2,0,1,2,12
Luke Harangody,CLE,CLE vs. WAS,04/13/2011,2010-11,W,17,9,3,8,37.5,3,5,60.0,0,0,-,1,0,1,1,1,0,0,2,9
Mustafa Shakur,WAS,WAS @ CLE,04/13/2011,2010-11,L,16,8,4,13,30.8,0,1,0.0,0,0,-,2,0,2,3,2,0,2,2,-5
Yi Jianlian,WAS,WAS @ CLE,04/13/2011,2010-11,L,24,10,4,10,40.0,0,0,-,2,2,100,4,8,12,0,0,1,0,1,-19
JJ Hickson,CLE,CLE vs. WAS,04/13/2011,2010-11,W,33,15,7,12,58.3,0,0,-,1,3,33.3,6,7,13,3,1,0,3,1,0
Christian Eyenga,CLE,CLE vs. WAS,04/13/2011,2010-11,W,16,6,2,4,50.0,1,2,50.0,1,2,50.0,0,2,2,0,0,0,0,1,8
Kevin Seraphin,WAS,WAS @ CLE,04/13/2011,2010-11,L,18,6,3,5,60.0,0,0,-,0,0,-,2,0,2,0,0,2,2,5,-8
Daniel Gibson,CLE,CLE vs. WAS,04/13/2011,2010-11,W,27,10,4,16,25.0,0,7,0.0,2,2,100,0,1,1,3,1,2,0,0,11
John Wall,WAS,WAS @ CLE,04/13/2011,2010-11,L,24,10,4,6,66.7,0,1,0.0,2,2,100,0,5,5,4,4,1,1,0,12
Manny Harris,CLE,CLE vs. WAS,04/13/2011,2010-11,W,17,4,1,7,14.3,0,0,-,2,2,100,2,2,4,5,0,0,0,2,9
Othyus Jeffers,WAS,WAS @ CLE,04/13/2011,2010-11,L,25,7,3,9,33.3,0,0,-,1,2,50.0,3,4,7,2,1,0,0,3,-19
Joey Graham,CLE,CLE vs. WAS,04/13/2011,2010-11,W,10,6,3,4,75.0,0,0,-,0,0,-,0,3,3,0,0,0,0,1,5
Hamady Ndiaye,WAS,WAS @ CLE,04/13/2011,2010-11,L,10,0,0,0,-,0,0,-,0,0,-,1,0,1,0,0,2,0,3,-8
Larry Owens,WAS,WAS @ CLE,04/13/2011,2010-11,L,24,3,1,6,16.7,1,3,33.3,0,0,-,0,2,2,4,0,2,1,4,-19
Chris Duhon,ORL,ORL vs. IND,04/13/2011,2010-11,W,30,6,2,6,33.3,0,4,0.0,2,2,100,0,2,2,5,1,0,4,1,3
Darren Collison,IND,IND @ ORL,04/13/2011,2010-11,L,12,4,2,5,40.0,0,0,-,0,0,-,1,1,2,2,3,0,1,0,-14
Mike Dunleavy,IND,IND @ ORL,04/13/2011,2010-11,L,24,16,5,10,50.0,2,3,66.7,4,5,80.0,0,5,5,0,0,0,3,2,1
T.J. Ford,IND,IND @ ORL,04/13/2011,2010-11,L,17,2,1,6,16.7,0,1,0.0,0,0,-,2,0,2,2,2,0,1,0,-11
Hedo Turkoglu,ORL,ORL vs. IND,04/13/2011,2010-11,W,25,13,5,9,55.6,1,3,33.3,2,2,100,0,5,5,3,0,0,5,0,0
Dwight Howard,ORL,ORL vs. IND,04/13/2011,2010-11,W,26,13,3,7,42.9,0,0,-,7,9,77.8,3,10,13,2,4,1,5,4,26
Dahntay Jones,IND,IND @ ORL,04/13/2011,2010-11,L,24,7,3,8,37.5,0,0,-,1,2,50.0,0,0,0,2,0,0,2,0,-19
AJ Price,IND,IND @ ORL,04/13/2011,2010-11,L,19,7,2,6,33.3,1,4,25.0,2,2,100,0,1,1,7,1,0,0,1,7
Ryan Anderson,ORL,ORL vs. IND,04/13/2011,2010-11,W,26,14,4,8,50.0,3,5,60.0,3,3,100,4,3,7,0,1,1,0,1,23
Paul George,IND,IND @ ORL,04/13/2011,2010-11,L,23,2,1,5,20.0,0,1,0.0,0,0,-,0,2,2,0,0,0,3,1,-7
James Posey,IND,IND @ ORL,04/13/2011,2010-11,L,20,3,1,8,12.5,1,7,14.3,0,1,0.0,0,2,2,1,0,0,1,4,-18
Brandon Bass,ORL,ORL vs. IND,04/13/2011,2010-11,W,22,12,5,8,62.5,0,0,-,2,3,66.7,2,4,6,1,0,1,3,4,-11
Tyler Hansbrough,IND,IND @ ORL,04/13/2011,2010-11,L,22,9,4,10,40.0,0,0,-,1,1,100,2,4,6,1,1,0,3,2,-14
